date,first_user_source,first_user_medium,first_user_campaign,first_user_channel_group,new_users,total_users,sessions,engaged_sessions,engagement_rate,event_count,conversions,total_revenue
2025-07-22T00:00:00Z,(direct),(none),(not set),Direct,127,155,209,130,62.2,820,6,256.41
2025-07-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,70,81,84,42,50.0,344,2,75.68
2025-07-22T00:00:00Z,facebook,social,(not set),Organic Social,40,44,54,26,48.15,215,1,38.32
2025-07-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,40,45,46,23,50.0,160,1,42.58
2025-07-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,17,19,26,15,57.69,111,0,0.0
2025-07-23T00:00:00Z,google,organic,(not set),Organic Search,173,195,232,111,47.84,800,7,265.05
2025-07-23T00:00:00Z,(direct),(none),(not set),Direct,121,127,169,95,56.21,568,7,295.8
2025-07-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,82,106,118,64,54.24,510,4,222.63
2025-07-23T00:00:00Z,facebook,social,(not set),Organic Social,45,46,50,30,60.0,245,2,82.25
2025-07-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,36,45,28,62.22,148,1,52.2
2025-07-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,13,14,8,57.14,69,0,0.0
2025-07-24T00:00:00Z,google,organic,(not set),Organic Search,163,190,255,140,54.9,880,6,296.31
2025-07-24T00:00:00Z,(direct),(none),(not set),Direct,130,162,214,124,57.94,943,5,214.01
2025-07-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,77,88,125,80,64.0,566,3,126.96
2025-07-24T00:00:00Z,facebook,social,(not set),Organic Social,48,49,55,26,47.27,195,1,40.26
2025-07-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,30,40,20,50.0,138,1,35.86
2025-07-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,15,18,19,9,47.37,59,0,0.0
2025-07-25T00:00:00Z,google,organic,(not set),Organic Search,219,276,325,205,63.08,1159,14,554.09
2025-07-25T00:00:00Z,(direct),(none),(not set),Direct,138,177,264,135,51.14,886,10,430.85
2025-07-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,64,65,93,59,63.44,364,4,191.32
2025-07-25T00:00:00Z,facebook,social,(not set),Organic Social,39,39,58,35,60.34,239,1,49.08
2025-07-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,40,59,37,62.71,242,1,45.77
2025-07-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,13,18,10,55.56,68,0,0.0
2025-07-26T00:00:00Z,google,organic,(not set),Organic Search,161,190,263,121,46.01,848,9,424.33
2025-07-26T00:00:00Z,(direct),(none),(not set),Direct,104,115,146,92,63.01,709,4,222.11
2025-07-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,55,56,68,31,45.59,209,3,178.51
2025-07-26T00:00:00Z,facebook,social,(not set),Organic Social,36,45,65,36,55.38,259,1,37.3
2025-07-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,29,32,15,46.88,157,0,0.0
2025-07-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,9,9,5,55.56,43,0,0.0
2025-07-27T00:00:00Z,google,organic,(not set),Organic Search,109,125,175,101,57.71,599,4,215.98
2025-07-27T00:00:00Z,(direct),(none),(not set),Direct,76,86,91,48,52.75,440,3,157.4
2025-07-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,42,51,74,42,56.76,343,2,62.39
2025-07-27T00:00:00Z,facebook,social,(not set),Organic Social,28,31,46,27,58.7,171,2,111.15
2025-07-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,16,18,21,10,47.62,67,0,0.0
2025-07-27T00:00:00Z,mailchimp,email,weekly_newsletter,Email,6,6,7,3,42.86,24,0,0.0
2025-07-28T00:00:00Z,google,organic,(not set),Organic Search,179,198,235,125,53.19,1110,11,610.05
2025-07-28T00:00:00Z,(direct),(none),(not set),Direct,101,131,182,114,62.64,731,6,219.17
2025-07-28T00:00:00Z,google,cpc,brand_awareness,Paid Search,59,59,80,48,60.0,285,3,96.09
2025-07-28T00:00:00Z,facebook,social,(not set),Organic Social,48,58,81,49,60.49,261,3,109.21
2025-07-28T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,38,53,28,52.83,182,1,47.98
2025-07-28T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,11,14,8,57.14,56,0,0.0
2025-07-29T00:00:00Z,google,organic,(not set),Organic Search,156,180,208,124,59.62,981,6,315.56
2025-07-29T00:00:00Z,(direct),(none),(not set),Direct,91,97,120,61,50.83,460,4,171.7
2025-07-29T00:00:00Z,google,cpc,brand_awareness,Paid Search,68,74,108,64,59.26,410,4,145.1
2025-07-29T00:00:00Z,facebook,social,(not set),Organic Social,44,55,74,38,51.35,332,1,43.59
2025-07-29T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,31,36,20,55.56,111,0,0.0
2025-07-29T00:00:00Z,mailchimp,email,weekly_newsletter,Email,14,17,17,8,47.06,66,0,0.0
2025-07-30T00:00:00Z,google,organic,(not set),Organic Search,162,197,275,148,53.82,911,11,391.69
2025-07-30T00:00:00Z,(direct),(none),(not set),Direct,116,120,122,59,48.36,458,5,195.91
2025-07-30T00:00:00Z,google,cpc,brand_awareness,Paid Search,77,88,102,54,52.94,463,3,127.85
2025-07-30T00:00:00Z,facebook,social,(not set),Organic Social,43,55,66,34,51.52,244,1,37.54
2025-07-30T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,41,54,32,59.26,163,2,63.76
2025-07-30T00:00:00Z,mailchimp,email,weekly_newsletter,Email,13,16,19,12,63.16,88,0,0.0
2025-07-31T00:00:00Z,google,organic,(not set),Organic Search,189,243,266,161,60.53,956,8,344.53
2025-07-31T00:00:00Z,(direct),(none),(not set),Direct,106,113,132,70,53.03,452,5,150.9
2025-07-31T00:00:00Z,google,cpc,brand_awareness,Paid Search,67,79,117,69,58.97,403,5,209.94
2025-07-31T00:00:00Z,facebook,social,(not set),Organic Social,48,51,74,37,50.0,357,1,46.33
2025-07-31T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,28,36,18,50.0,114,1,34.22
2025-07-31T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,11,14,7,50.0,42,0,0.0
2025-08-01T00:00:00Z,google,organic,(not set),Organic Search,164,182,194,116,59.79,927,6,269.58
2025-08-01T00:00:00Z,(direct),(none),(not set),Direct,115,143,166,104,62.65,511,6,230.02
2025-08-01T00:00:00Z,google,cpc,brand_awareness,Paid Search,61,66,94,46,48.94,334,4,225.22
2025-08-01T00:00:00Z,facebook,social,(not set),Organic Social,40,48,49,26,53.06,171,2,97.19
2025-08-01T00:00:00Z,partner-blog.com,referral,(not set),Referral,24,25,26,13,50.0,123,0,0.0
2025-08-01T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,10,4,40.0,42,0,0.0
2025-08-02T00:00:00Z,google,organic,(not set),Organic Search,130,167,181,88,48.62,624,4,138.98
2025-08-02T00:00:00Z,(direct),(none),(not set),Direct,61,62,90,47,52.22,400,2,103.33
2025-08-02T00:00:00Z,google,cpc,brand_awareness,Paid Search,34,43,61,27,44.26,290,2,117.15
2025-08-02T00:00:00Z,facebook,social,(not set),Organic Social,28,28,35,16,45.71,172,1,32.4
2025-08-02T00:00:00Z,partner-blog.com,referral,(not set),Referral,15,18,25,14,56.0,81,0,0.0
2025-08-02T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,11,13,6,46.15,39,0,0.0
2025-08-03T00:00:00Z,google,organic,(not set),Organic Search,103,123,142,68,47.89,674,5,221.99
2025-08-03T00:00:00Z,(direct),(none),(not set),Direct,67,69,81,49,60.49,372,2,116.04
2025-08-03T00:00:00Z,google,cpc,brand_awareness,Paid Search,32,36,38,19,50.0,169,1,50.62
2025-08-03T00:00:00Z,facebook,social,(not set),Organic Social,22,22,28,16,57.14,94,0,0.0
2025-08-03T00:00:00Z,partner-blog.com,referral,(not set),Referral,18,20,26,16,61.54,129,1,40.96
2025-08-03T00:00:00Z,mailchimp,email,weekly_newsletter,Email,6,6,8,4,50.0,36,0,0.0
2025-08-04T00:00:00Z,google,organic,(not set),Organic Search,174,211,304,168,55.26,1290,7,317.75
2025-08-04T00:00:00Z,(direct),(none),(not set),Direct,113,117,119,62,52.1,362,3,125.54
2025-08-04T00:00:00Z,google,cpc,brand_awareness,Paid Search,49,55,74,38,51.35,312,3,124.03
2025-08-04T00:00:00Z,facebook,social,(not set),Organic Social,38,40,42,22,52.38,170,1,58.74
2025-08-04T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,31,32,15,46.88,97,0,0.0
2025-08-04T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,17,9,52.94,75,0,0.0
2025-08-05T00:00:00Z,google,organic,(not set),Organic Search,171,211,280,146,52.14,984,10,565.78
2025-08-05T00:00:00Z,(direct),(none),(not set),Direct,82,100,144,91,63.19,483,5,181.24
2025-08-05T00:00:00Z,google,cpc,brand_awareness,Paid Search,48,61,69,36,52.17,229,1,49.13
2025-08-05T00:00:00Z,facebook,social,(not set),Organic Social,45,53,56,31,55.36,195,2,99.41
2025-08-05T00:00:00Z,partner-blog.com,referral,(not set),Referral,24,29,29,16,55.17,143,1,45.28
2025-08-05T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,12,7,58.33,58,0,0.0
2025-08-06T00:00:00Z,google,organic,(not set),Organic Search,159,175,197,115,58.38,660,6,340.17
2025-08-06T00:00:00Z,(direct),(none),(not set),Direct,95,97,110,66,60.0,480,3,167.79
2025-08-06T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,62,64,33,51.56,315,1,43.88
2025-08-06T00:00:00Z,facebook,social,(not set),Organic Social,29,36,46,26,56.52,150,1,47.81
2025-08-06T00:00:00Z,partner-blog.com,referral,(not set),Referral,26,28,32,15,46.88,105,1,47.77
2025-08-06T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,13,7,53.85,52,0,0.0
2025-08-07T00:00:00Z,google,organic,(not set),Organic Search,144,149,188,118,62.77,871,7,311.35
2025-08-07T00:00:00Z,(direct),(none),(not set),Direct,98,108,148,80,54.05,667,4,220.37
2025-08-07T00:00:00Z,google,cpc,brand_awareness,Paid Search,63,69,86,41,47.67,303,4,133.19
2025-08-07T00:00:00Z,facebook,social,(not set),Organic Social,33,37,37,20,54.05,118,1,52.34
2025-08-07T00:00:00Z,partner-blog.com,referral,(not set),Referral,21,22,24,11,45.83,94,0,0.0
2025-08-07T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,15,8,53.33,72,0,0.0
2025-08-08T00:00:00Z,google,organic,(not set),Organic Search,161,183,218,118,54.13,856,8,316.74
2025-08-08T00:00:00Z,(direct),(none),(not set),Direct,102,113,148,71,47.97,630,6,189.71
2025-08-08T00:00:00Z,google,cpc,brand_awareness,Paid Search,50,58,80,51,63.75,241,2,70.05
2025-08-08T00:00:00Z,facebook,social,(not set),Organic Social,40,42,47,21,44.68,167,1,58.05
2025-08-08T00:00:00Z,partner-blog.com,referral,(not set),Referral,26,33,42,26,61.9,172,1,43.47
2025-08-08T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,11,14,7,50.0,54,0,0.0
2025-08-09T00:00:00Z,google,organic,(not set),Organic Search,109,134,190,115,60.53,729,6,229.31
2025-08-09T00:00:00Z,(direct),(none),(not set),Direct,66,67,82,39,47.56,348,3,164.65
2025-08-09T00:00:00Z,google,cpc,brand_awareness,Paid Search,38,46,63,33,52.38,291,2,100.31
2025-08-09T00:00:00Z,facebook,social,(not set),Organic Social,20,20,21,12,57.14,80,0,0.0
2025-08-09T00:00:00Z,partner-blog.com,referral,(not set),Referral,18,20,21,9,42.86,75,0,0.0
2025-08-09T00:00:00Z,mailchimp,email,weekly_newsletter,Email,7,7,8,3,37.5,29,0,0.0
2025-08-10T00:00:00Z,google,organic,(not set),Organic Search,101,124,171,79,46.2,620,5,296.28
2025-08-10T00:00:00Z,(direct),(none),(not set),Direct,48,58,67,36,53.73,268,2,67.53
2025-08-10T00:00:00Z,google,cpc,brand_awareness,Paid Search,38,44,48,26,54.17,147,1,36.86
2025-08-10T00:00:00Z,facebook,social,(not set),Organic Social,26,31,41,21,51.22,143,0,0.0
2025-08-10T00:00:00Z,partner-blog.com,referral,(not set),Referral,18,22,23,10,43.48,82,0,0.0
2025-08-10T00:00:00Z,mailchimp,email,weekly_newsletter,Email,7,8,9,4,44.44,27,0,0.0
2025-08-11T00:00:00Z,google,organic,(not set),Organic Search,144,181,197,124,62.94,972,6,217.95
2025-08-11T00:00:00Z,(direct),(none),(not set),Direct,76,80,108,53,49.07,469,4,166.96
2025-08-11T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,66,69,32,46.38,247,3,115.08
2025-08-11T00:00:00Z,facebook,social,(not set),Organic Social,34,38,42,19,45.24,191,1,33.03
2025-08-11T00:00:00Z,partner-blog.com,referral,(not set),Referral,20,21,24,13,54.17,72,0,0.0
2025-08-11T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,11,13,5,38.46,48,0,0.0
2025-08-12T00:00:00Z,google,organic,(not set),Organic Search,140,159,212,135,63.68,1014,9,439.2
2025-08-12T00:00:00Z,(direct),(none),(not set),Direct,103,107,131,81,61.83,493,6,330.84
2025-08-12T00:00:00Z,google,cpc,brand_awareness,Paid Search,53,65,95,47,49.47,287,2,107.35
2025-08-12T00:00:00Z,facebook,social,(not set),Organic Social,33,38,48,22,45.83,224,2,81.39
2025-08-12T00:00:00Z,partner-blog.com,referral,(not set),Referral,21,22,30,18,60.0,115,1,30.83
2025-08-12T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,13,13,7,53.85,63,0,0.0
2025-08-13T00:00:00Z,google,organic,(not set),Organic Search,138,146,167,87,52.1,703,7,303.81
2025-08-13T00:00:00Z,(direct),(none),(not set),Direct,95,111,155,86,55.48,630,4,230.74
2025-08-13T00:00:00Z,google,cpc,brand_awareness,Paid Search,53,67,80,49,61.25,283,2,110.3
2025-08-13T00:00:00Z,facebook,social,(not set),Organic Social,40,50,52,31,59.62,186,2,87.01
2025-08-13T00:00:00Z,partner-blog.com,referral,(not set),Referral,20,24,26,12,46.15,79,0,0.0
2025-08-13T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,13,8,61.54,52,0,0.0
2025-08-14T00:00:00Z,google,organic,(not set),Organic Search,149,179,257,150,58.37,1163,12,403.67
2025-08-14T00:00:00Z,(direct),(none),(not set),Direct,78,98,114,59,51.75,500,4,185.27
2025-08-14T00:00:00Z,google,cpc,brand_awareness,Paid Search,43,50,65,30,46.15,223,1,58.91
2025-08-14T00:00:00Z,facebook,social,(not set),Organic Social,30,32,32,15,46.88,124,1,35.53
2025-08-14T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,26,31,18,58.06,119,0,0.0
2025-08-14T00:00:00Z,mailchimp,email,weekly_newsletter,Email,8,9,10,6,60.0,49,0,0.0
2025-08-15T00:00:00Z,google,organic,(not set),Organic Search,168,199,216,98,45.37,696,9,493.24
2025-08-15T00:00:00Z,(direct),(none),(not set),Direct,98,104,119,64,53.78,406,2,79.53
2025-08-15T00:00:00Z,google,cpc,brand_awareness,Paid Search,62,68,82,43,52.44,376,3,175.85
2025-08-15T00:00:00Z,facebook,social,(not set),Organic Social,45,46,62,33,53.23,252,2,61.95
2025-08-15T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,40,49,22,44.9,195,1,52.33
2025-08-15T00:00:00Z,mailchimp,email,weekly_newsletter,Email,11,12,14,8,57.14,54,0,0.0
2025-08-16T00:00:00Z,google,organic,(not set),Organic Search,99,114,166,77,46.39,743,3,133.89
2025-08-16T00:00:00Z,(direct),(none),(not set),Direct,84,91,115,61,53.04,379,4,177.81
2025-08-16T00:00:00Z,google,cpc,brand_awareness,Paid Search,53,68,99,61,61.62,422,3,169.81
2025-08-16T00:00:00Z,facebook,social,(not set),Organic Social,32,38,45,22,48.89,170,2,112.55
2025-08-16T00:00:00Z,partner-blog.com,referral,(not set),Referral,22,22,25,11,44.0,95,1,31.58
2025-08-16T00:00:00Z,mailchimp,email,weekly_newsletter,Email,8,8,8,3,37.5,39,0,0.0
2025-08-17T00:00:00Z,google,organic,(not set),Organic Search,134,149,155,97,62.58,654,3,115.33
2025-08-17T00:00:00Z,(direct),(none),(not set),Direct,88,92,103,60,58.25,390,2,111.05
2025-08-17T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,57,68,42,61.76,327,2,119.13
2025-08-17T00:00:00Z,facebook,social,(not set),Organic Social,34,43,63,39,61.9,243,1,55.7
2025-08-17T00:00:00Z,partner-blog.com,referral,(not set),Referral,22,24,24,12,50.0,102,1,44.57
2025-08-17T00:00:00Z,mailchimp,email,weekly_newsletter,Email,9,9,13,6,46.15,39,0,0.0
2025-08-18T00:00:00Z,google,organic,(not set),Organic Search,215,268,310,161,51.94,1410,6,270.31
2025-08-18T00:00:00Z,(direct),(none),(not set),Direct,145,147,156,100,64.1,737,5,277.86
2025-08-18T00:00:00Z,google,cpc,brand_awareness,Paid Search,73,74,74,46,62.16,332,2,62.29
2025-08-18T00:00:00Z,facebook,social,(not set),Organic Social,51,66,77,43,55.84,258,2,81.76
2025-08-18T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,29,30,16,53.33,128,0,0.0
2025-08-18T00:00:00Z,mailchimp,email,weekly_newsletter,Email,14,16,16,9,56.25,75,0,0.0
2025-08-19T00:00:00Z,google,organic,(not set),Organic Search,168,183,268,122,45.52,1074,11,461.23
2025-08-19T00:00:00Z,(direct),(none),(not set),Direct,110,124,139,66,47.48,621,4,122.56
2025-08-19T00:00:00Z,google,cpc,brand_awareness,Paid Search,65,70,99,45,45.45,466,2,108.3
2025-08-19T00:00:00Z,facebook,social,(not set),Organic Social,46,52,55,29,52.73,258,1,52.31
2025-08-19T00:00:00Z,partner-blog.com,referral,(not set),Referral,37,45,49,31,63.27,239,1,37.97
2025-08-19T00:00:00Z,mailchimp,email,weekly_newsletter,Email,14,17,25,12,48.0,113,1,55.12
2025-08-20T00:00:00Z,google,organic,(not set),Organic Search,179,222,296,144,48.65,914,12,644.12
2025-08-20T00:00:00Z,(direct),(none),(not set),Direct,111,135,136,69,50.74,677,4,138.58
2025-08-20T00:00:00Z,google,cpc,brand_awareness,Paid Search,52,62,86,40,46.51,335,3,92.78
2025-08-20T00:00:00Z,facebook,social,(not set),Organic Social,33,34,44,26,59.09,165,1,45.91
2025-08-20T00:00:00Z,partner-blog.com,referral,(not set),Referral,24,29,38,20,52.63,128,1,48.7
2025-08-20T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,17,8,47.06,52,0,0.0
2025-08-21T00:00:00Z,google,organic,(not set),Organic Search,185,186,272,161,59.19,1318,9,357.56
2025-08-21T00:00:00Z,(direct),(none),(not set),Direct,111,136,174,98,56.32,670,6,237.58
2025-08-21T00:00:00Z,google,cpc,brand_awareness,Paid Search,64,78,105,59,56.19,353,4,149.63
2025-08-21T00:00:00Z,facebook,social,(not set),Organic Social,48,54,72,35,48.61,274,3,159.7
2025-08-21T00:00:00Z,partner-blog.com,referral,(not set),Referral,35,43,54,28,51.85,200,2,103.48
2025-08-21T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,14,19,11,57.89,69,0,0.0
2025-08-22T00:00:00Z,google,organic,(not set),Organic Search,152,194,264,162,61.36,1261,11,487.97
2025-08-22T00:00:00Z,(direct),(none),(not set),Direct,86,93,101,53,52.48,353,2,90.28
2025-08-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,63,65,77,47,61.04,270,1,53.41
2025-08-22T00:00:00Z,facebook,social,(not set),Organic Social,40,42,43,23,53.49,140,1,51.06
2025-08-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,28,34,16,47.06,134,0,0.0
2025-08-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,13,7,53.85,64,0,0.0
2025-08-23T00:00:00Z,google,organic,(not set),Organic Search,149,158,220,141,64.09,1024,8,441.3
2025-08-23T00:00:00Z,(direct),(none),(not set),Direct,78,79,109,60,55.05,391,2,77.11
2025-08-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,42,42,56,30,53.57,273,2,77.88
2025-08-23T00:00:00Z,facebook,social,(not set),Organic Social,39,50,63,32,50.79,203,2,108.19
2025-08-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,21,24,27,13,48.15,109,0,0.0
2025-08-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,14,7,50.0,59,0,0.0
2025-08-24T00:00:00Z,google,organic,(not set),Organic Search,112,113,113,71,62.83,369,3,95.32
2025-08-24T00:00:00Z,(direct),(none),(not set),Direct,79,88,96,56,58.33,432,2,119.22
2025-08-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,58,73,103,60,58.25,453,3,106.49
2025-08-24T00:00:00Z,facebook,social,(not set),Organic Social,38,45,50,28,56.0,233,2,100.72
2025-08-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,22,24,32,17,53.12,123,0,0.0
2025-08-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,8,9,11,6,54.55,53,0,0.0
2025-08-25T00:00:00Z,google,organic,(not set),Organic Search,227,262,307,147,47.88,1530,12,461.68
2025-08-25T00:00:00Z,(direct),(none),(not set),Direct,122,144,177,107,60.45,599,5,217.5
2025-08-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,77,82,87,41,47.13,400,2,90.56
2025-08-25T00:00:00Z,facebook,social,(not set),Organic Social,50,60,75,41,54.67,303,2,66.3
2025-08-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,33,35,51,26,50.98,166,2,88.75
2025-08-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,13,14,8,57.14,60,0,0.0
2025-08-26T00:00:00Z,google,organic,(not set),Organic Search,137,161,187,117,62.57,763,4,166.34
2025-08-26T00:00:00Z,(direct),(none),(not set),Direct,101,120,124,67,54.03,403,3,132.35
2025-08-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,69,72,75,38,50.67,295,3,176.55
2025-08-26T00:00:00Z,facebook,social,(not set),Organic Social,48,50,64,29,45.31,194,3,100.76
2025-08-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,24,24,35,19,54.29,115,0,0.0
2025-08-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,14,18,8,44.44,58,0,0.0
2025-08-27T00:00:00Z,google,organic,(not set),Organic Search,183,230,277,129,46.57,1302,9,507.19
2025-08-27T00:00:00Z,(direct),(none),(not set),Direct,103,109,156,90,57.69,656,5,215.06
2025-08-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,58,71,101,45,44.55,363,2,114.86
2025-08-27T00:00:00Z,facebook,social,(not set),Organic Social,42,49,54,28,51.85,247,2,61.0
2025-08-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,28,32,37,17,45.95,161,1,35.08
2025-08-27T00:00:00Z,mailchimp,email,weekly_newsletter,Email,12,12,16,9,56.25,79,0,0.0
2025-08-28T00:00:00Z,google,organic,(not set),Organic Search,167,211,267,165,61.8,884,10,383.65
2025-08-28T00:00:00Z,(direct),(none),(not set),Direct,104,114,129,64,49.61,401,4,239.37
2025-08-28T00:00:00Z,google,cpc,brand_awareness,Paid Search,79,95,133,73,54.89,604,6,281.26
2025-08-28T00:00:00Z,facebook,social,(not set),Organic Social,48,53,55,30,54.55,262,1,34.98
2025-08-28T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,31,45,26,57.78,157,1,44.1
2025-08-28T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,10,11,6,54.55,36,0,0.0
2025-08-29T00:00:00Z,google,organic,(not set),Organic Search,160,162,232,114,49.14,859,6,272.87
2025-08-29T00:00:00Z,(direct),(none),(not set),Direct,94,108,142,82,57.75,687,5,294.39
2025-08-29T00:00:00Z,google,cpc,brand_awareness,Paid Search,76,77,108,63,58.33,424,4,214.27
2025-08-29T00:00:00Z,facebook,social,(not set),Organic Social,55,68,98,54,55.1,300,3,90.36
2025-08-29T00:00:00Z,partner-blog.com,referral,(not set),Referral,32,36,51,24,47.06,253,1,46.1
2025-08-29T00:00:00Z,mailchimp,email,weekly_newsletter,Email,15,19,19,10,52.63,93,0,0.0
2025-08-30T00:00:00Z,google,organic,(not set),Organic Search,129,133,164,77,46.95,623,6,291.8
2025-08-30T00:00:00Z,(direct),(none),(not set),Direct,102,112,132,77,58.33,514,4,166.73
2025-08-30T00:00:00Z,google,cpc,brand_awareness,Paid Search,44,49,60,34,56.67,201,2,78.49
2025-08-30T00:00:00Z,facebook,social,(not set),Organic Social,39,48,66,41,62.12,270,2,66.07
2025-08-30T00:00:00Z,partner-blog.com,referral,(not set),Referral,25,29,35,22,62.86,105,1,35.69
2025-08-30T00:00:00Z,mailchimp,email,weekly_newsletter,Email,8,8,8,4,50.0,36,0,0.0
2025-08-31T00:00:00Z,google,organic,(not set),Organic Search,112,117,149,90,60.4,617,6,267.37
2025-08-31T00:00:00Z,(direct),(none),(not set),Direct,89,105,153,88,57.52,590,4,228.55
2025-08-31T00:00:00Z,google,cpc,brand_awareness,Paid Search,48,61,69,36,52.17,219,2,76.0
2025-08-31T00:00:00Z,facebook,social,(not set),Organic Social,30,31,41,24,58.54,184,1,47.79
2025-08-31T00:00:00Z,partner-blog.com,referral,(not set),Referral,17,17,20,10,50.0,90,0,0.0
2025-08-31T00:00:00Z,mailchimp,email,weekly_newsletter,Email,10,12,14,7,50.0,60,0,0.0
2025-09-01T00:00:00Z,google,organic,(not set),Organic Search,196,254,366,218,59.56,1809,10,486.59
2025-09-01T00:00:00Z,(direct),(none),(not set),Direct,110,136,201,118,58.71,750,4,167.65
2025-09-01T00:00:00Z,google,cpc,brand_awareness,Paid Search,55,59,78,43,55.13,367,3,146.13
2025-09-01T00:00:00Z,facebook,social,(not set),Organic Social,39,44,59,26,44.07,201,1,46.51
2025-09-01T00:00:00Z,partner-blog.com,referral,(not set),Referral,29,30,43,23,53.49,178,1,47.54
2025-09-01T00:00:00Z,mailchimp,email,weekly_newsletter,Email,15,15,16,8,50.0,69,0,0.0
2025-09-02T00:00:00Z,google,organic,(not set),Organic Search,243,308,312,183,58.65,972,14,580.75
2025-09-02T00:00:00Z,(direct),(none),(not set),Direct,153,160,170,83,48.82,525,5,288.78
2025-09-02T00:00:00Z,google,cpc,brand_awareness,Paid Search,78,91,121,59,48.76,573,3,153.11
2025-09-02T00:00:00Z,facebook,social,(not set),Organic Social,48,59,75,42,56.0,360,3,96.81
2025-09-02T00:00:00Z,partner-blog.com,referral,(not set),Referral,31,37,43,27,62.79,190,1,46.61
2025-09-02T00:00:00Z,mailchimp,email,weekly_newsletter,Email,17,17,19,10,52.63,78,0,0.0
2025-09-03T00:00:00Z,google,organic,(not set),Organic Search,223,241,333,172,51.65,1359,8,293.86
2025-09-03T00:00:00Z,(direct),(none),(not set),Direct,144,175,211,102,48.34,700,9,481.89
2025-09-03T00:00:00Z,google,cpc,brand_awareness,Paid Search,88,109,144,84,58.33,625,3,174.72
2025-09-03T00:00:00Z,facebook,social,(not set),Organic Social,46,52,73,39,53.42,292,3,173.84
2025-09-03T00:00:00Z,partner-blog.com,referral,(not set),Referral,38,46,64,35,54.69,269,2,96.31
2025-09-03T00:00:00Z,mailchimp,email,weekly_newsletter,Email,14,15,15,7,46.67,65,0,0.0
2025-09-04T00:00:00Z,google,organic,(not set),Organic Search,129,147,199,91,45.73,785,8,240.84
2025-09-04T00:00:00Z,(direct),(none),(not set),Direct,100,128,131,75,57.25,618,5,260.26
