date,session_source,session_medium,session_campaign,session_channel_group,sessions,total_users,new_users,page_views,bounce_rate,engagement_rate,engaged_sessions,avg_session_duration,event_count,conversions,total_revenue
2025-07-22T00:00:00Z,google,organic,(not set),Organic Search,479,406,122,1844,50.43,51.21,261,136.6,2513,15,853.28
2025-07-22T00:00:00Z,(direct),(none),(not set),Direct,329,251,93,964,51.71,47.56,212,174.4,1124,13,772.03
2025-07-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,197,175,80,660,43.76,55.95,125,176.5,1073,5,220.1
2025-07-22T00:00:00Z,facebook,social,(not set),Organic Social,120,93,42,321,38.17,60.29,74,116.8,572,4,170.88
2025-07-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,88,73,34,283,41.29,57.09,46,116.2,495,2,81.38
2025-07-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,36,31,14,92,38.17,62.58,20,142.0,141,1,45.12
2025-07-23T00:00:00Z,google,organic,(not set),Organic Search,492,392,145,1731,50.34,50.64,267,136.9,2464,20,887.37
2025-07-23T00:00:00Z,(direct),(none),(not set),Direct,330,265,93,872,40.51,60.66,196,124.1,1292,9,480.92
2025-07-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,184,141,59,689,49.05,50.3,100,170.6,1093,7,413.94
2025-07-23T00:00:00Z,facebook,social,(not set),Organic Social,143,127,44,360,39.66,59.05,92,141.7,689,4,165.37
2025-07-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,103,78,28,388,43.88,56.39,58,103.9,372,4,134.16
2025-07-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,28,8,107,42.43,59.44,19,100.0,138,1,39.9
2025-07-24T00:00:00Z,google,organic,(not set),Organic Search,509,390,145,1404,40.54,59.82,297,117.0,1774,20,959.94
2025-07-24T00:00:00Z,(direct),(none),(not set),Direct,287,219,92,751,43.14,56.02,181,99.9,1047,10,410.72
2025-07-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,216,163,51,839,46.81,54.11,118,171.4,717,8,433.24
2025-07-24T00:00:00Z,facebook,social,(not set),Organic Social,137,118,42,505,39.92,60.38,83,119.9,796,5,168.51
2025-07-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,102,89,33,341,49.4,50.44,57,137.9,512,3,164.06
2025-07-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,29,13,128,42.12,58.4,22,153.5,136,1,34.32
2025-07-25T00:00:00Z,google,organic,(not set),Organic Search,450,379,169,1598,44.47,55.01,284,136.7,1905,16,518.23
2025-07-25T00:00:00Z,(direct),(none),(not set),Direct,293,232,95,882,39.11,60.49,157,142.6,1068,10,333.91
2025-07-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,190,156,49,566,48.19,51.49,101,194.3,802,7,356.12
2025-07-25T00:00:00Z,facebook,social,(not set),Organic Social,157,132,44,435,50.1,50.12,97,146.9,915,5,206.85
2025-07-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,85,73,23,305,41.96,59.6,53,168.4,274,2,72.27
2025-07-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,38,31,10,128,50.66,48.73,24,147.3,130,1,55.75
2025-07-26T00:00:00Z,google,organic,(not set),Organic Search,387,347,113,1116,47.54,52.19,245,172.4,1360,11,377.03
2025-07-26T00:00:00Z,(direct),(none),(not set),Direct,233,185,63,798,44.33,57.24,119,107.6,734,8,256.07
2025-07-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,152,134,47,605,48.78,49.59,83,172.0,671,4,136.09
2025-07-26T00:00:00Z,facebook,social,(not set),Organic Social,102,80,32,285,42.67,56.69,60,117.8,422,4,215.3
2025-07-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,68,58,26,223,51.39,49.2,36,160.4,268,2,71.91
2025-07-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,31,27,12,103,50.06,48.19,16,199.0,140,0,0.0
2025-07-27T00:00:00Z,google,organic,(not set),Organic Search,354,285,120,1371,46.91,52.09,216,130.2,1331,12,378.85
2025-07-27T00:00:00Z,(direct),(none),(not set),Direct,243,189,73,875,43.24,55.33,133,102.9,779,10,381.57
2025-07-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,130,102,49,331,38.19,62.0,76,191.6,509,3,177.08
2025-07-27T00:00:00Z,facebook,social,(not set),Organic Social,94,72,27,338,50.85,47.39,59,194.2,383,3,172.47
2025-07-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,71,57,23,274,38.79,62.98,42,186.6,370,2,109.64
2025-07-27T00:00:00Z,mailchimp,email,weekly_newsletter,Email,25,21,10,64,50.93,50.42,14,115.0,143,0,0.0
2025-07-28T00:00:00Z,google,organic,(not set),Organic Search,537,463,220,1479,42.66,57.28,348,150.3,2452,18,1026.81
2025-07-28T00:00:00Z,(direct),(none),(not set),Direct,353,272,85,1353,49.17,52.04,226,183.3,1880,14,463.22
2025-07-28T00:00:00Z,google,cpc,brand_awareness,Paid Search,190,153,64,663,42.37,56.46,104,169.9,841,5,237.57
2025-07-28T00:00:00Z,facebook,social,(not set),Organic Social,133,116,50,469,48.66,49.92,71,146.1,587,4,150.85
2025-07-28T00:00:00Z,partner-blog.com,referral,(not set),Referral,88,71,22,338,39.67,61.26,52,157.5,275,3,168.54
2025-07-28T00:00:00Z,mailchimp,email,weekly_newsletter,Email,40,33,10,125,48.98,52.74,20,168.7,210,1,54.44
2025-07-29T00:00:00Z,google,organic,(not set),Organic Search,453,360,157,1167,40.93,57.74,235,173.5,1824,17,784.83
2025-07-29T00:00:00Z,(direct),(none),(not set),Direct,358,306,140,1134,47.99,50.64,231,125.2,1735,10,334.54
2025-07-29T00:00:00Z,google,cpc,brand_awareness,Paid Search,182,137,49,562,48.65,51.53,92,179.8,930,5,268.61
2025-07-29T00:00:00Z,facebook,social,(not set),Organic Social,132,101,32,467,39.0,60.89,83,132.4,721,4,130.01
2025-07-29T00:00:00Z,partner-blog.com,referral,(not set),Referral,82,71,24,308,39.68,60.14,41,149.0,395,2,75.31
2025-07-29T00:00:00Z,mailchimp,email,weekly_newsletter,Email,39,34,10,148,48.83,49.32,23,96.7,162,1,44.57
2025-07-30T00:00:00Z,google,organic,(not set),Organic Search,532,469,162,2082,41.77,57.99,268,105.3,2345,16,835.78
2025-07-30T00:00:00Z,(direct),(none),(not set),Direct,330,270,132,924,43.93,55.33,196,169.7,1465,12,472.42
2025-07-30T00:00:00Z,google,cpc,brand_awareness,Paid Search,182,161,59,655,39.75,60.02,107,117.2,1000,6,257.13
2025-07-30T00:00:00Z,facebook,social,(not set),Organic Social,124,99,33,395,42.46,58.8,64,119.1,415,4,145.21
2025-07-30T00:00:00Z,partner-blog.com,referral,(not set),Referral,86,64,29,220,46.36,52.65,46,160.1,402,2,113.54
2025-07-30T00:00:00Z,mailchimp,email,weekly_newsletter,Email,41,32,13,158,51.35,48.82,23,196.5,209,1,41.46
2025-07-31T00:00:00Z,google,organic,(not set),Organic Search,499,408,168,1253,45.12,54.59,317,94.3,2502,15,744.34
2025-07-31T00:00:00Z,(direct),(none),(not set),Direct,326,260,124,886,50.25,48.78,207,167.9,1296,10,390.2
2025-07-31T00:00:00Z,google,cpc,brand_awareness,Paid Search,174,139,41,530,45.23,54.28,109,159.3,995,5,281.35
2025-07-31T00:00:00Z,facebook,social,(not set),Organic Social,124,107,45,341,50.77,50.42,68,174.9,593,4,205.76
2025-07-31T00:00:00Z,partner-blog.com,referral,(not set),Referral,74,57,18,199,49.91,48.57,44,176.6,300,2,105.3
2025-07-31T00:00:00Z,mailchimp,email,weekly_newsletter,Email,32,24,7,123,43.74,55.67,18,179.9,185,1,32.03
2025-08-01T00:00:00Z,google,organic,(not set),Organic Search,476,413,170,1348,49.9,49.58,248,115.3,1751,19,591.68
2025-08-01T00:00:00Z,(direct),(none),(not set),Direct,283,222,74,959,44.31,56.25,178,111.9,864,10,412.56
2025-08-01T00:00:00Z,google,cpc,brand_awareness,Paid Search,154,131,65,424,49.79,49.24,83,186.3,557,5,264.82
2025-08-01T00:00:00Z,facebook,social,(not set),Organic Social,117,99,33,371,41.88,56.6,66,138.3,605,4,224.1
2025-08-01T00:00:00Z,partner-blog.com,referral,(not set),Referral,80,69,33,272,47.02,52.44,48,181.1,273,2,102.67
2025-08-01T00:00:00Z,mailchimp,email,weekly_newsletter,Email,32,27,10,112,47.38,53.99,20,124.4,111,1,36.58
2025-08-02T00:00:00Z,google,organic,(not set),Organic Search,317,265,97,840,43.59,56.84,196,93.1,963,10,581.62
2025-08-02T00:00:00Z,(direct),(none),(not set),Direct,204,173,79,561,50.9,49.49,119,126.4,663,7,312.07
2025-08-02T00:00:00Z,google,cpc,brand_awareness,Paid Search,126,97,42,437,48.65,53.24,79,195.4,469,4,184.67
2025-08-02T00:00:00Z,facebook,social,(not set),Organic Social,91,71,26,303,50.86,50.2,58,184.5,412,2,119.01
2025-08-02T00:00:00Z,partner-blog.com,referral,(not set),Referral,48,38,14,151,45.81,55.04,25,99.8,178,1,35.54
2025-08-02T00:00:00Z,mailchimp,email,weekly_newsletter,Email,26,23,9,68,39.33,61.51,16,108.7,112,0,0.0
2025-08-03T00:00:00Z,google,organic,(not set),Organic Search,330,247,112,882,39.12,62.72,205,196.1,1073,12,473.98
2025-08-03T00:00:00Z,(direct),(none),(not set),Direct,198,157,50,603,39.93,58.66,119,145.5,870,6,181.57
2025-08-03T00:00:00Z,google,cpc,brand_awareness,Paid Search,110,98,43,294,43.15,54.96,67,192.2,373,4,231.85
2025-08-03T00:00:00Z,facebook,social,(not set),Organic Social,78,66,28,238,46.98,51.33,42,172.6,290,2,82.77
2025-08-03T00:00:00Z,partner-blog.com,referral,(not set),Referral,63,56,17,215,44.41,54.69,38,130.6,339,2,113.79
2025-08-03T00:00:00Z,mailchimp,email,weekly_newsletter,Email,22,16,7,82,50.03,49.45,11,165.0,73,0,0.0
2025-08-04T00:00:00Z,google,organic,(not set),Organic Search,445,352,165,1325,38.37,61.11,274,159.4,1891,16,744.7
2025-08-04T00:00:00Z,(direct),(none),(not set),Direct,239,208,91,744,41.86,58.91,128,166.6,1101,9,420.52
2025-08-04T00:00:00Z,google,cpc,brand_awareness,Paid Search,158,132,53,466,42.44,59.31,97,194.5,912,6,278.6
2025-08-04T00:00:00Z,facebook,social,(not set),Organic Social,113,92,38,437,45.07,53.14,69,131.8,602,3,149.1
2025-08-04T00:00:00Z,partner-blog.com,referral,(not set),Referral,70,61,26,238,51.18,47.33,42,99.6,238,2,111.23
2025-08-04T00:00:00Z,mailchimp,email,weekly_newsletter,Email,31,23,11,102,49.54,51.59,18,145.7,157,1,53.8
2025-08-05T00:00:00Z,google,organic,(not set),Organic Search,419,343,104,1568,38.78,60.97,225,139.0,2158,12,466.71
2025-08-05T00:00:00Z,(direct),(none),(not set),Direct,272,209,77,743,46.66,53.67,166,190.2,1079,10,387.33
2025-08-05T00:00:00Z,google,cpc,brand_awareness,Paid Search,169,146,52,436,40.41,57.67,105,102.5,639,6,195.27
2025-08-05T00:00:00Z,facebook,social,(not set),Organic Social,110,87,43,341,40.62,58.18,69,130.5,657,3,175.55
2025-08-05T00:00:00Z,partner-blog.com,referral,(not set),Referral,75,66,27,274,50.75,48.46,46,146.3,335,2,107.99
2025-08-05T00:00:00Z,mailchimp,email,weekly_newsletter,Email,28,21,10,82,39.58,60.08,17,116.5,150,0,0.0
2025-08-06T00:00:00Z,google,organic,(not set),Organic Search,540,441,218,1715,42.98,56.46,349,168.6,3221,18,835.71
2025-08-06T00:00:00Z,(direct),(none),(not set),Direct,294,234,77,1172,40.48,57.88,180,143.0,1756,11,430.42
2025-08-06T00:00:00Z,google,cpc,brand_awareness,Paid Search,156,134,61,541,39.19,59.65,92,177.3,599,4,147.25
2025-08-06T00:00:00Z,facebook,social,(not set),Organic Social,117,101,31,301,46.6,52.15,69,176.9,466,4,209.81
2025-08-06T00:00:00Z,partner-blog.com,referral,(not set),Referral,87,74,36,329,46.95,52.47,45,115.7,273,2,88.83
2025-08-06T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,28,9,119,43.43,57.59,21,104.4,185,1,33.23
2025-08-07T00:00:00Z,google,organic,(not set),Organic Search,472,361,111,1668,40.23,60.09,268,119.4,2373,17,939.07
2025-08-07T00:00:00Z,(direct),(none),(not set),Direct,291,258,116,1033,43.68,57.1,171,183.9,1446,9,538.23
2025-08-07T00:00:00Z,google,cpc,brand_awareness,Paid Search,164,131,40,456,47.82,53.02,97,103.6,693,4,184.85
2025-08-07T00:00:00Z,facebook,social,(not set),Organic Social,115,101,35,438,41.61,57.01,70,108.6,500,4,199.01
2025-08-07T00:00:00Z,partner-blog.com,referral,(not set),Referral,67,50,21,264,46.07,55.28,39,196.3,239,1,47.99
2025-08-07T00:00:00Z,mailchimp,email,weekly_newsletter,Email,39,32,13,136,48.5,52.52,23,192.4,220,1,59.56
2025-08-08T00:00:00Z,google,organic,(not set),Organic Search,445,388,185,1289,42.58,56.76,283,188.3,1911,14,773.73
2025-08-08T00:00:00Z,(direct),(none),(not set),Direct,284,222,66,885,41.11,58.07,164,98.5,1598,9,448.79
2025-08-08T00:00:00Z,google,cpc,brand_awareness,Paid Search,177,158,71,642,49.41,51.87,108,102.5,653,5,208.63
2025-08-08T00:00:00Z,facebook,social,(not set),Organic Social,120,105,50,390,45.04,55.95,72,128.5,411,4,214.89
2025-08-08T00:00:00Z,partner-blog.com,referral,(not set),Referral,82,62,27,288,47.28,51.54,43,108.2,309,2,114.26
2025-08-08T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,30,14,120,45.75,53.57,21,147.6,179,1,51.55
2025-08-09T00:00:00Z,google,organic,(not set),Organic Search,354,280,92,1112,44.88,55.63,185,97.4,1153,13,618.41
2025-08-09T00:00:00Z,(direct),(none),(not set),Direct,201,158,68,584,41.5,57.6,124,126.0,656,8,262.32
2025-08-09T00:00:00Z,google,cpc,brand_awareness,Paid Search,127,97,45,443,51.47,49.65,73,179.5,585,4,156.47
2025-08-09T00:00:00Z,facebook,social,(not set),Organic Social,75,63,23,286,42.96,58.24,46,174.6,357,2,87.62
2025-08-09T00:00:00Z,partner-blog.com,referral,(not set),Referral,57,47,20,158,41.79,58.37,31,158.3,186,2,107.11
2025-08-09T00:00:00Z,mailchimp,email,weekly_newsletter,Email,21,17,7,78,49.18,52.44,11,131.6,93,0,0.0
2025-08-10T00:00:00Z,google,organic,(not set),Organic Search,360,291,138,1136,38.39,59.74,201,146.4,1401,14,740.59
2025-08-10T00:00:00Z,(direct),(none),(not set),Direct,215,174,72,564,49.31,51.15,139,120.5,1124,8,282.01
2025-08-10T00:00:00Z,google,cpc,brand_awareness,Paid Search,130,116,36,443,42.96,56.97,79,143.3,599,4,125.87
2025-08-10T00:00:00Z,facebook,social,(not set),Organic Social,89,74,29,329,38.45,59.65,45,156.1,471,2,74.92
2025-08-10T00:00:00Z,partner-blog.com,referral,(not set),Referral,61,46,19,235,44.24,55.98,34,109.1,200,1,44.43
2025-08-10T00:00:00Z,mailchimp,email,weekly_newsletter,Email,24,21,7,85,49.33,49.02,13,164.7,114,0,0.0
2025-08-11T00:00:00Z,google,organic,(not set),Organic Search,349,262,119,1003,44.81,56.99,210,91.0,2065,13,628.33
2025-08-11T00:00:00Z,(direct),(none),(not set),Direct,309,249,76,788,41.63,58.77,165,121.9,1155,11,344.43
2025-08-11T00:00:00Z,google,cpc,brand_awareness,Paid Search,171,131,55,459,40.55,57.71,108,177.6,633,6,342.02
2025-08-11T00:00:00Z,facebook,social,(not set),Organic Social,103,84,36,317,40.75,58.38,52,103.4,602,3,124.27
2025-08-11T00:00:00Z,partner-blog.com,referral,(not set),Referral,75,57,17,205,50.5,47.85,42,95.2,261,2,74.09
2025-08-11T00:00:00Z,mailchimp,email,weekly_newsletter,Email,40,35,11,107,47.78,51.52,22,195.1,168,1,50.54
2025-08-12T00:00:00Z,google,organic,(not set),Organic Search,452,353,165,1773,48.15,51.63,293,121.8,1756,17,846.26
2025-08-12T00:00:00Z,(direct),(none),(not set),Direct,250,221,70,952,41.58,58.55,125,136.2,1216,9,339.5
2025-08-12T00:00:00Z,google,cpc,brand_awareness,Paid Search,171,131,40,645,40.89,58.19,107,192.2,557,7,252.85
2025-08-12T00:00:00Z,facebook,social,(not set),Organic Social,123,101,41,472,45.84,53.13,66,123.4,410,4,176.72
2025-08-12T00:00:00Z,partner-blog.com,referral,(not set),Referral,79,64,29,217,39.55,62.34,47,109.7,248,2,103.38
2025-08-12T00:00:00Z,mailchimp,email,weekly_newsletter,Email,32,27,8,127,39.06,62.9,17,177.9,125,1,32.06
2025-08-13T00:00:00Z,google,organic,(not set),Organic Search,537,465,174,1487,47.03,54.55,273,95.4,2064,22,1230.94
2025-08-13T00:00:00Z,(direct),(none),(not set),Direct,257,221,86,669,38.46,62.96,134,116.0,975,8,375.9
2025-08-13T00:00:00Z,google,cpc,brand_awareness,Paid Search,165,127,56,532,49.72,49.15,98,186.5,811,5,251.14
2025-08-13T00:00:00Z,facebook,social,(not set),Organic Social,125,108,38,492,41.27,59.94,74,125.7,673,3,159.19
2025-08-13T00:00:00Z,partner-blog.com,referral,(not set),Referral,73,59,22,283,41.98,56.38,41,187.6,228,2,60.27
2025-08-13T00:00:00Z,mailchimp,email,weekly_newsletter,Email,28,21,9,83,46.43,55.18,18,188.5,110,0,0.0
2025-08-14T00:00:00Z,google,organic,(not set),Organic Search,463,415,168,1725,41.86,57.36,242,131.3,2153,13,449.06
2025-08-14T00:00:00Z,(direct),(none),(not set),Direct,348,273,84,1217,48.61,53.08,174,183.2,1504,10,433.76
2025-08-14T00:00:00Z,google,cpc,brand_awareness,Paid Search,177,133,44,519,49.89,49.27,112,192.3,789,5,271.86
2025-08-14T00:00:00Z,facebook,social,(not set),Organic Social,104,90,35,301,50.62,47.5,62,120.3,402,2,71.89
2025-08-14T00:00:00Z,partner-blog.com,referral,(not set),Referral,77,68,30,281,47.13,53.38,45,140.0,249,2,92.37
2025-08-14T00:00:00Z,mailchimp,email,weekly_newsletter,Email,34,25,11,123,41.68,59.31,17,130.3,193,1,32.04
2025-08-15T00:00:00Z,google,organic,(not set),Organic Search,505,408,144,1450,48.74,51.25,321,196.9,1558,21,1158.65
2025-08-15T00:00:00Z,(direct),(none),(not set),Direct,359,315,145,1258,42.35,57.7,183,148.0,1216,10,440.37
2025-08-15T00:00:00Z,google,cpc,brand_awareness,Paid Search,194,167,80,528,41.12,58.88,118,109.0,1099,7,230.34
2025-08-15T00:00:00Z,facebook,social,(not set),Organic Social,155,137,55,424,51.87,50.0,87,109.2,853,5,285.76
2025-08-15T00:00:00Z,partner-blog.com,referral,(not set),Referral,99,84,35,369,41.68,58.17,57,167.2,468,3,159.46
2025-08-15T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,30,10,109,47.95,51.16,18,135.1,162,1,36.43
2025-08-16T00:00:00Z,google,organic,(not set),Organic Search,352,278,105,1191,42.26,57.6,181,129.3,1600,13,648.38
2025-08-16T00:00:00Z,(direct),(none),(not set),Direct,215,181,64,769,41.27,57.24,133,151.5,818,6,181.34
2025-08-16T00:00:00Z,google,cpc,brand_awareness,Paid Search,151,122,38,565,51.33,50.24,82,103.4,894,6,245.48
2025-08-16T00:00:00Z,facebook,social,(not set),Organic Social,93,74,34,282,40.24,58.38,59,130.8,531,3,90.07
2025-08-16T00:00:00Z,partner-blog.com,referral,(not set),Referral,69,58,28,188,47.77,53.81,41,122.3,284,2,64.46
2025-08-16T00:00:00Z,mailchimp,email,weekly_newsletter,Email,27,23,10,72,39.28,59.57,13,134.0,140,0,0.0
2025-08-17T00:00:00Z,google,organic,(not set),Organic Search,358,316,106,1300,43.43,55.73,213,183.8,1973,12,512.84
2025-08-17T00:00:00Z,(direct),(none),(not set),Direct,258,211,78,976,51.01,49.54,132,151.8,1464,9,510.43
2025-08-17T00:00:00Z,google,cpc,brand_awareness,Paid Search,143,124,46,471,43.42,55.45,90,103.1,503,4,222.47
2025-08-17T00:00:00Z,facebook,social,(not set),Organic Social,90,80,28,287,38.79,61.07,47,191.2,466,3,111.09
2025-08-17T00:00:00Z,partner-blog.com,referral,(not set),Referral,65,55,19,213,49.98,51.47,41,174.7,326,2,102.42
2025-08-17T00:00:00Z,mailchimp,email,weekly_newsletter,Email,31,24,9,103,51.06,50.14,17,175.5,100,1,59.35
2025-08-18T00:00:00Z,google,organic,(not set),Organic Search,511,430,166,1455,48.0,52.63,292,109.5,2405,19,1018.19
2025-08-18T00:00:00Z,(direct),(none),(not set),Direct,396,304,100,1298,50.14,49.22,234,191.9,1519,11,519.53
2025-08-18T00:00:00Z,google,cpc,brand_awareness,Paid Search,184,159,64,508,43.03,58.89,105,119.0,990,5,156.1
2025-08-18T00:00:00Z,facebook,social,(not set),Organic Social,147,116,55,405,50.83,47.75,95,193.9,571,4,140.08
2025-08-18T00:00:00Z,partner-blog.com,referral,(not set),Referral,93,81,28,279,50.37,50.4,56,153.2,328,3,133.44
2025-08-18T00:00:00Z,mailchimp,email,weekly_newsletter,Email,35,31,13,106,38.49,60.98,19,152.7,169,1,52.65
2025-08-19T00:00:00Z,google,organic,(not set),Organic Search,426,370,129,1088,51.43,50.43,273,157.0,1305,16,956.93
2025-08-19T00:00:00Z,(direct),(none),(not set),Direct,328,272,118,1057,42.33,56.51,170,184.5,1914,11,473.26
2025-08-19T00:00:00Z,google,cpc,brand_awareness,Paid Search,169,127,53,549,41.42,56.69,90,154.3,772,5,294.03
2025-08-19T00:00:00Z,facebook,social,(not set),Organic Social,129,104,34,408,39.82,61.86,77,178.4,460,5,270.42
2025-08-19T00:00:00Z,partner-blog.com,referral,(not set),Referral,98,80,27,334,42.05,56.61,52,170.3,311,3,104.19
2025-08-19T00:00:00Z,mailchimp,email,weekly_newsletter,Email,39,32,15,118,38.29,62.83,22,150.4,131,1,31.85
2025-08-20T00:00:00Z,google,organic,(not set),Organic Search,567,477,227,1887,46.18,53.71,353,185.2,2622,18,614.07
2025-08-20T00:00:00Z,(direct),(none),(not set),Direct,339,300,129,1293,47.14,54.82,210,177.0,1870,12,558.18
2025-08-20T00:00:00Z,google,cpc,brand_awareness,Paid Search,210,180,75,780,44.82,54.08,105,190.7,695,6,323.02
2025-08-20T00:00:00Z,facebook,social,(not set),Organic Social,140,120,53,390,50.1,49.35,89,105.4,744,4,213.51
2025-08-20T00:00:00Z,partner-blog.com,referral,(not set),Referral,89,73,31,288,48.15,50.12,52,192.0,487,3,108.32
2025-08-20T00:00:00Z,mailchimp,email,weekly_newsletter,Email,42,36,11,166,46.14,52.56,26,160.4,218,1,39.53
2025-08-21T00:00:00Z,google,organic,(not set),Organic Search,548,482,208,1854,39.09,59.83,344,151.1,2640,15,519.09
2025-08-21T00:00:00Z,(direct),(none),(not set),Direct,347,265,105,1306,46.45,53.64,189,110.4,2079,12,449.81
2025-08-21T00:00:00Z,google,cpc,brand_awareness,Paid Search,209,185,60,578,41.63,58.04,123,102.3,851,8,469.83
2025-08-21T00:00:00Z,facebook,social,(not set),Organic Social,135,105,51,500,48.02,52.37,87,103.1,739,5,158.78
2025-08-21T00:00:00Z,partner-blog.com,referral,(not set),Referral,98,75,29,375,43.25,55.42,50,107.9,525,3,127.34
2025-08-21T00:00:00Z,mailchimp,email,weekly_newsletter,Email,38,29,14,133,50.99,49.32,21,185.4,165,1,39.95
2025-08-22T00:00:00Z,google,organic,(not set),Organic Search,538,409,126,1773,44.29,57.5,281,146.2,2074,17,542.17
2025-08-22T00:00:00Z,(direct),(none),(not set),Direct,334,285,134,933,50.58,48.31,182,128.1,1938,10,566.94
2025-08-22T00:00:00Z,google,cpc,brand_awareness,Paid Search,183,160,54,728,47.02,54.63,100,183.3,654,6,253.88
2025-08-22T00:00:00Z,facebook,social,(not set),Organic Social,125,105,45,390,46.75,52.61,80,154.7,511,3,113.1
2025-08-22T00:00:00Z,partner-blog.com,referral,(not set),Referral,80,66,26,262,41.51,57.76,44,173.3,276,2,104.16
2025-08-22T00:00:00Z,mailchimp,email,weekly_newsletter,Email,47,40,16,173,43.46,57.44,28,123.6,277,1,48.14
2025-08-23T00:00:00Z,google,organic,(not set),Organic Search,406,313,116,1556,50.83,50.89,221,120.0,1708,13,506.15
2025-08-23T00:00:00Z,(direct),(none),(not set),Direct,204,170,80,621,45.62,55.81,103,144.4,920,6,282.47
2025-08-23T00:00:00Z,google,cpc,brand_awareness,Paid Search,140,108,40,522,38.23,60.21,83,114.2,562,5,275.07
2025-08-23T00:00:00Z,facebook,social,(not set),Organic Social,97,81,25,361,44.3,55.22,60,105.9,556,3,172.32
2025-08-23T00:00:00Z,partner-blog.com,referral,(not set),Referral,63,54,23,249,49.54,48.63,37,116.0,211,2,114.63
2025-08-23T00:00:00Z,mailchimp,email,weekly_newsletter,Email,29,22,8,110,39.67,61.77,16,179.8,112,0,0.0
2025-08-24T00:00:00Z,google,organic,(not set),Organic Search,331,296,135,1029,50.57,48.56,203,119.2,1535,10,510.0
2025-08-24T00:00:00Z,(direct),(none),(not set),Direct,242,184,81,815,38.3,61.38,153,91.7,1033,7,380.65
2025-08-24T00:00:00Z,google,cpc,brand_awareness,Paid Search,134,102,44,433,46.89,52.24,70,157.8,752,4,140.05
2025-08-24T00:00:00Z,facebook,social,(not set),Organic Social,95,82,39,301,38.57,60.39,50,162.5,355,3,116.12
2025-08-24T00:00:00Z,partner-blog.com,referral,(not set),Referral,76,62,27,206,49.93,48.32,45,139.6,363,2,82.71
2025-08-24T00:00:00Z,mailchimp,email,weekly_newsletter,Email,29,25,9,86,38.42,61.0,17,100.0,130,1,35.47
2025-08-25T00:00:00Z,google,organic,(not set),Organic Search,528,468,181,1582,45.21,56.77,305,169.5,2891,19,692.04
2025-08-25T00:00:00Z,(direct),(none),(not set),Direct,394,322,104,1149,38.86,62.81,198,150.2,1354,13,552.56
2025-08-25T00:00:00Z,google,cpc,brand_awareness,Paid Search,215,164,79,786,43.04,55.42,118,185.0,1123,8,250.07
2025-08-25T00:00:00Z,facebook,social,(not set),Organic Social,139,123,51,414,42.35,58.28,77,106.5,786,5,164.74
2025-08-25T00:00:00Z,partner-blog.com,referral,(not set),Referral,98,77,32,298,51.77,48.8,54,187.8,330,3,92.15
2025-08-25T00:00:00Z,mailchimp,email,weekly_newsletter,Email,38,31,9,151,48.43,50.76,22,139.6,167,1,33.95
2025-08-26T00:00:00Z,google,organic,(not set),Organic Search,566,430,201,1420,38.56,60.46,308,157.3,2599,19,977.0
2025-08-26T00:00:00Z,(direct),(none),(not set),Direct,314,277,124,926,45.94,53.42,192,173.5,1123,13,398.5
2025-08-26T00:00:00Z,google,cpc,brand_awareness,Paid Search,220,195,81,557,38.86,62.95,140,115.7,861,7,372.17
2025-08-26T00:00:00Z,facebook,social,(not set),Organic Social,131,103,48,415,43.49,56.93,81,179.4,519,5,150.04
2025-08-26T00:00:00Z,partner-blog.com,referral,(not set),Referral,96,81,40,376,49.17,51.64,60,168.9,518,2,87.6
2025-08-26T00:00:00Z,mailchimp,email,weekly_newsletter,Email,40,32,11,155,50.27,49.46,24,143.2,169,1,59.58
2025-08-27T00:00:00Z,google,organic,(not set),Organic Search,549,487,199,1523,51.28,48.54,349,155.8,2995,18,863.41
2025-08-27T00:00:00Z,(direct),(none),(not set),Direct,370,290,125,1191,38.55,59.99,230,195.1,1794,11,482.49
2025-08-27T00:00:00Z,google,cpc,brand_awareness,Paid Search,211,181,80,664,38.56,60.99,107,179.2,1060,6,285.37
2025-08-27T00:00:00Z,facebook,social,(not set),Organic Social,136,108,51,355,43.05,56.58,79,134.9,468,5,295.93
2025-08-27T00:00:00Z,partner-blog.com,referral,(not set),Referral,99,79,33,308,39.59,62.41,58,167.0,334,3,132.86
