date,device_category,browser,operating_system,platform,sessions,total_users,new_users,page_views,bounce_rate,engagement_rate,avg_session_duration,conversions
2025-07-29T00:00:00Z,desktop,Safari,Macintosh,WEB,147,122,37,354,46.88,54.42,170.3,6
2025-07-29T00:00:00Z,mobile,Safari,iOS,WEB,258,219,92,1017,36.23,62.22,150.5,9
2025-07-29T00:00:00Z,mobile,Chrome,Android,WEB,206,159,64,890,53.61,45.3,197.6,7
2025-07-29T00:00:00Z,tablet,Safari,iOS,WEB,54,42,13,113,53.52,48.41,144.1,2
2025-07-30T00:00:00Z,desktop,Chrome,Windows,WEB,420,371,163,1017,40.68,59.03,211.9,14
2025-07-30T00:00:00Z,desktop,Chrome,Macintosh,WEB,257,183,75,985,39.07,61.35,103.9,11
2025-07-30T00:00:00Z,desktop,Safari,Macintosh,WEB,170,133,54,708,43.85,57.62,70.4,4
2025-07-30T00:00:00Z,mobile,Safari,iOS,WEB,249,187,66,707,36.64,65.02,145.0,8
2025-07-30T00:00:00Z,mobile,Chrome,Android,WEB,195,144,48,722,54.78,45.81,110.8,9
2025-07-30T00:00:00Z,tablet,Safari,iOS,WEB,57,42,16,156,41.26,57.1,175.8,1
2025-07-31T00:00:00Z,desktop,Chrome,Windows,WEB,352,289,132,762,54.95,44.05,190.1,12
2025-07-31T00:00:00Z,desktop,Chrome,Macintosh,WEB,211,163,62,877,53.48,47.92,111.1,10
2025-07-31T00:00:00Z,desktop,Safari,Macintosh,WEB,160,140,56,568,39.35,59.58,76.2,6
2025-07-31T00:00:00Z,mobile,Safari,iOS,WEB,268,202,90,581,49.46,51.33,190.8,11
2025-07-31T00:00:00Z,mobile,Chrome,Android,WEB,162,140,47,581,48.57,52.7,128.8,4
2025-07-31T00:00:00Z,tablet,Safari,iOS,WEB,63,51,15,208,49.44,51.19,148.6,1
2025-08-01T00:00:00Z,desktop,Chrome,Windows,WEB,359,253,124,1384,44.55,56.97,218.4,9
2025-08-01T00:00:00Z,desktop,Chrome,Macintosh,WEB,201,169,67,623,40.36,58.75,89.3,7
2025-08-01T00:00:00Z,desktop,Safari,Macintosh,WEB,127,102,32,341,43.54,55.19,173.0,5
2025-08-01T00:00:00Z,mobile,Safari,iOS,WEB,243,208,64,1007,36.63,64.66,71.8,8
2025-08-01T00:00:00Z,mobile,Chrome,Android,WEB,159,130,39,644,47.75,51.66,126.2,7
2025-08-01T00:00:00Z,tablet,Safari,iOS,WEB,61,49,18,195,52.38,45.9,102.2,2
2025-08-02T00:00:00Z,desktop,Chrome,Windows,WEB,212,151,73,558,44.17,57.65,90.4,6
2025-08-02T00:00:00Z,desktop,Chrome,Macintosh,WEB,164,143,48,542,35.08,66.46,143.3,3
2025-08-02T00:00:00Z,desktop,Safari,Macintosh,WEB,106,81,38,426,39.95,59.97,193.5,3
2025-08-02T00:00:00Z,mobile,Safari,iOS,WEB,169,135,52,456,35.8,64.77,80.8,6
2025-08-02T00:00:00Z,mobile,Chrome,Android,WEB,112,94,41,273,35.58,63.07,124.7,3
2025-08-02T00:00:00Z,tablet,Safari,iOS,WEB,34,29,10,136,49.19,51.64,135.6,0
2025-08-03T00:00:00Z,desktop,Chrome,Windows,WEB,237,207,71,486,43.91,54.9,198.0,6
2025-08-03T00:00:00Z,desktop,Chrome,Macintosh,WEB,144,114,52,395,38.01,63.77,123.1,6
2025-08-03T00:00:00Z,desktop,Safari,Macintosh,WEB,100,83,27,239,54.81,45.27,101.8,4
2025-08-03T00:00:00Z,mobile,Safari,iOS,WEB,164,123,59,352,43.25,58.36,218.8,3
2025-08-03T00:00:00Z,mobile,Chrome,Android,WEB,112,83,31,343,49.22,49.32,122.6,4
2025-08-03T00:00:00Z,tablet,Safari,iOS,WEB,40,34,10,98,36.95,64.65,176.6,1
2025-08-04T00:00:00Z,desktop,Chrome,Windows,WEB,293,255,122,695,53.89,45.78,115.3,14
2025-08-04T00:00:00Z,desktop,Chrome,Macintosh,WEB,197,145,59,863,40.13,58.39,173.9,6
2025-08-04T00:00:00Z,desktop,Safari,Macintosh,WEB,111,98,35,257,52.87,46.51,143.6,2
2025-08-04T00:00:00Z,mobile,Safari,iOS,WEB,239,193,90,514,50.86,48.61,204.4,10
2025-08-04T00:00:00Z,mobile,Chrome,Android,WEB,150,108,46,530,40.61,58.43,87.0,5
2025-08-04T00:00:00Z,tablet,Safari,iOS,WEB,51,41,15,205,45.03,54.15,72.7,1
2025-08-05T00:00:00Z,desktop,Chrome,Windows,WEB,307,233,88,1029,52.19,46.16,196.9,14
2025-08-05T00:00:00Z,desktop,Chrome,Macintosh,WEB,188,148,46,766,48.36,53.09,105.2,8
2025-08-05T00:00:00Z,desktop,Safari,Macintosh,WEB,139,111,39,340,52.26,48.34,194.2,4
2025-08-05T00:00:00Z,mobile,Safari,iOS,WEB,184,142,49,775,39.4,60.17,206.1,4
2025-08-05T00:00:00Z,mobile,Chrome,Android,WEB,180,149,58,561,36.38,63.73,113.2,5
2025-08-05T00:00:00Z,tablet,Safari,iOS,WEB,47,34,13,209,39.89,60.98,151.2,1
2025-08-06T00:00:00Z,desktop,Chrome,Windows,WEB,376,291,100,850,39.71,61.63,182.3,10
2025-08-06T00:00:00Z,desktop,Chrome,Macintosh,WEB,245,220,108,931,41.9,56.52,209.3,6
2025-08-06T00:00:00Z,desktop,Safari,Macintosh,WEB,155,123,55,555,54.64,43.57,96.2,6
2025-08-06T00:00:00Z,mobile,Safari,iOS,WEB,252,179,69,656,48.19,53.0,119.2,7
2025-08-06T00:00:00Z,mobile,Chrome,Android,WEB,198,173,77,795,42.87,55.87,204.4,4
2025-08-06T00:00:00Z,tablet,Safari,iOS,WEB,64,49,20,222,44.48,54.91,195.3,1
2025-08-07T00:00:00Z,desktop,Chrome,Windows,WEB,343,304,94,1467,51.9,48.42,131.3,7
2025-08-07T00:00:00Z,desktop,Chrome,Macintosh,WEB,191,164,49,698,46.77,53.73,100.4,7
2025-08-07T00:00:00Z,desktop,Safari,Macintosh,WEB,139,117,56,359,40.04,58.92,87.5,5
2025-08-07T00:00:00Z,mobile,Safari,iOS,WEB,236,195,74,680,42.07,56.98,135.6,7
2025-08-07T00:00:00Z,mobile,Chrome,Android,WEB,164,137,60,692,50.51,50.94,165.8,4
2025-08-07T00:00:00Z,tablet,Safari,iOS,WEB,52,45,19,166,47.49,52.13,91.6,1
2025-08-08T00:00:00Z,desktop,Chrome,Windows,WEB,302,225,71,924,35.75,63.13,214.7,10
2025-08-08T00:00:00Z,desktop,Chrome,Macintosh,WEB,210,175,79,933,48.45,51.55,83.8,9
2025-08-08T00:00:00Z,desktop,Safari,Macintosh,WEB,130,109,50,324,37.02,61.8,81.5,4
2025-08-08T00:00:00Z,mobile,Safari,iOS,WEB,262,227,107,1061,40.12,61.28,194.5,10
2025-08-08T00:00:00Z,mobile,Chrome,Android,WEB,151,118,55,517,35.77,66.15,205.2,6
2025-08-08T00:00:00Z,tablet,Safari,iOS,WEB,60,43,14,145,42.22,59.1,199.4,2
2025-08-09T00:00:00Z,desktop,Chrome,Windows,WEB,249,188,79,688,44.93,55.23,177.0,12
2025-08-09T00:00:00Z,desktop,Chrome,Macintosh,WEB,141,109,34,516,53.07,46.1,114.2,4
2025-08-09T00:00:00Z,desktop,Safari,Macintosh,WEB,100,80,30,238,42.83,58.02,98.4,4
2025-08-09T00:00:00Z,mobile,Safari,iOS,WEB,188,137,59,766,37.97,61.43,85.5,8
2025-08-09T00:00:00Z,mobile,Chrome,Android,WEB,131,99,33,417,52.04,48.93,74.4,5
2025-08-09T00:00:00Z,tablet,Safari,iOS,WEB,44,34,10,91,47.26,53.42,110.9,2
2025-08-10T00:00:00Z,desktop,Chrome,Windows,WEB,279,206,100,895,48.15,53.72,149.9,6
2025-08-10T00:00:00Z,desktop,Chrome,Macintosh,WEB,170,149,70,416,50.36,49.9,215.2,7
2025-08-10T00:00:00Z,desktop,Safari,Macintosh,WEB,120,100,40,320,36.03,61.99,90.1,3
2025-08-10T00:00:00Z,mobile,Safari,iOS,WEB,151,113,38,409,40.43,60.85,167.3,5
2025-08-10T00:00:00Z,mobile,Chrome,Android,WEB,140,124,40,609,42.95,55.91,176.2,6
2025-08-10T00:00:00Z,tablet,Safari,iOS,WEB,43,36,17,143,35.42,65.97,95.2,2
2025-08-11T00:00:00Z,desktop,Chrome,Windows,WEB,276,207,84,1128,37.91,60.48,156.2,5
2025-08-11T00:00:00Z,desktop,Chrome,Macintosh,WEB,164,122,47,623,50.19,47.96,120.6,7
2025-08-11T00:00:00Z,desktop,Safari,Macintosh,WEB,125,100,44,460,53.52,47.83,75.7,4
2025-08-11T00:00:00Z,mobile,Safari,iOS,WEB,219,153,75,602,45.82,52.79,116.4,9
2025-08-11T00:00:00Z,mobile,Chrome,Android,WEB,151,124,57,518,46.16,54.83,153.1,4
2025-08-11T00:00:00Z,tablet,Safari,iOS,WEB,51,36,17,156,54.71,46.68,151.3,2
2025-08-12T00:00:00Z,desktop,Chrome,Windows,WEB,348,275,120,1112,37.63,62.35,90.0,10
2025-08-12T00:00:00Z,desktop,Chrome,Macintosh,WEB,185,162,73,691,37.87,60.23,140.1,6
2025-08-12T00:00:00Z,desktop,Safari,Macintosh,WEB,137,103,40,552,38.17,63.48,215.6,4
2025-08-12T00:00:00Z,mobile,Safari,iOS,WEB,227,181,60,527,46.39,55.03,112.5,8
2025-08-12T00:00:00Z,mobile,Chrome,Android,WEB,141,112,41,548,49.2,50.26,92.6,5
2025-08-12T00:00:00Z,tablet,Safari,iOS,WEB,58,41,15,154,52.43,47.73,73.5,1
2025-08-13T00:00:00Z,desktop,Chrome,Windows,WEB,356,295,106,1350,48.35,52.55,130.8,9
2025-08-13T00:00:00Z,desktop,Chrome,Macintosh,WEB,241,202,78,546,36.47,64.61,136.3,9
2025-08-13T00:00:00Z,desktop,Safari,Macintosh,WEB,161,140,42,695,51.42,48.58,94.5,4
2025-08-13T00:00:00Z,mobile,Safari,iOS,WEB,244,183,76,920,39.3,61.33,210.7,10
2025-08-13T00:00:00Z,mobile,Chrome,Android,WEB,155,113,39,493,40.97,59.43,83.3,5
2025-08-13T00:00:00Z,tablet,Safari,iOS,WEB,52,41,16,180,36.48,63.13,206.8,2
2025-08-14T00:00:00Z,desktop,Chrome,Windows,WEB,369,293,143,1227,40.87,57.44,160.2,16
2025-08-14T00:00:00Z,desktop,Chrome,Macintosh,WEB,248,200,97,1107,36.75,64.14,209.6,9
2025-08-14T00:00:00Z,desktop,Safari,Macintosh,WEB,151,128,55,538,41.16,57.99,103.5,3
2025-08-14T00:00:00Z,mobile,Safari,iOS,WEB,272,205,83,992,38.69,59.6,151.9,6
2025-08-14T00:00:00Z,mobile,Chrome,Android,WEB,190,159,51,767,45.42,52.68,86.6,8
2025-08-14T00:00:00Z,tablet,Safari,iOS,WEB,52,44,15,149,40.35,60.78,167.9,1
2025-08-15T00:00:00Z,desktop,Chrome,Windows,WEB,372,314,106,1666,41.78,58.18,167.1,16
2025-08-15T00:00:00Z,desktop,Chrome,Macintosh,WEB,226,158,47,837,42.65,56.78,181.9,7
2025-08-15T00:00:00Z,desktop,Safari,Macintosh,WEB,141,123,51,591,44.0,55.17,103.6,3
2025-08-15T00:00:00Z,mobile,Safari,iOS,WEB,267,231,91,764,47.56,50.78,83.3,6
2025-08-15T00:00:00Z,mobile,Chrome,Android,WEB,229,201,94,606,54.76,44.09,95.9,8
2025-08-15T00:00:00Z,tablet,Safari,iOS,WEB,71,55,17,218,45.16,56.74,164.4,3
2025-08-16T00:00:00Z,desktop,Chrome,Windows,WEB,253,217,103,879,53.14,46.47,180.6,7
2025-08-16T00:00:00Z,desktop,Chrome,Macintosh,WEB,170,127,59,762,37.07,60.97,80.7,7
2025-08-16T00:00:00Z,desktop,Safari,Macintosh,WEB,120,100,30,437,37.95,61.77,207.3,5
2025-08-16T00:00:00Z,mobile,Safari,iOS,WEB,175,130,51,778,40.58,58.39,171.1,5
2025-08-16T00:00:00Z,mobile,Chrome,Android,WEB,135,100,33,574,43.71,57.86,184.9,5
2025-08-16T00:00:00Z,tablet,Safari,iOS,WEB,40,32,13,118,45.56,54.61,101.5,1
2025-08-17T00:00:00Z,desktop,Chrome,Windows,WEB,249,200,97,634,40.75,59.26,91.6,6
2025-08-17T00:00:00Z,desktop,Chrome,Macintosh,WEB,186,145,49,815,36.98,63.32,107.7,8
2025-08-17T00:00:00Z,desktop,Safari,Macintosh,WEB,117,87,41,323,44.85,56.38,127.3,4
2025-08-17T00:00:00Z,mobile,Safari,iOS,WEB,217,164,63,504,43.36,55.66,116.1,7
2025-08-17T00:00:00Z,mobile,Chrome,Android,WEB,155,110,42,365,45.19,54.37,210.7,5
2025-08-17T00:00:00Z,tablet,Safari,iOS,WEB,49,36,15,131,49.46,51.16,97.2,1
2025-08-18T00:00:00Z,desktop,Chrome,Windows,WEB,366,311,118,1054,36.97,63.21,210.5,13
2025-08-18T00:00:00Z,desktop,Chrome,Macintosh,WEB,219,159,53,533,36.41,64.15,138.2,8
2025-08-18T00:00:00Z,desktop,Safari,Macintosh,WEB,140,117,52,612,42.14,59.64,121.5,3
2025-08-18T00:00:00Z,mobile,Safari,iOS,WEB,283,252,114,1039,50.48,49.76,99.9,7
2025-08-18T00:00:00Z,mobile,Chrome,Android,WEB,217,193,65,898,47.51,54.29,201.7,4
2025-08-18T00:00:00Z,tablet,Safari,iOS,WEB,65,58,28,147,53.27,45.43,85.1,1
2025-08-19T00:00:00Z,desktop,Chrome,Windows,WEB,309,246,85,1193,39.65,60.07,134.3,12
2025-08-19T00:00:00Z,desktop,Chrome,Macintosh,WEB,211,185,73,696,50.84,48.34,217.0,8
2025-08-19T00:00:00Z,desktop,Safari,Macintosh,WEB,158,111,49,649,50.49,49.73,82.7,6
2025-08-19T00:00:00Z,mobile,Safari,iOS,WEB,239,177,73,741,45.49,53.21,75.1,5
2025-08-19T00:00:00Z,mobile,Chrome,Android,WEB,185,138,64,777,44.76,56.14,208.1,4
2025-08-19T00:00:00Z,tablet,Safari,iOS,WEB,50,38,13,179,35.14,65.56,82.9,1
2025-08-20T00:00:00Z,desktop,Chrome,Windows,WEB,436,346,135,1850,38.95,61.91,128.7,12
2025-08-20T00:00:00Z,desktop,Chrome,Macintosh,WEB,261,219,77,965,52.43,48.53,176.7,12
2025-08-20T00:00:00Z,desktop,Safari,Macintosh,WEB,141,120,58,593,36.63,61.94,181.4,6
2025-08-20T00:00:00Z,mobile,Safari,iOS,WEB,281,198,63,721,52.05,48.46,124.9,8
2025-08-20T00:00:00Z,mobile,Chrome,Android,WEB,206,179,77,797,53.26,48.1,214.6,6
2025-08-20T00:00:00Z,tablet,Safari,iOS,WEB,65,55,18,163,42.44,59.5,78.5,1
2025-08-21T00:00:00Z,desktop,Chrome,Windows,WEB,464,404,142,2058,54.71,45.19,215.3,14
2025-08-21T00:00:00Z,desktop,Chrome,Macintosh,WEB,246,215,81,569,38.71,61.8,138.5,7
2025-08-21T00:00:00Z,desktop,Safari,Macintosh,WEB,142,106,37,495,40.22,58.5,155.3,6
2025-08-21T00:00:00Z,mobile,Safari,iOS,WEB,268,231,80,720,51.1,48.08,149.7,8
2025-08-21T00:00:00Z,mobile,Chrome,Android,WEB,175,133,50,385,52.83,47.62,74.1,5
2025-08-21T00:00:00Z,tablet,Safari,iOS,WEB,67,49,17,250,42.93,55.42,197.6,2
2025-08-22T00:00:00Z,desktop,Chrome,Windows,WEB,361,254,117,1616,49.24,52.25,172.7,8
2025-08-22T00:00:00Z,desktop,Chrome,Macintosh,WEB,245,219,97,808,47.29,54.19,205.4,10
2025-08-22T00:00:00Z,desktop,Safari,Macintosh,WEB,178,156,66,640,47.63,53.03,117.7,4
2025-08-22T00:00:00Z,mobile,Safari,iOS,WEB,238,177,64,572,41.27,57.05,197.6,9
2025-08-22T00:00:00Z,mobile,Chrome,Android,WEB,216,164,80,609,39.79,60.57,125.0,7
2025-08-22T00:00:00Z,tablet,Safari,iOS,WEB,61,49,18,124,36.39,65.27,151.4,2
2025-08-23T00:00:00Z,desktop,Chrome,Windows,WEB,314,256,123,708,50.44,49.61,96.5,11
2025-08-23T00:00:00Z,desktop,Chrome,Macintosh,WEB,145,109,45,645,42.25,56.38,168.1,7
2025-08-23T00:00:00Z,desktop,Safari,Macintosh,WEB,129,103,33,479,43.94,54.62,112.9,3
2025-08-23T00:00:00Z,mobile,Safari,iOS,WEB,176,123,45,682,41.01,58.23,132.2,4
2025-08-23T00:00:00Z,mobile,Chrome,Android,WEB,160,139,60,513,45.1,54.22,141.7,7
2025-08-23T00:00:00Z,tablet,Safari,iOS,WEB,47,40,14,160,52.61,48.31,89.0,1
2025-08-24T00:00:00Z,desktop,Chrome,Windows,WEB,269,216,86,1018,50.31,51.51,130.9,8
2025-08-24T00:00:00Z,desktop,Chrome,Macintosh,WEB,146,120,51,337,41.09,57.8,114.8,4
2025-08-24T00:00:00Z,desktop,Safari,Macintosh,WEB,111,93,36,288,53.59,45.88,189.2,2
2025-08-24T00:00:00Z,mobile,Safari,iOS,WEB,162,123,55,374,44.98,56.27,107.6,7
2025-08-24T00:00:00Z,mobile,Chrome,Android,WEB,138,98,32,287,48.46,52.81,167.2,3
2025-08-24T00:00:00Z,tablet,Safari,iOS,WEB,46,39,18,144,51.88,47.03,187.4,1
2025-08-25T00:00:00Z,desktop,Chrome,Windows,WEB,385,327,152,1017,45.56,54.42,99.2,9
2025-08-25T00:00:00Z,desktop,Chrome,Macintosh,WEB,218,175,66,628,53.21,44.95,204.3,6
2025-08-25T00:00:00Z,desktop,Safari,Macintosh,WEB,161,125,55,704,37.7,63.81,81.4,5
2025-08-25T00:00:00Z,mobile,Safari,iOS,WEB,320,247,117,1086,39.68,60.09,108.9,6
2025-08-25T00:00:00Z,mobile,Chrome,Android,WEB,197,146,66,497,35.7,63.09,133.1,7
2025-08-25T00:00:00Z,tablet,Safari,iOS,WEB,70,60,27,200,47.45,53.59,186.0,1
2025-08-26T00:00:00Z,desktop,Chrome,Windows,WEB,388,277,119,1134,52.72,47.05,103.0,12
2025-08-26T00:00:00Z,desktop,Chrome,Macintosh,WEB,213,179,57,859,46.89,52.49,197.3,8
2025-08-26T00:00:00Z,desktop,Safari,Macintosh,WEB,188,164,81,724,39.5,60.07,124.5,8
2025-08-26T00:00:00Z,mobile,Safari,iOS,WEB,286,215,85,1211,54.88,44.78,184.0,9
2025-08-26T00:00:00Z,mobile,Chrome,Android,WEB,222,188,66,912,52.5,47.99,179.5,7
2025-08-26T00:00:00Z,tablet,Safari,iOS,WEB,70,57,18,153,50.22,50.99,149.1,2
2025-08-27T00:00:00Z,desktop,Chrome,Windows,WEB,449,369,134,1406,48.63,50.65,189.6,12
2025-08-27T00:00:00Z,desktop,Chrome,Macintosh,WEB,284,225,111,1104,38.96,60.41,172.7,10
2025-08-27T00:00:00Z,desktop,Safari,Macintosh,WEB,182,159,74,706,49.51,51.11,131.6,7
2025-08-27T00:00:00Z,mobile,Safari,iOS,WEB,288,222,89,677,40.67,58.98,95.1,12
2025-08-27T00:00:00Z,mobile,Chrome,Android,WEB,234,208,76,875,37.14,62.11,130.2,9
2025-08-27T00:00:00Z,tablet,Safari,iOS,WEB,72,54,26,270,54.2,46.13,193.8,3
2025-08-28T00:00:00Z,desktop,Chrome,Windows,WEB,327,235,112,713,47.83,50.6,217.1,15
2025-08-28T00:00:00Z,desktop,Chrome,Macintosh,WEB,235,183,64,726,54.87,43.53,133.4,5
2025-08-28T00:00:00Z,desktop,Safari,Macintosh,WEB,170,137,64,452,41.86,58.57,77.9,4
2025-08-28T00:00:00Z,mobile,Safari,iOS,WEB,281,225,95,1101,40.54,58.59,82.9,12
2025-08-28T00:00:00Z,mobile,Chrome,Android,WEB,206,153,74,545,50.74,48.4,166.5,8
2025-08-28T00:00:00Z,tablet,Safari,iOS,WEB,58,44,14,214,47.11,54.29,212.3,2
2025-08-29T00:00:00Z,desktop,Chrome,Windows,WEB,404,291,93,1532,39.79,59.57,72.9,10
2025-08-29T00:00:00Z,desktop,Chrome,Macintosh,WEB,250,206,70,949,35.33,63.94,131.8,11
2025-08-29T00:00:00Z,desktop,Safari,Macintosh,WEB,154,125,55,525,41.82,58.57,97.4,6
2025-08-29T00:00:00Z,mobile,Safari,iOS,WEB,246,209,82,1072,52.33,46.71,170.2,7
2025-08-29T00:00:00Z,mobile,Chrome,Android,WEB,175,151,49,384,35.76,65.85,106.7,5
2025-08-29T00:00:00Z,tablet,Safari,iOS,WEB,71,57,24,315,50.59,49.44,126.6,2
2025-08-30T00:00:00Z,desktop,Chrome,Windows,WEB,219,162,56,513,39.27,61.06,205.8,8
2025-08-30T00:00:00Z,desktop,Chrome,Macintosh,WEB,149,109,46,653,36.02,63.88,145.4,5
2025-08-30T00:00:00Z,desktop,Safari,Macintosh,WEB,109,94,35,284,39.58,60.13,153.6,3
2025-08-30T00:00:00Z,mobile,Safari,iOS,WEB,181,159,64,691,41.1,56.97,187.8,7
2025-08-30T00:00:00Z,mobile,Chrome,Android,WEB,129,90,39,304,41.03,57.61,178.4,2
2025-08-30T00:00:00Z,tablet,Safari,iOS,WEB,43,37,13,120,44.46,54.55,203.7,1
2025-08-31T00:00:00Z,desktop,Chrome,Windows,WEB,294,258,122,816,44.48,57.21,201.1,11
2025-08-31T00:00:00Z,desktop,Chrome,Macintosh,WEB,175,148,56,690,45.64,52.69,129.7,7
2025-08-31T00:00:00Z,desktop,Safari,Macintosh,WEB,119,85,29,509,39.12,60.4,126.3,2
2025-08-31T00:00:00Z,mobile,Safari,iOS,WEB,183,156,47,728,37.57,64.02,100.3,5
2025-08-31T00:00:00Z,mobile,Chrome,Android,WEB,133,93,42,568,42.72,56.17,206.6,3
2025-08-31T00:00:00Z,tablet,Safari,iOS,WEB,45,37,16,154,42.33,57.99,96.4,1
2025-09-01T00:00:00Z,desktop,Chrome,Windows,WEB,414,298,112,1738,45.33,55.74,165.5,19
2025-09-01T00:00:00Z,desktop,Chrome,Macintosh,WEB,244,193,87,496,49.84,50.75,84.3,5
2025-09-01T00:00:00Z,desktop,Safari,Macintosh,WEB,157,123,47,335,35.71,62.67,122.0,5
2025-09-01T00:00:00Z,mobile,Safari,iOS,WEB,292,205,85,834,51.98,48.07,87.9,13
2025-09-01T00:00:00Z,mobile,Chrome,Android,WEB,189,134,56,797,43.48,55.28,145.6,5
2025-09-01T00:00:00Z,tablet,Safari,iOS,WEB,69,58,27,281,51.34,49.96,154.4,3
2025-09-02T00:00:00Z,desktop,Chrome,Windows,WEB,446,313,111,1306,52.14,48.31,218.1,13
2025-09-02T00:00:00Z,desktop,Chrome,Macintosh,WEB,274,202,97,819,46.64,55.25,148.8,5
2025-09-02T00:00:00Z,desktop,Safari,Macintosh,WEB,147,104,48,611,47.33,50.9,213.4,3
2025-09-02T00:00:00Z,mobile,Safari,iOS,WEB,280,231,107,754,49.32,51.31,177.7,7
2025-09-02T00:00:00Z,mobile,Chrome,Android,WEB,222,161,61,509,39.77,61.28,75.3,8
2025-09-02T00:00:00Z,tablet,Safari,iOS,WEB,65,51,20,166,40.75,61.09,145.4,2
2025-09-03T00:00:00Z,desktop,Chrome,Windows,WEB,356,251,75,1383,54.04,46.85,203.3,8
2025-09-03T00:00:00Z,desktop,Chrome,Macintosh,WEB,264,235,78,564,41.42,58.09,71.2,9
2025-09-03T00:00:00Z,desktop,Safari,Macintosh,WEB,156,138,56,375,48.34,51.87,89.0,3
2025-09-03T00:00:00Z,mobile,Safari,iOS,WEB,233,203,83,765,45.29,52.98,181.1,6
2025-09-03T00:00:00Z,mobile,Chrome,Android,WEB,214,160,60,546,40.81,58.23,161.0,8
2025-09-03T00:00:00Z,tablet,Safari,iOS,WEB,69,52,17,193,50.94,48.03,90.9,1
2025-09-04T00:00:00Z,desktop,Chrome,Windows,WEB,479,380,125,1402,46.03,53.56,168.8,10
2025-09-04T00:00:00Z,desktop,Chrome,Macintosh,WEB,250,195,80,990,39.23,60.74,218.4,6
2025-09-04T00:00:00Z,desktop,Safari,Macintosh,WEB,186,133,60,516,42.29,56.09,161.1,4
2025-09-04T00:00:00Z,mobile,Safari,iOS,WEB,273,204,63,1156,50.78,48.91,179.0,12
2025-09-04T00:00:00Z,mobile,Chrome,Android,WEB,194,152,48,694,45.59,53.63,148.3,5
2025-09-04T00:00:00Z,tablet,Safari,iOS,WEB,68,56,27,298,51.09,46.96,180.0,2
2025-09-05T00:00:00Z,desktop,Chrome,Windows,WEB,402,352,122,1415,44.73,54.95,109.2,19
2025-09-05T00:00:00Z,desktop,Chrome,Macintosh,WEB,272,200,94,1087,42.52,55.6,204.9,7
2025-09-05T00:00:00Z,desktop,Safari,Macintosh,WEB,170,140,59,413,44.25,55.78,208.8,7
2025-09-05T00:00:00Z,mobile,Safari,iOS,WEB,323,270,110,1223,50.26,48.95,167.2,9
2025-09-05T00:00:00Z,mobile,Chrome,Android,WEB,213,185,68,907,48.67,49.92,179.3,9
2025-09-05T00:00:00Z,tablet,Safari,iOS,WEB,69,55,26,209,50.84,47.49,159.4,2
2025-09-06T00:00:00Z,desktop,Chrome,Windows,WEB,252,183,89,890,51.46,50.45,171.8,11
2025-09-06T00:00:00Z,desktop,Chrome,Macintosh,WEB,169,142,46,387,51.63,49.99,78.0,7
2025-09-06T00:00:00Z,desktop,Safari,Macintosh,WEB,100,70,28,339,53.05,48.7,109.2,4
2025-09-06T00:00:00Z,mobile,Safari,iOS,WEB,180,129,61,637,49.0,49.81,116.0,4
2025-09-06T00:00:00Z,mobile,Chrome,Android,WEB,146,122,54,307,49.39,51.46,147.5,3
2025-09-06T00:00:00Z,tablet,Safari,iOS,WEB,51,43,19,164,54.65,44.03,99.3,1
2025-09-07T00:00:00Z,desktop,Chrome,Windows,WEB,264,213,89,1013,49.31,50.86,131.9,12
2025-09-07T00:00:00Z,desktop,Chrome,Macintosh,WEB,164,120,42,515,41.61,59.78,187.3,6
2025-09-07T00:00:00Z,desktop,Safari,Macintosh,WEB,129,107,49,552,35.31,62.75,120.9,3
2025-09-07T00:00:00Z,mobile,Safari,iOS,WEB,211,149,50,610,41.7,58.76,176.5,8
2025-09-07T00:00:00Z,mobile,Chrome,Android,WEB,150,132,49,630,48.48,50.65,128.8,5
2025-09-07T00:00:00Z,tablet,Safari,iOS,WEB,52,43,13,126,48.82,49.45,178.0,2
2025-09-08T00:00:00Z,desktop,Chrome,Windows,WEB,439,330,113,1812,46.85,54.92,138.3,19
2025-09-08T00:00:00Z,desktop,Chrome,Macintosh,WEB,283,239,109,976,37.33,64.21,107.0,11
2025-09-08T00:00:00Z,desktop,Safari,Macintosh,WEB,151,129,51,436,44.12,54.68,76.1,6
2025-09-08T00:00:00Z,mobile,Safari,iOS,WEB,280,206,74,648,50.59,51.33,145.9,12
2025-09-08T00:00:00Z,mobile,Chrome,Android,WEB,251,188,68,798,52.94,46.73,192.2,5
2025-09-08T00:00:00Z,tablet,Safari,iOS,WEB,65,56,25,182,47.51,50.96,165.4,2
2025-09-09T00:00:00Z,desktop,Chrome,Windows,WEB,414,341,119,992,53.49,45.36,207.0,17
2025-09-09T00:00:00Z,desktop,Chrome,Macintosh,WEB,288,230,106,872,44.23,55.28,208.8,8
2025-09-09T00:00:00Z,desktop,Safari,Macintosh,WEB,154,110,49,502,42.07,59.4,89.1,6
2025-09-09T00:00:00Z,mobile,Safari,iOS,WEB,286,201,100,1213,47.31,52.61,87.9,9
2025-09-09T00:00:00Z,mobile,Chrome,Android,WEB,186,139,51,828,41.54,59.47,140.1,7
2025-09-09T00:00:00Z,tablet,Safari,iOS,WEB,68,47,14,209,41.66,60.27,192.6,3
2025-09-10T00:00:00Z,desktop,Chrome,Windows,WEB,359,278,108,883,51.66,49.75,121.5,17
