id,number,amount_due,amount_paid,amount_remaining,subtotal,total,currency,status,paid,customer,subscription,collection_method,attempt_count,due_date,period_start,period_end,created
in_f0a0be871ea74fd68acd315d,INV-004158,3900,3900,0,3900,3900,usd,paid,True,cus_05a27404f90f45b29aff6a2b,sub_6038ce1d81094649a99bc710,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T21:03:00Z
in_2bdb1836e3754b57b55a60b7,INV-004159,7900,7900,0,7900,7900,usd,paid,True,cus_9c1ccb2cb2bc4ddc9d409975,sub_d915cc988da04008b3e81b8d,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T21:32:00Z
in_4005a372bc864295857202ce,INV-004160,3900,3900,0,3900,3900,usd,paid,True,cus_29dd1a3300a146fe98a718bb,sub_6dd05653448a4595b245c8d9,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T13:07:00Z
in_d8cba6130f484e3ba8375ede,INV-004161,3900,3900,0,3900,3900,usd,paid,True,cus_fc48ea0b67ac440f9a475ba7,sub_6253f68cfd6e42b1b1289b94,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T14:16:00Z
in_3da89597acd445e189cc017b,INV-004162,3900,3900,0,3900,3900,usd,paid,True,cus_332d4509550d4b71b235c519,sub_646678054f624e66941e5490,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T17:04:00Z
in_355e15f9b5994695948aaf61,INV-004163,2900,2900,0,2900,2900,usd,paid,True,cus_54b91ecdfbbc49c987ef2049,sub_27dd71f781424ea9b5514afe,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T10:10:00Z
in_a6e5bcbffa48468e9e37eab6,INV-004164,3900,3900,0,3900,3900,usd,paid,True,cus_09a3eb19713949e4aa76a810,sub_8f2e9a448307429ca4bf1d44,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T20:02:00Z
in_a4f10cafba0b492abfe4ee7c,INV-004165,4900,4900,0,4900,4900,usd,paid,True,cus_eeb8a05ffe09409481e19643,sub_8b3dba92571a41a1a6f805bd,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T14:20:00Z
in_49f933fe104c46deb9720236,INV-004166,4900,4900,0,4900,4900,usd,paid,True,cus_81640868c8d04bbda41f3518,sub_f757f9ab03c342a3a80ec4f1,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T21:10:00Z
in_0ed478fe143b4b0a8101f5f5,INV-004167,2900,2900,0,2900,2900,usd,paid,True,cus_b4011b1c1b8b40a1bbe24ba3,sub_73102d96144a45bab4d59c6a,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T08:16:00Z
in_1cf06e5e8c3f4b1f97b4a5f5,INV-004168,3900,3900,0,3900,3900,usd,paid,True,cus_2a3275b6942b4d5b88fa800d,sub_e1dbc2d54fa044689dbb943a,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:11:00Z
in_dae2df52e16e4435b9ac3b3d,INV-004169,14900,14900,0,14900,14900,usd,paid,True,cus_3de4ec30123d42fdb8805ab5,sub_4d04c2f427f245678e42f866,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:53:00Z
in_e6913dd2e72f442eb1254d9b,INV-004170,4900,4900,0,4900,4900,usd,paid,True,cus_93f0494238354c82b1bfe40c,sub_a154ec439e0d42699e11a031,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T01:31:00Z
in_4c80ba6aa37d413c9a0df9a4,INV-004171,3900,3900,0,3900,3900,usd,paid,True,cus_b8ce6e869f88468f82acc1d2,sub_65de3234abf9418bb9e39aba,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:29:00Z
in_c5db627240d44de4b16b827a,INV-004172,3900,3900,0,3900,3900,usd,paid,True,cus_fbc0bee1c33a492dbc8ca193,sub_1ef9d1c5abc345fea4d7698c,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:46:00Z
in_48e92d5d7367492dad3e8457,INV-004173,3900,3900,0,3900,3900,usd,paid,True,cus_970bb3d040714e7f928f82e5,sub_c9917dcca7af491396376bbb,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T02:28:00Z
in_f38860e5956c47468b547b02,INV-004174,3900,3900,0,3900,3900,usd,paid,True,cus_fc587c52b959472cbfd1409a,sub_2e6721defa1c4640af53df44,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T04:20:00Z
in_f5237b5cff64485b8dec7fb4,INV-004175,3900,3900,0,3900,3900,usd,paid,True,cus_65a5b04b2d0743b182c4c867,sub_45e205b99521456cb4227dde,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T02:02:00Z
in_7cde2ecc84f54fb6821243bf,INV-004176,14900,14900,0,14900,14900,usd,paid,True,cus_79f872c8ce534d7e890d8f85,sub_b59d884afd8749c2bca2612b,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:04:00Z
in_1cdeca0870db42e487f29e40,INV-004177,7900,7900,0,7900,7900,usd,paid,True,cus_e7c2679f762d4eae95473aa2,sub_e63ac3ec637a4ac79564a6fe,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:30:00Z
in_f7ee7e3d0f3f4ef6b098c514,INV-004178,4900,4900,0,4900,4900,usd,paid,True,cus_95aba369c6a54ad4a048c12a,sub_87912782e7af4a5d82fcd8fd,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:18:00Z
in_afe990d9eafc4c86bc0ebffd,INV-004179,3900,3900,0,3900,3900,usd,paid,True,cus_7d17acde49a749f9a2ec95a7,sub_e514e6e7e2be4e848844c430,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T00:32:00Z
in_6532525404be45ee9448eeba,INV-004180,3900,3900,0,3900,3900,usd,paid,True,cus_7c7873f25b16458ab5d8559a,sub_bef91bdf6841489ab0edc27b,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T00:52:00Z
in_55eafcd99bcb4c5885f8c8d4,INV-004181,7900,7900,0,7900,7900,usd,paid,True,cus_016347e0fbe446b4abf5183c,sub_24e6fa7a9c924423bb75c083,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:27:00Z
in_2b60a6bb48c54bcd98958d94,INV-004182,2900,2900,0,2900,2900,usd,paid,True,cus_1962ebfb38414caeb9f74d26,sub_7180f18b09b84c2ab17972fc,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:17:00Z
in_cd59c71cacdd4edba4b1bd4a,INV-004183,7900,7900,0,7900,7900,usd,paid,True,cus_1452c4ba2ca846678a908295,sub_c06f8ecc65f94f68a0819e55,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:06:00Z
in_f36290f666a24acabebcb9e7,INV-004184,7900,7900,0,7900,7900,usd,paid,True,cus_0164dd9f6a2d4f989a3cea5c,sub_b3b6b269f5e84ab4ae9d2013,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T00:28:00Z
in_12bee04d00f44d56a7307199,INV-004185,2900,2900,0,2900,2900,usd,paid,True,cus_49591dd19f004824ba87b918,sub_7e3df9d736c847f4ad76cc57,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:17:00Z
in_697492f4ca674d0d85e0ddfb,INV-004186,4900,4900,0,4900,4900,usd,paid,True,cus_df1a2fdbbd1f4b2bac395abd,sub_af3b276cd3664ab8bd1c90da,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:21:00Z
in_b1a091d49ad74b2b85098b45,INV-004187,2900,2900,0,2900,2900,usd,paid,True,cus_4a98bde17feb4961b2e412fc,sub_2bb211446e9343f3a9e240fb,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:28:00Z
in_f2339f15da864d068bdd1a8f,INV-004188,3900,3900,0,3900,3900,usd,paid,True,cus_825cc2afd8b449a59eec626e,sub_fc35042895274581b49ca3d0,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T01:49:00Z
in_cc8013b01014490d84c70733,INV-004189,2900,2900,0,2900,2900,usd,paid,True,cus_1be27b572a3943b4ad88c567,sub_5fa5473f0748449aab85434b,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T02:53:00Z
in_e52c55cf0f91422a9409503d,INV-004190,4900,4900,0,4900,4900,usd,paid,True,cus_d1fa8e3adcc449749260b9b8,sub_c2807eb093b34d34aeac70a3,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T00:21:00Z
in_8f1559577a4441c19c41a2ad,INV-004191,14900,14900,0,14900,14900,usd,paid,True,cus_01e437169cac4c7391b52a4c,sub_5d7a73217ccf48aeacef35ca,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T01:48:00Z
in_2955b4c074764f8c8fba3d44,INV-004192,2900,2900,0,2900,2900,usd,paid,True,cus_9f6ff35e5de442098a9e0bbd,sub_92738be86c4d4b8591f76701,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T01:50:00Z
in_37727eb35c654d6abc0e0651,INV-004193,4900,4900,0,4900,4900,usd,paid,True,cus_311df89001a942288d678e74,sub_93df4ef340d94921824df3c1,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T00:36:00Z
in_0eee5fb8d3994b94964e2319,INV-004194,2900,2900,0,2900,2900,usd,paid,True,cus_e3a88c2caf4e45cdba150daf,sub_c33ebdd700484e9e9b2def45,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T02:23:00Z
in_c6e0ab28945e4107960d4c8f,INV-004195,2900,2900,0,2900,2900,usd,paid,True,cus_f6d03924c788492ab58fd5a4,sub_a1a7e83405284cbfb17d8cef,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:29:00Z
in_519e3ebf6899462087091647,INV-004196,2900,2900,0,2900,2900,usd,paid,True,cus_acc1bff3a99c485aa235091a,sub_55c03670ef184de5a713b6ca,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T06:30:00Z
in_e54fc6f64c8b403bb4a60757,INV-004197,3900,3900,0,3900,3900,usd,paid,True,cus_4e1268d03c084efab559cae7,sub_2a2b969fcc4041b39a5ad5a9,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:46:00Z
in_f92d8d0407a64b17b3e8dd64,INV-004198,3900,3900,0,3900,3900,usd,paid,True,cus_9b9991da19e34613b0a86346,sub_a399a173e9144877bf1ac27c,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:47:00Z
in_93aa0969cf854c95830b4e71,INV-004199,2900,2900,0,2900,2900,usd,paid,True,cus_056edc3f62d54bf8abb1604d,sub_ad500b2d10d74c0b8423f99c,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:25:00Z
in_8697b496ae364a2b86c3b5e2,INV-004200,2900,2900,0,2900,2900,usd,paid,True,cus_074d2727597d4825bf48d6c8,sub_cb953e0123c9483fa9203781,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:34:00Z
in_d515d359ffc54b29bcaca2c3,INV-004201,2900,2900,0,2900,2900,usd,paid,True,cus_8de5569bbd7b40f89b36d423,sub_25e1ce3383ca424aa9bc077c,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T05:13:00Z
in_dd5fc8c3a99e4baea2c80a5b,INV-004202,2900,2900,0,2900,2900,usd,paid,True,cus_9b6532b54f2c454d8cbd32ae,sub_7ffc4b164c1a494da2e6880b,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T03:18:00Z
in_2d3277da62ac4e82bb4416cb,INV-004203,3900,3900,0,3900,3900,usd,paid,True,cus_46485cc2d312464c9ccdf266,sub_f5e6956248d94cbc8e49faaa,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T02:21:00Z
in_58457f8594c545b48c3a9b80,INV-004204,3900,3900,0,3900,3900,usd,paid,True,cus_1b029006d8ee472bb13de6e0,sub_efeb11d5a2d3475381206bfa,charge_automatically,1,,2025-10-06T00:00:00Z,2025-11-05T00:00:00Z,2025-10-06T04:18:00Z
in_7a303e25e9b94c8ea9529b26,INV-004205,4900,4900,0,4900,4900,usd,paid,True,cus_ae4c7975c1e741229d493bd5,sub_d099136ad59a433ba3b8e68e,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T13:40:00Z
in_1b0fa5dd130345c8a1aa992d,INV-004206,3900,3900,0,3900,3900,usd,paid,True,cus_1a49a9f17d944009a77f4f20,sub_3c6cb763a8394205abe0ac41,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T12:45:00Z
in_826226c630f64e088036cdc5,INV-004207,2900,2900,0,2900,2900,usd,paid,True,cus_d595858b1c9441c7b6d18f72,sub_cca5442e50ba4bd9a764e190,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T13:55:00Z
in_9be49996508e4a8bb03ebb54,INV-004208,2900,2900,0,2900,2900,usd,paid,True,cus_c0ff90edfa5c4bb6bc07746c,sub_654be7cd38db423b803e42a8,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T22:51:00Z
in_5f0c84db072e4baebab6d1bb,INV-004209,2900,2900,0,2900,2900,usd,paid,True,cus_e112845b72d74c7fa16ba7a3,sub_034ddc40883045b682619dfd,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T21:51:00Z
in_3eaa95b9a19f4a73babc51c5,INV-004210,14900,14900,0,14900,14900,usd,paid,True,cus_b61bf6b8c946478fb8f38667,sub_5d8061285ae2497e9dde6121,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T13:32:00Z
in_8ef35accf605423e9f82596c,INV-004211,14900,14900,0,14900,14900,usd,paid,True,cus_69a9f39bbde740e39094c145,sub_f42bb7d2614a4ce5b055da70,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T18:18:00Z
in_5af55a71ee0c4f64a29a40cc,INV-004212,2900,2900,0,2900,2900,usd,paid,True,cus_de244b2f2b56400e82ecf296,sub_561deefc30e84cf5ade9eb54,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T20:46:00Z
in_0096031e1ea44eb2be0254d2,INV-004213,14900,14900,0,14900,14900,usd,paid,True,cus_b9d7a1badd5b44e999eba3d2,sub_92a89f49cb524ccf88e7ba81,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T19:01:00Z
in_1102548947454800b227efb7,INV-004214,4900,4900,0,4900,4900,usd,paid,True,cus_af0cc57491ef4c77b96dde99,sub_888bfca4f12540cabc2a1110,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T17:32:00Z
in_4322f4f18236483797ea8220,INV-004215,3900,3900,0,3900,3900,usd,paid,True,cus_c208a0dcd32a4bb08bb1040c,sub_9f9e62d4b690471aa25a0ae8,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:15:00Z
in_bf64a09f98124ba28239f186,INV-004216,4900,4900,0,4900,4900,usd,paid,True,cus_43448d37ce364ea89c7b577c,sub_dde507f08859475997c7fe0f,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T00:45:00Z
in_3d898d895ed7466e930b8728,INV-004217,2900,2900,0,2900,2900,usd,paid,True,cus_1ff8e78460884a6b980320d6,sub_e8fbd540427c4ea584f03ffd,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T02:13:00Z
in_8e6d4c6216fb4041bf5bbd7b,INV-004218,4900,4900,0,4900,4900,usd,paid,True,cus_48daa2cee1a94d4892a9b46a,sub_8f06976dc51743c5b4311bc4,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:18:00Z
in_4203968b49404f2f96b37fdf,INV-004219,7900,7900,0,7900,7900,usd,paid,True,cus_39f0df8a00f94e88ab134e88,sub_88f105c73fa84bc98eeec701,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:30:00Z
in_d9255a0a88ca4ef694b1dc99,INV-004220,4900,4900,0,4900,4900,usd,paid,True,cus_6efd7e7e7e63427b9c4a9841,sub_6c5a3771fee04d62a1672439,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:16:00Z
in_876455857b6f45c4a701c183,INV-004221,4900,4900,0,4900,4900,usd,paid,True,cus_a5892e6a576142c4b1220ac9,sub_60983138eed54841a3e80194,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:17:00Z
in_3d4d7a73d91e4c77b1ac3a1a,INV-004222,7900,7900,0,7900,7900,usd,paid,True,cus_aecfa2b1f68d45f685bba8e2,sub_07178c94340242cab2a548a3,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:48:00Z
in_a6582b1b2f724fc0a014a928,INV-004223,2900,2900,0,2900,2900,usd,paid,True,cus_db9a9dd9854f41558cf5bd48,sub_b035b4a6b31947cab3879149,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T04:07:00Z
in_e2f938829b4b420aa73d112b,INV-004224,3900,3900,0,3900,3900,usd,paid,True,cus_48f095ad59f34c27bffcd2cf,sub_671aaf10bf4348ba8cd928d5,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:05:00Z
in_b34bf33279db439da020851d,INV-004225,2900,2900,0,2900,2900,usd,paid,True,cus_9446a558844746cd8e32dca2,sub_5a86d2c3c8224d2ea47a258b,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:53:00Z
in_c4413dc538b145aba9a390e1,INV-004226,4900,4900,0,4900,4900,usd,paid,True,cus_25aab76d63964ca1ae3a5891,sub_99e30d6895044d529821b097,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T04:05:00Z
in_21c7147d0998455f979c9361,INV-004227,2900,2900,0,2900,2900,usd,paid,True,cus_57983b6736384602b85f6411,sub_04f6351ab5d64e2589ddfd2f,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:55:00Z
in_298385df4d3d454aa7ba787a,INV-004228,2900,2900,0,2900,2900,usd,paid,True,cus_ae1ed9868f8141b5b52a0e4d,sub_dbf2a8861e1b4b798b657666,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T02:46:00Z
in_042f6fd75640495e8bfa2517,INV-004229,7900,7900,0,7900,7900,usd,paid,True,cus_7b498ca06a874547a1bedaea,sub_744348a84d7d44c5b259eb0d,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T05:39:00Z
in_617d04b542f34a8081716e39,INV-004230,2900,2900,0,2900,2900,usd,paid,True,cus_3335c9540ced4a50a95278b7,sub_97e5d1bdc4334da3b0c6216a,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T00:12:00Z
in_f355f5a7dff84fe58a1ff7e0,INV-004231,3900,3900,0,3900,3900,usd,paid,True,cus_4c9c50a6d70c4d49b2cfb998,sub_4d53d3ab87644364a5bcfe19,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:46:00Z
in_5b1cac72127244a2b87059b6,INV-004232,2900,2900,0,2900,2900,usd,paid,True,cus_0ba1832242dd43ebafc79803,sub_0fe629515e314ea0bad035e6,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:53:00Z
in_d2e4dce9d2f34f629ef6e533,INV-004233,14900,14900,0,14900,14900,usd,paid,True,cus_45643cbb6a3e48828bd2d80c,sub_9dd27ebdf0d040bcb179d97d,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:00:00Z
in_fc0b39bd6a4a4979b572bbd0,INV-004234,3900,3900,0,3900,3900,usd,paid,True,cus_6a4cb8cf01f04d5aabd37be8,sub_6e250ae44cbb4ab3a0daaeb9,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:52:00Z
in_81290a51dbd54b889d14c0c6,INV-004235,3900,3900,0,3900,3900,usd,paid,True,cus_523658002d38417597298c57,sub_cdcb68984de1437c8ecaa973,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T00:28:00Z
in_89b495fcf1134f5ab8329aae,INV-004236,14900,14900,0,14900,14900,usd,paid,True,cus_ddecb9a69095404c9ab3eb07,sub_c4e69f34ef3e43308b117c45,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:24:00Z
in_91d1077a37d040e8bbdc3cbd,INV-004237,3900,3900,0,3900,3900,usd,paid,True,cus_ecd1861a2b1d46bdae13f923,sub_e9412bbf87c84a1691d70f04,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:09:00Z
in_7ea2756c8018471faf5f0f90,INV-004238,3900,3900,0,3900,3900,usd,paid,True,cus_e00a04ffbf014f5c85c95b15,sub_0cd5a02ca46b4ab4b473d290,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:17:00Z
in_d44bd3ed48f74eb08faa129b,INV-004239,3900,3900,0,3900,3900,usd,paid,True,cus_07dff25a06854bf98c23d199,sub_5db21561dc33476ab7041233,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:57:00Z
in_a568a7d6125d444f8ac7ca55,INV-004240,14900,14900,0,14900,14900,usd,paid,True,cus_7110f1794c33471aaad7c7cd,sub_12048175808d4510b456d560,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:10:00Z
in_629eee95ca1d48e588a00417,INV-004241,2900,2900,0,2900,2900,usd,paid,True,cus_73d7e02aed0e439a98f62989,sub_72bc4c0ed2364eaf8b4850e9,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:20:00Z
in_271a00ce012e4fedacfdbc02,INV-004242,3900,3900,0,3900,3900,usd,paid,True,cus_f027d45c49074e1a9a97c8ed,sub_4ad6aabc4a624db495d4c831,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:37:00Z
in_6c3def591830442aa8813065,INV-004243,2900,2900,0,2900,2900,usd,paid,True,cus_5e8b346d930e46beb8260fa8,sub_cbe859415c4c4015bce54f75,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T03:10:00Z
in_a9f17cf891eb4dcf8570227c,INV-004244,3900,3900,0,3900,3900,usd,paid,True,cus_36987658a6c94e84821dd9cf,sub_6137515b18834af1b37a87a7,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T05:53:00Z
in_7e5580b5cc14416c869a5d39,INV-004245,2900,2900,0,2900,2900,usd,paid,True,cus_ad518ac05efd4ff5b164c101,sub_8b4ac3fc2c5e4f28a7be30ba,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T04:26:00Z
in_b8956077e65f4eb88912b31c,INV-004246,14900,14900,0,14900,14900,usd,paid,True,cus_1b70bc71fea6452aa066fefc,sub_2293ad8e96724ec9a7fa553d,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T01:27:00Z
in_92fdbe2aa5244665bcd896ab,INV-004247,3900,3900,0,3900,3900,usd,paid,True,cus_a1b2671032804807a8af9dfd,sub_a03e6899019c4f7b93340a5a,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T06:29:00Z
in_f8f48db6f4704f809e06534a,INV-004248,7900,7900,0,7900,7900,usd,paid,True,cus_925869bc8a334bed813fa797,sub_adf8eb14753045079c7d2ce0,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T04:42:00Z
in_801d32954fd14a3bb23e119f,INV-004249,2900,2900,0,2900,2900,usd,paid,True,cus_f3b584dcbedd4e92b3a62631,sub_4234c4e8928a42d59661d872,charge_automatically,1,,2025-10-07T00:00:00Z,2025-11-06T00:00:00Z,2025-10-07T04:35:00Z
in_cea67c22f3e149afa5ed8c78,INV-004250,3900,3900,0,3900,3900,usd,paid,True,cus_76166a7d2d294c71a67ae0f4,sub_5fc3db2631604904834638ed,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T11:18:00Z
in_7cd160c73ddd410e8c145187,INV-004251,3900,3900,0,3900,3900,usd,paid,True,cus_3b3208ab4d244accaec68c0a,sub_4ad7f23257aa41b68ae6267b,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T14:11:00Z
in_c5f5f2fe3c8f438296fae536,INV-004252,4900,4900,0,4900,4900,usd,paid,True,cus_1fc5e725a1dc466f9f83312a,sub_2406379a773748b9bc3dbda9,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T20:45:00Z
in_1ef3562f61ec4bc69582b482,INV-004253,3900,3900,0,3900,3900,usd,paid,True,cus_262c1f66d7154d0b920bce19,sub_3f06b74d8c1d441ea0aa6f20,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T20:22:00Z
in_92849226d583495381dee3ab,INV-004254,3900,3900,0,3900,3900,usd,paid,True,cus_d8ab3c687d26499d98f8c868,sub_a52d8b125dd440bcb214aca5,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T08:39:00Z
in_2ddcd551e97b46a1b0be0ffe,INV-004255,4900,4900,0,4900,4900,usd,paid,True,cus_beb2a516043444efba0984ff,sub_606d9696f6a04d308d62ebce,charge_automatically,1,,2025-10-08T00:00:00Z,2025-11-07T00:00:00Z,2025-10-08T15:23:00Z
