id,customer,status,amount,currency,interval,cancel_at_period_end,canceled_at,cancel_at,trial_start,trial_end,current_period_start,current_period_end,description,default_payment_method,latest_invoice,start_date,created
sub_bd71469e363e4476a37a142c,cus_be141d7467ba4c52bd76e238,active,14900,usd,month,False,,,,,2026-04-12T00:00:00Z,2026-05-12T00:00:00Z,Enterprise Plan,pm_aa593293426d4a93b1cb7b5e,in_25b56f03bef3481cba573d66,2025-08-15T00:00:00Z,2025-08-15T17:55:00Z
sub_62d2f983b5164eefbcdd0712,cus_448e36ecc2af48ebb54f8963,active,3900,usd,month,False,,,,,2026-04-12T00:00:00Z,2026-05-12T00:00:00Z,Growth Plan,pm_af2e57162e6a4b6895b43916,in_8f4b1bd22b924cb98568d1d2,2025-08-15T00:00:00Z,2025-08-15T18:06:00Z
sub_8ec251e322a1404b84d6db0e,cus_0910ef500b414335ad0eed59,active,3900,usd,month,False,,,,,2026-04-12T00:00:00Z,2026-05-12T00:00:00Z,Growth Plan,pm_9bb1a8ef33a842629ae8d759,in_db2de6d7eb224a41ad48f397,2025-08-15T00:00:00Z,2025-08-15T12:37:00Z
sub_11a828b018b4485eaf10accd,cus_e6b78b2b307b4f9d8ef591e5,active,3900,usd,month,False,,,,,2026-04-12T00:00:00Z,2026-05-12T00:00:00Z,Growth Plan,pm_8b0f73fc22424b28b7878abb,in_ef599039a9fd43a58fc3a20c,2025-08-15T00:00:00Z,2025-08-15T21:34:00Z
sub_28b3fb772053407bb06dfad5,cus_3f9ac455a8dc407f8993edd1,active,2900,usd,month,False,,,,,2026-04-12T00:00:00Z,2026-05-12T00:00:00Z,Starter Plan,pm_7c3976585e184fe8b3e641d3,in_2161a6ca746f4c189f27b942,2025-08-15T00:00:00Z,2025-08-15T21:06:00Z
sub_eb37cd93b7b84843aef0dbd7,cus_01e34ecf7d874f95b85e749c,canceled,3900,usd,month,False,2026-04-01T12:12:00Z,,,,2026-03-14T00:00:00Z,2026-04-13T00:00:00Z,Growth Plan,pm_c118905b7a1e48ee96cbc6cd,in_85d674b97d9f4825a11eec2b,2025-08-16T00:00:00Z,2025-08-16T10:04:00Z
sub_1a66eedef5c34ba9bff24c0e,cus_e9a67b5d3ce64730bc8d0cbf,active,3900,usd,month,False,,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Growth Plan,pm_ba6882aa5982441e99f64098,in_e6dcc927e2664ab387c1c78b,2025-08-16T00:00:00Z,2025-08-16T22:45:00Z
sub_787bf8934ed04eb39b54fa04,cus_5882b7dfc98a410892144dc7,active,7900,usd,month,False,,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Team Plan,pm_083a3e21d90e448fad51835d,in_6627ad15a15c484d922490a9,2025-08-16T00:00:00Z,2025-08-16T20:14:00Z
sub_cf4f593a18e6491789bdddfa,cus_0f53b7aad0f84c67867d44e8,active,4900,usd,month,False,,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Pro Plan,pm_b5a10e97c6a74693a0c18d20,in_2b170e9427d0467dbf3cfd4e,2025-08-16T00:00:00Z,2025-08-16T18:05:00Z
sub_a26b5e6dd8994c10a6a032eb,cus_ff4c8a453766435ea92f40d0,canceled,7900,usd,month,False,2026-04-20T14:32:00Z,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Team Plan,pm_c1ae3bae9299423f933643b9,in_9a01f38f511e454fb2569f3e,2025-08-16T00:00:00Z,2025-08-16T09:20:00Z
sub_08c918c1968c46b89f30c339,cus_3a08b6708ffd42ea9deefa11,active,2900,usd,month,False,,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Starter Plan,pm_5e224933c0dc4c01a6aac3f7,in_1ecee03c1f764ca5925112bb,2025-08-16T00:00:00Z,2025-08-16T22:20:00Z
sub_68cc8c50c312482aaffb5b0e,cus_cb9e00c0477f47fe8568f4e4,canceled,2900,usd,month,False,2025-12-27T17:42:00Z,,,,2025-12-14T00:00:00Z,2026-01-13T00:00:00Z,Starter Plan,pm_8cc274b7000f4dc595fc7f55,in_4995e8abb0974e51b208b55b,2025-08-16T00:00:00Z,2025-08-16T17:20:00Z
sub_1c1fa62042fe44d79eabfe2b,cus_11e7421c62024f9b89fcc763,active,3900,usd,month,False,,,,,2026-04-13T00:00:00Z,2026-05-13T00:00:00Z,Growth Plan,pm_e45b37e9b69c404b82834294,in_ece5075a1b294e9da37e71fa,2025-08-16T00:00:00Z,2025-08-16T12:22:00Z
sub_74e6911449cf4cdebcf8c3b0,cus_5725cae173ae47558da525e8,canceled,14900,usd,month,False,2025-11-18T21:06:00Z,,,,2025-11-15T00:00:00Z,2025-12-15T00:00:00Z,Enterprise Plan,pm_58fb75c0be1742a7a49a2c91,in_491c6d44dcbf4fb483247ea7,2025-08-17T00:00:00Z,2025-08-17T10:46:00Z
sub_2380e8ebdbaa4f9b93e12746,cus_77edf7952d6548ea9a2565db,active,3900,usd,month,False,,,,,2026-04-14T00:00:00Z,2026-05-14T00:00:00Z,Growth Plan,pm_1c99f2002d6d4fdf91ee57ec,in_d54bbab6507d4866aa568dec,2025-08-17T00:00:00Z,2025-08-17T09:50:00Z
sub_28ddb9a6f74a423993254278,cus_99dd6a14b9ca4fddb9362082,active,2900,usd,month,False,,,,,2026-04-14T00:00:00Z,2026-05-14T00:00:00Z,Starter Plan,pm_76dcd468b1794b09b34b548f,in_3ea41742906a42c6a4041753,2025-08-17T00:00:00Z,2025-08-17T10:43:00Z
sub_aeee4f58b93643d2afbf3a8b,cus_397fb396cde3405bafa7667f,canceled,2900,usd,month,False,2025-12-15T22:36:00Z,,,,2025-12-15T00:00:00Z,2026-01-14T00:00:00Z,Starter Plan,pm_90274560ae1746a69cb6db25,in_998327ea3ca043c1b286757d,2025-08-17T00:00:00Z,2025-08-17T11:39:00Z
sub_9113b40028314b6db5868f4f,cus_9546e47510b14ace85313a96,canceled,2900,usd,month,False,2025-10-22T11:40:00Z,,,,2025-10-16T00:00:00Z,2025-11-15T00:00:00Z,Starter Plan,pm_a16f31ff8c044b959c1e57ae,in_3abda223853e4a4aadd5e9a7,2025-08-17T00:00:00Z,2025-08-17T22:30:00Z
sub_30627a3ea6e94094a34e6d76,cus_5e26e8eb834143fb8db6dba3,canceled,3900,usd,month,False,2025-11-01T10:36:00Z,,,,2025-10-16T00:00:00Z,2025-11-15T00:00:00Z,Growth Plan,pm_b1daf1cd6f194b5baa8e9508,in_61c879b6fe6f41a98e297336,2025-08-17T00:00:00Z,2025-08-17T22:38:00Z
sub_8c743cdea8114d58b9a57038,cus_5fb641a274e84d159e8fd607,active,4900,usd,month,False,,,,,2026-04-14T00:00:00Z,2026-05-14T00:00:00Z,Pro Plan,pm_6d846a47abcf46ec986c008c,in_c45aee0dabd94fa88341f402,2025-08-17T00:00:00Z,2025-08-17T09:56:00Z
sub_f838898e57024ec5918ef8f7,cus_c3224bb81abc4f1bad2761f7,canceled,2900,usd,month,False,2026-03-26T07:48:00Z,,,,2026-03-15T00:00:00Z,2026-04-14T00:00:00Z,Starter Plan,pm_1a7af95e07644ab5964175f2,in_73731a77ae164f01870cc48b,2025-08-17T00:00:00Z,2025-08-17T17:25:00Z
sub_cdf6256d323145bd885c04ad,cus_a11ce1bd47ab4a95b111d8f6,active,14900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Enterprise Plan,pm_b9f67cd3afee4c05936dfe2a,in_723a2e22e04c422b92a1f630,2025-08-18T00:00:00Z,2025-08-18T22:32:00Z
sub_239884a4805a4f32a59b824c,cus_1661c209605447e4b40d3129,active,3900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Growth Plan,pm_95570ad9f7f94926bad8e401,in_6c7270f4084e4305a04c91dc,2025-08-18T00:00:00Z,2025-08-18T10:55:00Z
sub_2fda7c55d9d84e548683da27,cus_461c115c057b45629aa66645,active,2900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Starter Plan,pm_4e7a808351184af5a68c0a1c,in_507f0bcf28a34d3b84229638,2025-08-18T00:00:00Z,2025-08-18T08:28:00Z
sub_514459f5b39e4477888b568a,cus_cd80e9af26214008bfbcd6cf,active,7900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Team Plan,pm_2401a4dab902425988774f46,in_f7d9d66b48234da3ba7d3225,2025-08-18T00:00:00Z,2025-08-18T22:55:00Z
sub_ff3b7e9bbe284854806bd373,cus_0195c251d848461cb203480b,active,4900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Pro Plan,pm_0f6352b0155041fb9d86d344,in_2181102145bf4e72aedee92b,2025-08-18T00:00:00Z,2025-08-18T19:10:00Z
sub_749d94b0b842403585f2bcd5,cus_563a311fb68245b281e5ef00,active,2900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Starter Plan,pm_adef1ad27e5743bfa67b7d87,in_48cac0a7d7fd4ceda76bcd0c,2025-08-18T00:00:00Z,2025-08-18T15:13:00Z
sub_2871938b0f8d46a79ebd2df1,cus_b85b8b014f2144f3bb382665,active,4900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Pro Plan,pm_b8c5639d390b4e6b80bf7dcb,in_123d2fba71074ff4939d4cf1,2025-08-18T00:00:00Z,2025-08-18T08:58:00Z
sub_8cc71ce550e64f749b98b2c2,cus_4de92938201f4156af6ec41e,canceled,4900,usd,month,False,2025-10-07T17:22:00Z,,,,2025-09-17T00:00:00Z,2025-10-17T00:00:00Z,Pro Plan,pm_c3d54fa3e62a4f99abbf4686,in_f5941629a0784ba9b7affc32,2025-08-18T00:00:00Z,2025-08-18T08:04:00Z
sub_cc80e985437a4e02af6c0832,cus_9583096e08f84c038eb4b797,canceled,4900,usd,month,False,2025-12-12T12:16:00Z,,,,2025-11-16T00:00:00Z,2025-12-16T00:00:00Z,Pro Plan,pm_7b676e781f7c4d99be9e9371,in_6db5d01a30fd4e529085bb66,2025-08-18T00:00:00Z,2025-08-18T20:49:00Z
sub_e5ba94132eb846d68e3ae3d1,cus_3cc7f234284b400ca606f90e,active,4900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Pro Plan,pm_7f943f55b83a46c2a49a19d6,in_fbe226fe33f24645ae7bb3e8,2025-08-18T00:00:00Z,2025-08-18T13:47:00Z
sub_876fdf6cbea8422aa8ed93d4,cus_cf845f8c993d45b78615fff6,active,2900,usd,month,False,,,,,2026-04-15T00:00:00Z,2026-05-15T00:00:00Z,Starter Plan,pm_92fe72df665844d4bd878458,in_a2a7f3eaf2734c3f802f5992,2025-08-18T00:00:00Z,2025-08-18T20:06:00Z
sub_5df48890f42b4e77b8d96438,cus_cbc9aaa961e64d718ace2383,canceled,3900,usd,month,False,2025-09-13T20:42:00Z,,,,2025-08-19T00:00:00Z,2025-09-18T00:00:00Z,Growth Plan,pm_dae8beb4b28441fb9b3e929f,in_c9f1d8106e574ec9a376918d,2025-08-19T00:00:00Z,2025-08-19T17:59:00Z
sub_0949a9aebda7439cb490e158,cus_f0f32c1e24d348b0a964d389,active,2900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Starter Plan,pm_7ff71c4c14f54d96a4f3afbe,in_cb7f9989e95e449397ce5b7c,2025-08-19T00:00:00Z,2025-08-19T14:10:00Z
sub_a22fe6b60a3c4edbbdd6fbba,cus_c0ca844b0f1a407d8e5f663b,active,2900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Starter Plan,pm_ded1ffb56d6e4dc98e41e430,in_49ba135deb994c7ab650e3fb,2025-08-19T00:00:00Z,2025-08-19T15:20:00Z
sub_660ef0989e344325be5d3bd2,cus_d6f231d21ce64a8c9e85b923,active,3900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Growth Plan,pm_d5e8de5144f74508a7a958df,in_c812db5208f848cda90575c9,2025-08-19T00:00:00Z,2025-08-19T17:15:00Z
sub_d34b4418b9664eb1b623faa7,cus_7368598ab4e245bfadb25f94,active,3900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Growth Plan,pm_a248426be6ac43378fdad96c,in_8058d4342ca244babd1e54bb,2025-08-19T00:00:00Z,2025-08-19T10:12:00Z
sub_26cbf591087841648e400305,cus_dc97b78e961c4238b51ac13f,canceled,2900,usd,month,False,2025-10-10T22:56:00Z,,,,2025-09-18T00:00:00Z,2025-10-18T00:00:00Z,Starter Plan,pm_2f9842b831fb4ad691104116,in_fe394ad751434067bf383e38,2025-08-19T00:00:00Z,2025-08-19T21:48:00Z
sub_04063dc187934ddca05a945b,cus_6e5ae674d3544a078b8c6d87,canceled,4900,usd,month,False,2025-12-06T17:00:00Z,,,,2025-11-17T00:00:00Z,2025-12-17T00:00:00Z,Pro Plan,pm_a372061cebfc4ac18f9f0bd4,in_f9d6b332845748cdb8a6f33c,2025-08-19T00:00:00Z,2025-08-19T15:05:00Z
sub_77d1890447c1409c9f943c20,cus_9ec722a732ab4a88937c9b06,active,4900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Pro Plan,pm_a36a5367c09b482d9b602fc0,in_28d3dfb19d1e4cf188282f73,2025-08-19T00:00:00Z,2025-08-19T22:09:00Z
sub_bfa200e488404224809deac7,cus_1afe9a50bb204c7383b585bb,active,14900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Enterprise Plan,pm_79a5490e175c4970946227bc,in_67414ff7224c409c8aa96a4d,2025-08-19T00:00:00Z,2025-08-19T19:16:00Z
sub_0401d59f735c43b19ba743b0,cus_77c7bd72cce847758b901e67,active,14900,usd,month,False,,,,,2026-04-16T00:00:00Z,2026-05-16T00:00:00Z,Enterprise Plan,pm_d49835e08e1946808b400de3,in_7a2a040aa0cc4b2c9da1a4c6,2025-08-19T00:00:00Z,2025-08-19T13:25:00Z
sub_405ab05b74c44ecdb4b26157,cus_762b083912bc475bbd1806e9,canceled,4900,usd,month,False,2026-01-26T03:06:00Z,,,,2026-01-16T00:00:00Z,2026-02-15T00:00:00Z,Pro Plan,pm_1d89e8e9e0604ec8bd7307ea,in_3e8ca3fbf1124c45b1e51bf6,2025-08-19T00:00:00Z,2025-08-19T08:52:00Z
sub_115e9877370045fabcc45de4,cus_df4e26001fa74124856e2b4a,canceled,14900,usd,month,False,2026-03-29T19:04:00Z,,,,2026-03-18T00:00:00Z,2026-04-17T00:00:00Z,Enterprise Plan,pm_bce1fa5bad0b4a24aa337859,in_ac7ad3bb44c44f14bd28f7af,2025-08-20T00:00:00Z,2025-08-20T08:47:00Z
sub_543d52fc9bb64bdebcbe1844,cus_db3713068e2a46178bff332b,active,3900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Growth Plan,pm_9dd6b7d874cd4ff89cbeb05c,in_19cbbe1014a24094af718715,2025-08-20T00:00:00Z,2025-08-20T14:23:00Z
sub_246bfa74cfa544c98f75d956,cus_2bea4f40a1a644a6acacaffc,active,2900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Starter Plan,pm_906ee774703a4212b9bbd36f,in_34c2ee2cbbb14ad5bc5d978c,2025-08-20T00:00:00Z,2025-08-20T14:13:00Z
sub_196cdc36c554419a96916bac,cus_4c9756a8e7994541a1a7ba5e,active,14900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Enterprise Plan,pm_1882b3acad374a4393711dae,in_1173e750de3a4644a5f5a454,2025-08-20T00:00:00Z,2025-08-20T12:17:00Z
sub_0004026dee7f4b8c930fcecb,cus_fea7a258b13245558137eb45,canceled,3900,usd,month,False,2025-09-17T06:33:00Z,,,,2025-08-20T00:00:00Z,2025-09-19T00:00:00Z,Growth Plan,pm_33b05137280a4c18b63b7e19,in_63a15182a11540bbb8f9ec51,2025-08-20T00:00:00Z,2025-08-20T11:49:00Z
sub_7333bc73ac8a4643975d18a5,cus_d1f0c6d7560646adb506f6df,active,7900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Team Plan,pm_73b6bf39bf3847d5ade1a6d0,in_b9012ee8c0084e9aad7088d4,2025-08-20T00:00:00Z,2025-08-20T13:27:00Z
sub_26aec791c6874772a520d778,cus_798ce526787b41a1becb5a99,active,4900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Pro Plan,pm_24f959b4c23944469f12f530,in_b4a02e84ce89471782f4a55a,2025-08-20T00:00:00Z,2025-08-20T08:02:00Z
sub_887d0efdb1fe4dadb86b6823,cus_8ce1b5f198274ee198dc0fad,active,3900,usd,month,False,,,,,2026-04-17T00:00:00Z,2026-05-17T00:00:00Z,Growth Plan,pm_bae8193488974c218942b264,in_4ccc1267e8b74ddf9680e9cd,2025-08-20T00:00:00Z,2025-08-20T09:11:00Z
sub_457e557c79154c6b898d6f40,cus_73a2653b1a744138af8e7cf3,canceled,2900,usd,month,False,2025-10-22T06:49:00Z,,,,2025-10-19T00:00:00Z,2025-11-18T00:00:00Z,Starter Plan,pm_c0ca36f993ce405fa1a31139,in_f8f7e4066751496e8cfec859,2025-08-20T00:00:00Z,2025-08-20T08:25:00Z
sub_77122d00cdd342f393362430,cus_bf7da5bece944284b1f9752b,canceled,4900,usd,month,False,2025-08-27T23:44:00Z,,,,2025-08-20T00:00:00Z,2025-09-19T00:00:00Z,Pro Plan,pm_d94d4b62babc4104aa9c993f,in_3c9169b501ff49b285b555ee,2025-08-20T00:00:00Z,2025-08-20T20:16:00Z
sub_6f78c7d84b754f158d7e28fc,cus_62bdf61b5418417bb2a1d93b,active,2900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Starter Plan,pm_a3892be98f3441eebd93c186,in_8df5ca982cde4e0f863e2afb,2025-08-21T00:00:00Z,2025-08-21T21:23:00Z
sub_29a8fbac7bf84accbc16f2b5,cus_33ff760e61f443bcba8b0d6d,active,7900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Team Plan,pm_b025d835d6c540aeb40e279c,in_31e8f39a3b774bfeaa690195,2025-08-21T00:00:00Z,2025-08-21T10:30:00Z
sub_96ff658767c1425b8a2f76b3,cus_dc89f466ee64465b98109bdf,active,3900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Growth Plan,pm_eaeeef67329d4855997cc562,in_b66a4063c878490e8e702307,2025-08-21T00:00:00Z,2025-08-21T12:09:00Z
sub_041d69fe4862489dbfb04dc3,cus_70716f06ee0f4d1d973b5c08,active,2900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Starter Plan,pm_39e97182e9444727a4712fa9,in_638e34296abe465f9fc6f6bd,2025-08-21T00:00:00Z,2025-08-21T08:11:00Z
sub_f1570cbe5145455da2021dbe,cus_1a2684f9d6db45f9b25b93b3,canceled,3900,usd,month,False,2026-01-27T02:45:00Z,,,,2026-01-18T00:00:00Z,2026-02-17T00:00:00Z,Growth Plan,pm_28f4b96958e240be993e3e69,in_ad3f83b268aa4bd19003709c,2025-08-21T00:00:00Z,2025-08-21T16:43:00Z
sub_26a64a5a667942c6bb6b0a4c,cus_dbc7cc94e9da42399fbd7500,active,7900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Team Plan,pm_a7197a74da8a43c89c5c313a,in_f7587d85403345e2be4c216f,2025-08-21T00:00:00Z,2025-08-21T09:11:00Z
sub_39246d5731ae45db87c3c4c7,cus_11916abef7a6406d81c836e3,active,3900,usd,month,False,,,,,2026-04-18T00:00:00Z,2026-05-18T00:00:00Z,Growth Plan,pm_c71f8eb514e64082b3b5e3d5,in_1b28633a863f4c74922ef4a2,2025-08-21T00:00:00Z,2025-08-21T17:06:00Z
sub_abc5aa26d171406394607b93,cus_a951dce757414354a1be7c55,canceled,2900,usd,month,False,2026-03-13T16:57:00Z,,,,2026-02-17T00:00:00Z,2026-03-19T00:00:00Z,Starter Plan,pm_5062d874e6244afe88c946a2,in_cf8d97eb1e3245e5aa914e77,2025-08-21T00:00:00Z,2025-08-21T09:03:00Z
sub_07addb74b1e84948915f20b9,cus_69ed4cdc64bc452396bdac1c,canceled,2900,usd,month,False,2026-04-02T05:29:00Z,,,,2026-03-19T00:00:00Z,2026-04-18T00:00:00Z,Starter Plan,pm_c4385b8990b04acc8051c89d,in_97c400295c814523b411090d,2025-08-21T00:00:00Z,2025-08-21T21:23:00Z
sub_e7db004f31e14391a33c6435,cus_37bedf25d04d466d88eaad75,canceled,3900,usd,month,False,2025-11-08T22:38:00Z,,,,2025-10-20T00:00:00Z,2025-11-19T00:00:00Z,Growth Plan,pm_f9537dcd1fb04eefb8235753,in_4adcb343258e491d93bfdb1d,2025-08-21T00:00:00Z,2025-08-21T09:34:00Z
sub_153082714b9d4be5832d01b1,cus_7e739c3030ff4cbea1cbbb3c,canceled,3900,usd,month,False,2025-11-28T15:00:00Z,,,,2025-11-19T00:00:00Z,2025-12-19T00:00:00Z,Growth Plan,pm_089bcf4890aa48298e0a500b,in_9e875f65dd374ecea822fe19,2025-08-21T00:00:00Z,2025-08-21T13:06:00Z
sub_7e14789d88fc4d6a8f080dcd,cus_3ad13b11b23c46fba75d2542,canceled,3900,usd,month,False,2026-04-06T17:28:00Z,,,,2026-03-19T00:00:00Z,2026-04-18T00:00:00Z,Growth Plan,pm_b9ed0f2c27bb4e3894cbabff,in_55cddb93c97b4276b3fd4dc2,2025-08-21T00:00:00Z,2025-08-21T16:59:00Z
sub_bded810c261f4fdda1cc9b0f,cus_1335fca5c93c4467aeb8b143,active,2900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Starter Plan,pm_19687a8d373d4c9688ad56b8,in_90d34a5e83e94a49a79d1647,2025-08-22T00:00:00Z,2025-08-22T11:07:00Z
sub_3ee9160c0af8421e9dd7080f,cus_081b05a97cca487faebdc430,canceled,3900,usd,month,False,2025-09-12T19:17:00Z,,,,2025-08-22T00:00:00Z,2025-09-21T00:00:00Z,Growth Plan,pm_8c9da662effe4c39907d7b22,in_1bbd9072d5c64ab09e86774f,2025-08-22T00:00:00Z,2025-08-22T08:04:00Z
sub_8bd58d64d6b5417c988cecb7,cus_8a083ea2acf3464ab27bcb5f,active,4900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Pro Plan,pm_fea49c94088e4744b6491836,in_1eda4c31e2b547659220daa0,2025-08-22T00:00:00Z,2025-08-22T13:43:00Z
sub_6e85e8d47c5140aab61e2114,cus_68acbb773df346bfb0b382cd,canceled,2900,usd,month,False,2026-03-13T12:04:00Z,,,,2026-02-18T00:00:00Z,2026-03-20T00:00:00Z,Starter Plan,pm_1fdb60a220f54414afe95bc9,in_bfe7866fc9be40ecb4d6bc14,2025-08-22T00:00:00Z,2025-08-22T20:24:00Z
sub_021313dfc01f41e188e0e3bd,cus_211426eadf0b4de4a1c75ce1,active,4900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Pro Plan,pm_4e3fbfd383a94d819f646957,in_625ce45ac9b6485a95ee7dca,2025-08-22T00:00:00Z,2025-08-22T15:58:00Z
sub_2592d9c925064d86aeb37a83,cus_f8b07bc2a2d1484c99748e7a,canceled,4900,usd,month,False,2025-11-03T03:27:00Z,,,,2025-10-21T00:00:00Z,2025-11-20T00:00:00Z,Pro Plan,pm_eeae5e47d33b4a9e827a0519,in_fb9aaefbb5404f10826f5906,2025-08-22T00:00:00Z,2025-08-22T21:19:00Z
sub_31fc8f903fb142beae47f6ca,cus_ec0f8d9bab9f48e49e60e871,active,4900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Pro Plan,pm_5145b14a90e74a599ab7fbaa,in_1530998c9cf346a8bd6f3583,2025-08-22T00:00:00Z,2025-08-22T13:29:00Z
sub_6fcb9293e0a3498f871d9f16,cus_69ab87f37cfe481aa3de8611,active,2900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Starter Plan,pm_819d140d2e434f65b473b082,in_00bb9412bcd1405a98670d9c,2025-08-22T00:00:00Z,2025-08-22T09:44:00Z
sub_e90eecfbdb5e4dcaaaec3528,cus_cc02c8b1164b4634ad9ee8ce,active,2900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Starter Plan,pm_e726ca2efe034f729b8e689e,in_2c047307cc584ea096518940,2025-08-22T00:00:00Z,2025-08-22T18:02:00Z
sub_4f793ebba42540448d3af836,cus_70ba1add639348baa05fbccf,active,2900,usd,month,False,,,,,2026-04-19T00:00:00Z,2026-05-19T00:00:00Z,Starter Plan,pm_a3dea6889e774c5aa743ad83,in_5f5073f2fe1440ed88693391,2025-08-22T00:00:00Z,2025-08-22T18:29:00Z
sub_aadf62521cfb45e585e657b7,cus_96fbb215286e4ec9a78d2996,active,3900,usd,month,False,,,,,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,Growth Plan,pm_5609ec2131ae4f42a17c0945,in_c4bd34d82a924420ab86f1b0,2025-08-23T00:00:00Z,2025-08-23T14:04:00Z
sub_55f08df62a9347ce8bf97b17,cus_e5442a9022cd4700941da0d2,active,3900,usd,month,False,,,,,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,Growth Plan,pm_0642eb8915524ab2ae655281,in_c3ca673dc712405faf509b02,2025-08-23T00:00:00Z,2025-08-23T12:49:00Z
sub_27deaf9aed3b4a33aa34ec1e,cus_7d0057f72e48482096151041,active,2900,usd,month,False,,,,,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,Starter Plan,pm_a3694d3591c5448ca5f60744,in_8f840d84004f435d810c7016,2025-08-23T00:00:00Z,2025-08-23T22:27:00Z
sub_02d71221a19c4a27bc64224c,cus_4b55d031270347cba3c2ef46,active,4900,usd,month,False,,,,,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,Pro Plan,pm_a577ea71ee9a45eaa81a98a1,in_e9dfe7d61ba24487a142636a,2025-08-23T00:00:00Z,2025-08-23T17:45:00Z
sub_a8bf75a0a06b4d9790b5ba7d,cus_25edf248310c46d68df0d489,canceled,2900,usd,month,False,2025-11-23T10:54:00Z,,,,2025-11-21T00:00:00Z,2025-12-21T00:00:00Z,Starter Plan,pm_6825eedf93194e5584082139,in_d6659879ea1047e1894f1ebf,2025-08-23T00:00:00Z,2025-08-23T15:26:00Z
sub_b74307c4e75c4991bd3cfb94,cus_f1f3ca60500a4b40b4bdafa0,active,7900,usd,month,False,,,,,2026-04-20T00:00:00Z,2026-05-20T00:00:00Z,Team Plan,pm_79f61c3fbf2f433e96d12712,in_c05c7d234bc1429496c77dd5,2025-08-23T00:00:00Z,2025-08-23T11:59:00Z
sub_fbbc0ba6d9134f2abdb0887e,cus_b96e3caaba684fa6b763143b,active,2900,usd,month,False,,,,,2026-04-21T00:00:00Z,2026-05-21T00:00:00Z,Starter Plan,pm_7fd4c87d32194952885db5fc,in_8a3aa75e3a3b4c81a0a29f32,2025-08-24T00:00:00Z,2025-08-24T10:51:00Z
sub_6f2eb11014944a63940a6d9e,cus_28d226acc92d4a5eb26304f5,canceled,3900,usd,month,False,2026-04-17T03:09:00Z,,,,2026-03-22T00:00:00Z,2026-04-21T00:00:00Z,Growth Plan,pm_b983649721c54b279e2d76ae,in_46bc763bcf824227b8c57802,2025-08-24T00:00:00Z,2025-08-24T08:02:00Z
