date,event_name,event_count,total_users,event_count_per_user,event_value,conversions,total_revenue
2025-06-13T00:00:00Z,view_item,634,315,2.01,0.0,0,0.0
2025-06-14T00:00:00Z,page_view,1234,455,2.71,0.0,0,0.0
2025-06-14T00:00:00Z,scroll,709,464,1.53,0.0,0,0.0
2025-06-14T00:00:00Z,click,486,282,1.72,0.0,0,0.0
2025-06-14T00:00:00Z,sign_up,177,63,2.81,0.0,28,0.0
2025-06-14T00:00:00Z,purchase,90,43,2.09,98.33,15,722.03
2025-06-14T00:00:00Z,add_to_cart,145,99,1.46,182.39,0,0.0
2025-06-14T00:00:00Z,begin_checkout,97,30,3.23,0.0,0,0.0
2025-06-14T00:00:00Z,view_item,303,99,3.06,0.0,0,0.0
2025-06-15T00:00:00Z,page_view,1249,452,2.76,0.0,0,0.0
2025-06-15T00:00:00Z,scroll,821,571,1.44,0.0,0,0.0
2025-06-15T00:00:00Z,click,510,242,2.11,0.0,0,0.0
2025-06-15T00:00:00Z,sign_up,154,77,2.0,0.0,28,0.0
2025-06-15T00:00:00Z,purchase,116,43,2.7,176.25,13,552.88
2025-06-15T00:00:00Z,add_to_cart,138,68,2.03,168.81,0,0.0
2025-06-15T00:00:00Z,begin_checkout,111,61,1.82,0.0,0,0.0
2025-06-15T00:00:00Z,view_item,334,179,1.87,0.0,0,0.0
2025-06-16T00:00:00Z,page_view,1671,1070,1.56,0.0,0,0.0
2025-06-16T00:00:00Z,scroll,926,478,1.94,0.0,0,0.0
2025-06-16T00:00:00Z,click,754,489,1.54,0.0,0,0.0
2025-06-16T00:00:00Z,sign_up,232,130,1.78,0.0,40,0.0
2025-06-16T00:00:00Z,purchase,168,53,3.17,114.43,19,693.48
2025-06-16T00:00:00Z,add_to_cart,208,64,3.25,414.12,0,0.0
2025-06-16T00:00:00Z,begin_checkout,149,88,1.69,0.0,0,0.0
2025-06-16T00:00:00Z,view_item,517,339,1.53,0.0,0,0.0
2025-06-17T00:00:00Z,page_view,2345,1410,1.66,0.0,0,0.0
2025-06-17T00:00:00Z,scroll,1038,353,2.94,0.0,0,0.0
2025-06-17T00:00:00Z,click,699,473,1.48,0.0,0,0.0
2025-06-17T00:00:00Z,sign_up,294,166,1.77,0.0,44,0.0
2025-06-17T00:00:00Z,purchase,161,106,1.52,112.1,31,1203.11
2025-06-17T00:00:00Z,add_to_cart,197,113,1.74,335.81,0,0.0
2025-06-17T00:00:00Z,begin_checkout,165,90,1.83,0.0,0,0.0
2025-06-17T00:00:00Z,view_item,548,178,3.08,0.0,0,0.0
2025-06-18T00:00:00Z,page_view,2175,1073,2.03,0.0,0,0.0
2025-06-18T00:00:00Z,scroll,1169,702,1.67,0.0,0,0.0
2025-06-18T00:00:00Z,click,1058,681,1.55,0.0,0,0.0
2025-06-18T00:00:00Z,sign_up,313,211,1.48,0.0,41,0.0
2025-06-18T00:00:00Z,purchase,204,119,1.71,195.15,25,1375.32
2025-06-18T00:00:00Z,add_to_cart,233,71,3.28,300.61,0,0.0
2025-06-18T00:00:00Z,begin_checkout,181,117,1.55,0.0,0,0.0
2025-06-18T00:00:00Z,view_item,719,274,2.62,0.0,0,0.0
2025-06-19T00:00:00Z,page_view,2471,1346,1.84,0.0,0,0.0
2025-06-19T00:00:00Z,scroll,1351,908,1.49,0.0,0,0.0
2025-06-19T00:00:00Z,click,1091,686,1.59,0.0,0,0.0
2025-06-19T00:00:00Z,sign_up,372,239,1.56,0.0,41,0.0
2025-06-19T00:00:00Z,purchase,199,67,2.97,350.28,28,1374.24
2025-06-19T00:00:00Z,add_to_cart,248,86,2.88,144.8,0,0.0
2025-06-19T00:00:00Z,begin_checkout,172,51,3.37,0.0,0,0.0
2025-06-19T00:00:00Z,view_item,642,331,1.94,0.0,0,0.0
2025-06-20T00:00:00Z,page_view,2415,1440,1.68,0.0,0,0.0
2025-06-20T00:00:00Z,scroll,1065,503,2.12,0.0,0,0.0
2025-06-20T00:00:00Z,click,713,495,1.44,0.0,0,0.0
2025-06-20T00:00:00Z,sign_up,296,110,2.69,0.0,44,0.0
2025-06-20T00:00:00Z,purchase,167,50,3.34,278.73,21,1079.21
2025-06-20T00:00:00Z,add_to_cart,183,78,2.35,225.49,0,0.0
2025-06-20T00:00:00Z,begin_checkout,150,104,1.44,0.0,0,0.0
2025-06-20T00:00:00Z,view_item,450,281,1.6,0.0,0,0.0
2025-06-21T00:00:00Z,page_view,1451,635,2.29,0.0,0,0.0
2025-06-21T00:00:00Z,scroll,758,403,1.88,0.0,0,0.0
2025-06-21T00:00:00Z,click,598,299,2.0,0.0,0,0.0
2025-06-21T00:00:00Z,sign_up,192,129,1.49,0.0,31,0.0
2025-06-21T00:00:00Z,purchase,109,50,2.18,64.88,15,557.33
2025-06-21T00:00:00Z,add_to_cart,166,54,3.07,263.77,0,0.0
2025-06-21T00:00:00Z,begin_checkout,134,64,2.09,0.0,0,0.0
2025-06-21T00:00:00Z,view_item,355,179,1.98,0.0,0,0.0
2025-06-22T00:00:00Z,page_view,1562,946,1.65,0.0,0,0.0
2025-06-22T00:00:00Z,scroll,1034,531,1.95,0.0,0,0.0
2025-06-22T00:00:00Z,click,691,327,2.11,0.0,0,0.0
2025-06-22T00:00:00Z,sign_up,223,132,1.69,0.0,26,0.0
2025-06-22T00:00:00Z,purchase,129,53,2.43,236.01,14,674.89
2025-06-22T00:00:00Z,add_to_cart,172,89,1.93,172.61,0,0.0
2025-06-22T00:00:00Z,begin_checkout,142,59,2.41,0.0,0,0.0
2025-06-22T00:00:00Z,view_item,414,152,2.72,0.0,0,0.0
2025-06-23T00:00:00Z,page_view,1750,783,2.23,0.0,0,0.0
2025-06-23T00:00:00Z,scroll,929,288,3.23,0.0,0,0.0
2025-06-23T00:00:00Z,click,744,415,1.79,0.0,0,0.0
2025-06-23T00:00:00Z,sign_up,216,125,1.73,0.0,40,0.0
2025-06-23T00:00:00Z,purchase,159,92,1.73,162.61,21,1202.59
2025-06-23T00:00:00Z,add_to_cart,200,109,1.83,156.75,0,0.0
2025-06-23T00:00:00Z,begin_checkout,147,71,2.07,0.0,0,0.0
2025-06-23T00:00:00Z,view_item,417,279,1.49,0.0,0,0.0
2025-06-24T00:00:00Z,page_view,2172,1392,1.56,0.0,0,0.0
2025-06-24T00:00:00Z,scroll,1047,331,3.16,0.0,0,0.0
2025-06-24T00:00:00Z,click,700,435,1.61,0.0,0,0.0
2025-06-24T00:00:00Z,sign_up,226,106,2.13,0.0,41,0.0
2025-06-24T00:00:00Z,purchase,167,58,2.88,221.74,21,672.19
2025-06-24T00:00:00Z,add_to_cart,197,131,1.5,195.94,0,0.0
2025-06-24T00:00:00Z,begin_checkout,153,95,1.61,0.0,0,0.0
2025-06-24T00:00:00Z,view_item,590,362,1.63,0.0,0,0.0
2025-06-25T00:00:00Z,page_view,2387,781,3.06,0.0,0,0.0
2025-06-25T00:00:00Z,scroll,937,430,2.18,0.0,0,0.0
2025-06-25T00:00:00Z,click,893,373,2.39,0.0,0,0.0
2025-06-25T00:00:00Z,sign_up,282,121,2.33,0.0,46,0.0
2025-06-25T00:00:00Z,purchase,145,55,2.64,164.99,31,934.33
2025-06-25T00:00:00Z,add_to_cart,235,102,2.3,281.16,0,0.0
2025-06-25T00:00:00Z,begin_checkout,182,101,1.8,0.0,0,0.0
2025-06-25T00:00:00Z,view_item,534,319,1.67,0.0,0,0.0
2025-06-26T00:00:00Z,page_view,2158,881,2.45,0.0,0,0.0
2025-06-26T00:00:00Z,scroll,1307,697,1.88,0.0,0,0.0
2025-06-26T00:00:00Z,click,934,444,2.1,0.0,0,0.0
2025-06-26T00:00:00Z,sign_up,278,135,2.06,0.0,37,0.0
2025-06-26T00:00:00Z,purchase,156,102,1.53,90.88,22,1179.34
2025-06-26T00:00:00Z,add_to_cart,219,76,2.88,144.9,0,0.0
2025-06-26T00:00:00Z,begin_checkout,192,89,2.16,0.0,0,0.0
2025-06-26T00:00:00Z,view_item,594,317,1.87,0.0,0,0.0
2025-06-27T00:00:00Z,page_view,2062,1380,1.49,0.0,0,0.0
2025-06-27T00:00:00Z,scroll,1007,303,3.32,0.0,0,0.0
2025-06-27T00:00:00Z,click,867,531,1.63,0.0,0,0.0
2025-06-27T00:00:00Z,sign_up,303,183,1.66,0.0,40,0.0
2025-06-27T00:00:00Z,purchase,189,112,1.69,227.43,21,1038.4
2025-06-27T00:00:00Z,add_to_cart,207,96,2.16,364.58,0,0.0
2025-06-27T00:00:00Z,begin_checkout,182,79,2.3,0.0,0,0.0
2025-06-27T00:00:00Z,view_item,487,187,2.6,0.0,0,0.0
2025-06-28T00:00:00Z,page_view,1705,744,2.29,0.0,0,0.0
2025-06-28T00:00:00Z,scroll,719,242,2.97,0.0,0,0.0
2025-06-28T00:00:00Z,click,519,329,1.58,0.0,0,0.0
2025-06-28T00:00:00Z,sign_up,229,106,2.16,0.0,29,0.0
2025-06-28T00:00:00Z,purchase,109,49,2.22,124.51,17,658.15
2025-06-28T00:00:00Z,add_to_cart,176,99,1.78,150.03,0,0.0
2025-06-28T00:00:00Z,begin_checkout,135,77,1.75,0.0,0,0.0
2025-06-28T00:00:00Z,view_item,372,250,1.49,0.0,0,0.0
2025-06-29T00:00:00Z,page_view,1775,727,2.44,0.0,0,0.0
2025-06-29T00:00:00Z,scroll,864,525,1.65,0.0,0,0.0
2025-06-29T00:00:00Z,click,711,485,1.47,0.0,0,0.0
2025-06-29T00:00:00Z,sign_up,221,141,1.57,0.0,28,0.0
2025-06-29T00:00:00Z,purchase,119,81,1.47,100.47,16,911.12
2025-06-29T00:00:00Z,add_to_cart,187,82,2.28,118.39,0,0.0
2025-06-29T00:00:00Z,begin_checkout,136,82,1.66,0.0,0,0.0
2025-06-29T00:00:00Z,view_item,464,227,2.04,0.0,0,0.0
2025-06-30T00:00:00Z,page_view,2259,1457,1.55,0.0,0,0.0
2025-06-30T00:00:00Z,scroll,1172,814,1.44,0.0,0,0.0
2025-06-30T00:00:00Z,click,781,368,2.12,0.0,0,0.0
2025-06-30T00:00:00Z,sign_up,252,132,1.91,0.0,43,0.0
2025-06-30T00:00:00Z,purchase,152,81,1.88,149.36,30,1521.96
2025-06-30T00:00:00Z,add_to_cart,200,136,1.47,273.48,0,0.0
2025-06-30T00:00:00Z,begin_checkout,189,66,2.86,0.0,0,0.0
2025-06-30T00:00:00Z,view_item,573,265,2.16,0.0,0,0.0
2025-07-01T00:00:00Z,page_view,1990,927,2.15,0.0,0,0.0
2025-07-01T00:00:00Z,scroll,1192,805,1.48,0.0,0,0.0
2025-07-01T00:00:00Z,click,801,387,2.07,0.0,0,0.0
2025-07-01T00:00:00Z,sign_up,238,81,2.94,0.0,41,0.0
2025-07-01T00:00:00Z,purchase,158,81,1.95,300.18,22,909.94
2025-07-01T00:00:00Z,add_to_cart,214,73,2.93,155.19,0,0.0
2025-07-01T00:00:00Z,begin_checkout,167,112,1.49,0.0,0,0.0
2025-07-01T00:00:00Z,view_item,511,227,2.25,0.0,0,0.0
2025-07-02T00:00:00Z,page_view,1766,795,2.22,0.0,0,0.0
2025-07-02T00:00:00Z,scroll,1067,375,2.85,0.0,0,0.0
2025-07-02T00:00:00Z,click,834,452,1.85,0.0,0,0.0
2025-07-02T00:00:00Z,sign_up,272,185,1.47,0.0,43,0.0
2025-07-02T00:00:00Z,purchase,164,84,1.95,209.38,28,1313.53
2025-07-02T00:00:00Z,add_to_cart,200,74,2.7,394.83,0,0.0
2025-07-02T00:00:00Z,begin_checkout,131,43,3.05,0.0,0,0.0
2025-07-02T00:00:00Z,view_item,437,202,2.16,0.0,0,0.0
2025-07-03T00:00:00Z,page_view,2305,1256,1.84,0.0,0,0.0
2025-07-03T00:00:00Z,scroll,1106,431,2.57,0.0,0,0.0
2025-07-03T00:00:00Z,click,889,295,3.01,0.0,0,0.0
2025-07-03T00:00:00Z,sign_up,266,149,1.79,0.0,50,0.0
2025-07-03T00:00:00Z,purchase,161,92,1.75,294.41,27,1473.99
2025-07-03T00:00:00Z,add_to_cart,221,104,2.12,284.79,0,0.0
2025-07-03T00:00:00Z,begin_checkout,162,57,2.84,0.0,0,0.0
2025-07-03T00:00:00Z,view_item,543,278,1.95,0.0,0,0.0
2025-07-04T00:00:00Z,page_view,1972,1080,1.83,0.0,0,0.0
2025-07-04T00:00:00Z,scroll,1118,714,1.57,0.0,0,0.0
2025-07-04T00:00:00Z,click,827,356,2.32,0.0,0,0.0
2025-07-04T00:00:00Z,sign_up,254,172,1.48,0.0,40,0.0
2025-07-04T00:00:00Z,purchase,169,90,1.88,148.18,23,1035.7
2025-07-04T00:00:00Z,add_to_cart,251,83,3.02,287.17,0,0.0
2025-07-04T00:00:00Z,begin_checkout,173,85,2.04,0.0,0,0.0
2025-07-04T00:00:00Z,view_item,635,219,2.9,0.0,0,0.0
2025-07-05T00:00:00Z,page_view,1884,614,3.07,0.0,0,0.0
2025-07-05T00:00:00Z,scroll,843,569,1.48,0.0,0,0.0
2025-07-05T00:00:00Z,click,628,390,1.61,0.0,0,0.0
2025-07-05T00:00:00Z,sign_up,221,118,1.87,0.0,25,0.0
2025-07-05T00:00:00Z,purchase,131,48,2.73,80.11,12,533.75
2025-07-05T00:00:00Z,add_to_cart,173,78,2.22,102.23,0,0.0
2025-07-05T00:00:00Z,begin_checkout,133,67,1.99,0.0,0,0.0
2025-07-05T00:00:00Z,view_item,403,223,1.81,0.0,0,0.0
2025-07-06T00:00:00Z,page_view,1546,817,1.89,0.0,0,0.0
2025-07-06T00:00:00Z,scroll,637,226,2.82,0.0,0,0.0
2025-07-06T00:00:00Z,click,448,274,1.64,0.0,0,0.0
2025-07-06T00:00:00Z,sign_up,154,91,1.69,0.0,30,0.0
2025-07-06T00:00:00Z,purchase,116,66,1.76,155.47,18,960.73
2025-07-06T00:00:00Z,add_to_cart,131,71,1.85,156.26,0,0.0
2025-07-06T00:00:00Z,begin_checkout,116,72,1.61,0.0,0,0.0
2025-07-06T00:00:00Z,view_item,354,192,1.84,0.0,0,0.0
2025-07-07T00:00:00Z,page_view,2184,1087,2.01,0.0,0,0.0
2025-07-07T00:00:00Z,scroll,1172,553,2.12,0.0,0,0.0
2025-07-07T00:00:00Z,click,862,304,2.84,0.0,0,0.0
2025-07-07T00:00:00Z,sign_up,267,162,1.65,0.0,45,0.0
2025-07-07T00:00:00Z,purchase,170,114,1.49,218.04,32,1059.94
2025-07-07T00:00:00Z,add_to_cart,237,84,2.82,387.46,0,0.0
2025-07-07T00:00:00Z,begin_checkout,167,53,3.15,0.0,0,0.0
2025-07-07T00:00:00Z,view_item,501,305,1.64,0.0,0,0.0
2025-07-08T00:00:00Z,page_view,2726,1462,1.86,0.0,0,0.0
2025-07-08T00:00:00Z,scroll,1350,610,2.21,0.0,0,0.0
2025-07-08T00:00:00Z,click,840,287,2.93,0.0,0,0.0
2025-07-08T00:00:00Z,sign_up,265,183,1.45,0.0,45,0.0
2025-07-08T00:00:00Z,purchase,175,110,1.59,307.53,25,1418.22
2025-07-08T00:00:00Z,add_to_cart,237,92,2.58,135.69,0,0.0
2025-07-08T00:00:00Z,begin_checkout,191,119,1.61,0.0,0,0.0
2025-07-08T00:00:00Z,view_item,663,252,2.63,0.0,0,0.0
2025-07-09T00:00:00Z,page_view,2720,1577,1.72,0.0,0,0.0
2025-07-09T00:00:00Z,scroll,1325,490,2.7,0.0,0,0.0
2025-07-09T00:00:00Z,click,1150,642,1.79,0.0,0,0.0
2025-07-09T00:00:00Z,sign_up,321,164,1.96,0.0,40,0.0
2025-07-09T00:00:00Z,purchase,197,136,1.45,255.47,20,610.41
2025-07-09T00:00:00Z,add_to_cart,285,102,2.79,282.43,0,0.0
2025-07-09T00:00:00Z,begin_checkout,197,62,3.18,0.0,0,0.0
2025-07-09T00:00:00Z,view_item,702,362,1.94,0.0,0,0.0
2025-07-10T00:00:00Z,page_view,1826,902,2.02,0.0,0,0.0
2025-07-10T00:00:00Z,scroll,1101,406,2.71,0.0,0,0.0
2025-07-10T00:00:00Z,click,844,573,1.47,0.0,0,0.0
2025-07-10T00:00:00Z,sign_up,255,113,2.26,0.0,43,0.0
2025-07-10T00:00:00Z,purchase,178,75,2.37,106.76,25,796.34
2025-07-10T00:00:00Z,add_to_cart,198,126,1.57,240.15,0,0.0
2025-07-10T00:00:00Z,begin_checkout,151,75,2.01,0.0,0,0.0
2025-07-10T00:00:00Z,view_item,534,201,2.66,0.0,0,0.0
2025-07-11T00:00:00Z,page_view,2293,1037,2.21,0.0,0,0.0
2025-07-11T00:00:00Z,scroll,1152,749,1.54,0.0,0,0.0
2025-07-11T00:00:00Z,click,1037,618,1.68,0.0,0,0.0
2025-07-11T00:00:00Z,sign_up,344,217,1.59,0.0,44,0.0
2025-07-11T00:00:00Z,purchase,194,88,2.2,385.98,30,1337.63
2025-07-11T00:00:00Z,add_to_cart,265,138,1.92,174.43,0,0.0
2025-07-11T00:00:00Z,begin_checkout,163,53,3.08,0.0,0,0.0
2025-07-11T00:00:00Z,view_item,562,288,1.95,0.0,0,0.0
2025-07-12T00:00:00Z,page_view,2016,1208,1.67,0.0,0,0.0
2025-07-12T00:00:00Z,scroll,901,539,1.67,0.0,0,0.0
2025-07-12T00:00:00Z,click,706,280,2.52,0.0,0,0.0
2025-07-12T00:00:00Z,sign_up,245,145,1.69,0.0,32,0.0
2025-07-12T00:00:00Z,purchase,134,53,2.53,106.51,18,821.48
2025-07-12T00:00:00Z,add_to_cart,161,90,1.79,159.34,0,0.0
2025-07-12T00:00:00Z,begin_checkout,133,57,2.33,0.0,0,0.0
2025-07-12T00:00:00Z,view_item,495,180,2.75,0.0,0,0.0
2025-07-13T00:00:00Z,page_view,1995,1200,1.66,0.0,0,0.0
2025-07-13T00:00:00Z,scroll,876,377,2.32,0.0,0,0.0
2025-07-13T00:00:00Z,click,686,287,2.39,0.0,0,0.0
2025-07-13T00:00:00Z,sign_up,235,105,2.24,0.0,31,0.0
2025-07-13T00:00:00Z,purchase,122,72,1.69,204.94,15,541.67
2025-07-13T00:00:00Z,add_to_cart,186,105,1.77,235.69,0,0.0
2025-07-13T00:00:00Z,begin_checkout,150,85,1.76,0.0,0,0.0
2025-07-13T00:00:00Z,view_item,509,251,2.03,0.0,0,0.0
2025-07-14T00:00:00Z,page_view,2247,765,2.94,0.0,0,0.0
2025-07-14T00:00:00Z,scroll,1228,643,1.91,0.0,0,0.0
2025-07-14T00:00:00Z,click,950,402,2.36,0.0,0,0.0
2025-07-14T00:00:00Z,sign_up,341,152,2.24,0.0,43,0.0
2025-07-14T00:00:00Z,purchase,190,72,2.64,357.19,21,1214.24
2025-07-14T00:00:00Z,add_to_cart,221,151,1.46,172.62,0,0.0
2025-07-14T00:00:00Z,begin_checkout,200,60,3.33,0.0,0,0.0
2025-07-14T00:00:00Z,view_item,604,332,1.82,0.0,0,0.0
2025-07-15T00:00:00Z,page_view,2242,702,3.19,0.0,0,0.0
2025-07-15T00:00:00Z,scroll,940,308,3.05,0.0,0,0.0
2025-07-15T00:00:00Z,click,811,440,1.84,0.0,0,0.0
2025-07-15T00:00:00Z,sign_up,269,169,1.59,0.0,37,0.0
2025-07-15T00:00:00Z,purchase,155,57,2.72,111.34,21,1228.83
2025-07-15T00:00:00Z,add_to_cart,193,85,2.27,170.17,0,0.0
2025-07-15T00:00:00Z,begin_checkout,132,76,1.74,0.0,0,0.0
2025-07-15T00:00:00Z,view_item,431,290,1.49,0.0,0,0.0
2025-07-16T00:00:00Z,page_view,2539,765,3.32,0.0,0,0.0
2025-07-16T00:00:00Z,scroll,1343,665,2.02,0.0,0,0.0
2025-07-16T00:00:00Z,click,871,435,2.0,0.0,0,0.0
2025-07-16T00:00:00Z,sign_up,317,174,1.82,0.0,42,0.0
2025-07-16T00:00:00Z,purchase,192,80,2.4,171.39,28,1068.24
2025-07-16T00:00:00Z,add_to_cart,288,91,3.16,378.85,0,0.0
2025-07-16T00:00:00Z,begin_checkout,211,130,1.62,0.0,0,0.0
2025-07-16T00:00:00Z,view_item,680,338,2.01,0.0,0,0.0
2025-07-17T00:00:00Z,page_view,2603,1589,1.64,0.0,0,0.0
2025-07-17T00:00:00Z,scroll,1238,800,1.55,0.0,0,0.0
2025-07-17T00:00:00Z,click,787,505,1.56,0.0,0,0.0
2025-07-17T00:00:00Z,sign_up,311,169,1.84,0.0,42,0.0
2025-07-17T00:00:00Z,purchase,188,95,1.98,124.47,28,1389.9
2025-07-17T00:00:00Z,add_to_cart,256,170,1.51,216.35,0,0.0
2025-07-17T00:00:00Z,begin_checkout,200,80,2.5,0.0,0,0.0
2025-07-17T00:00:00Z,view_item,621,276,2.25,0.0,0,0.0
2025-07-18T00:00:00Z,page_view,2413,1197,2.02,0.0,0,0.0
2025-07-18T00:00:00Z,scroll,1269,835,1.52,0.0,0,0.0
2025-07-18T00:00:00Z,click,784,400,1.96,0.0,0,0.0
2025-07-18T00:00:00Z,sign_up,303,150,2.02,0.0,42,0.0
2025-07-18T00:00:00Z,purchase,162,77,2.1,93.72,27,1121.53
2025-07-18T00:00:00Z,add_to_cart,212,115,1.84,396.63,0,0.0
2025-07-18T00:00:00Z,begin_checkout,190,97,1.96,0.0,0,0.0
2025-07-18T00:00:00Z,view_item,557,211,2.64,0.0,0,0.0
2025-07-19T00:00:00Z,page_view,1406,572,2.46,0.0,0,0.0
2025-07-19T00:00:00Z,scroll,775,265,2.92,0.0,0,0.0
2025-07-19T00:00:00Z,click,578,246,2.35,0.0,0,0.0
2025-07-19T00:00:00Z,sign_up,175,92,1.9,0.0,29,0.0
2025-07-19T00:00:00Z,purchase,102,65,1.57,60.32,15,809.37
2025-07-19T00:00:00Z,add_to_cart,135,69,1.96,182.12,0,0.0
2025-07-19T00:00:00Z,begin_checkout,103,35,2.94,0.0,0,0.0
2025-07-19T00:00:00Z,view_item,373,235,1.59,0.0,0,0.0
2025-07-20T00:00:00Z,page_view,1429,708,2.02,0.0,0,0.0
2025-07-20T00:00:00Z,scroll,767,487,1.57,0.0,0,0.0
2025-07-20T00:00:00Z,click,460,230,2.0,0.0,0,0.0
2025-07-20T00:00:00Z,sign_up,199,85,2.34,0.0,30,0.0
2025-07-20T00:00:00Z,purchase,110,75,1.47,154.76,20,632.72
2025-07-20T00:00:00Z,add_to_cart,135,79,1.71,143.76,0,0.0
2025-07-20T00:00:00Z,begin_checkout,113,34,3.32,0.0,0,0.0
2025-07-20T00:00:00Z,view_item,386,162,2.38,0.0,0,0.0
2025-07-21T00:00:00Z,page_view,2356,811,2.91,0.0,0,0.0
2025-07-21T00:00:00Z,scroll,1198,503,2.38,0.0,0,0.0
2025-07-21T00:00:00Z,click,1150,530,2.17,0.0,0,0.0
2025-07-21T00:00:00Z,sign_up,312,127,2.46,0.0,44,0.0
2025-07-21T00:00:00Z,purchase,209,114,1.83,232.55,26,902.5
2025-07-21T00:00:00Z,add_to_cart,271,107,2.53,215.52,0,0.0
2025-07-21T00:00:00Z,begin_checkout,175,120,1.46,0.0,0,0.0
2025-07-21T00:00:00Z,view_item,621,320,1.94,0.0,0,0.0
2025-07-22T00:00:00Z,page_view,2240,754,2.97,0.0,0,0.0
2025-07-22T00:00:00Z,scroll,1137,459,2.48,0.0,0,0.0
2025-07-22T00:00:00Z,click,863,414,2.08,0.0,0,0.0
2025-07-22T00:00:00Z,sign_up,295,155,1.9,0.0,43,0.0
2025-07-22T00:00:00Z,purchase,213,99,2.15,271.08,26,1509.33
2025-07-22T00:00:00Z,add_to_cart,225,145,1.55,435.28,0,0.0
2025-07-22T00:00:00Z,begin_checkout,174,55,3.16,0.0,0,0.0
2025-07-22T00:00:00Z,view_item,559,387,1.44,0.0,0,0.0
2025-07-23T00:00:00Z,page_view,2057,1204,1.71,0.0,0,0.0
2025-07-23T00:00:00Z,scroll,1080,359,3.01,0.0,0,0.0
2025-07-23T00:00:00Z,click,805,297,2.71,0.0,0,0.0
2025-07-23T00:00:00Z,sign_up,214,116,1.84,0.0,46,0.0
2025-07-23T00:00:00Z,purchase,159,60,2.65,260.16,33,1569.22
2025-07-23T00:00:00Z,add_to_cart,195,114,1.71,369.91,0,0.0
2025-07-23T00:00:00Z,begin_checkout,123,80,1.54,0.0,0,0.0
2025-07-23T00:00:00Z,view_item,453,272,1.67,0.0,0,0.0
2025-07-24T00:00:00Z,page_view,2231,1167,1.91,0.0,0,0.0
2025-07-24T00:00:00Z,scroll,1043,395,2.64,0.0,0,0.0
2025-07-24T00:00:00Z,click,886,526,1.68,0.0,0,0.0
2025-07-24T00:00:00Z,sign_up,285,128,2.23,0.0,46,0.0
2025-07-24T00:00:00Z,purchase,161,55,2.93,97.22,33,1259.19
2025-07-24T00:00:00Z,add_to_cart,239,110,2.17,209.0,0,0.0
2025-07-24T00:00:00Z,begin_checkout,203,63,3.22,0.0,0,0.0
2025-07-24T00:00:00Z,view_item,615,187,3.29,0.0,0,0.0
2025-07-25T00:00:00Z,page_view,3131,2126,1.47,0.0,0,0.0
2025-07-25T00:00:00Z,scroll,1520,573,2.65,0.0,0,0.0
2025-07-25T00:00:00Z,click,1046,675,1.55,0.0,0,0.0
2025-07-25T00:00:00Z,sign_up,361,193,1.87,0.0,43,0.0
2025-07-25T00:00:00Z,purchase,231,130,1.78,289.94,27,979.81
2025-07-25T00:00:00Z,add_to_cart,319,167,1.91,215.79,0,0.0
2025-07-25T00:00:00Z,begin_checkout,225,101,2.23,0.0,0,0.0
2025-07-25T00:00:00Z,view_item,779,405,1.92,0.0,0,0.0
2025-07-26T00:00:00Z,page_view,1735,746,2.33,0.0,0,0.0
2025-07-26T00:00:00Z,scroll,1000,310,3.23,0.0,0,0.0
2025-07-26T00:00:00Z,click,785,362,2.17,0.0,0,0.0
2025-07-26T00:00:00Z,sign_up,205,89,2.3,0.0,27,0.0
2025-07-26T00:00:00Z,purchase,131,57,2.3,215.53,18,859.39
2025-07-26T00:00:00Z,add_to_cart,216,137,1.58,425.8,0,0.0
2025-07-26T00:00:00Z,begin_checkout,156,107,1.46,0.0,0,0.0
2025-07-26T00:00:00Z,view_item,477,174,2.74,0.0,0,0.0
2025-07-27T00:00:00Z,page_view,1281,470,2.73,0.0,0,0.0
2025-07-27T00:00:00Z,scroll,729,446,1.63,0.0,0,0.0
2025-07-27T00:00:00Z,click,476,321,1.48,0.0,0,0.0
2025-07-27T00:00:00Z,sign_up,153,82,1.87,0.0,28,0.0
2025-07-27T00:00:00Z,purchase,93,58,1.6,175.59,13,702.76
2025-07-27T00:00:00Z,add_to_cart,129,40,3.23,225.08,0,0.0
2025-07-27T00:00:00Z,begin_checkout,87,59,1.47,0.0,0,0.0
2025-07-27T00:00:00Z,view_item,361,143,2.52,0.0,0,0.0
2025-07-28T00:00:00Z,page_view,1961,1154,1.7,0.0,0,0.0
2025-07-28T00:00:00Z,scroll,1032,649,1.59,0.0,0,0.0
2025-07-28T00:00:00Z,click,886,468,1.89,0.0,0,0.0
2025-07-28T00:00:00Z,sign_up,276,192,1.44,0.0,40,0.0
2025-07-28T00:00:00Z,purchase,150,71,2.11,113.64,26,857.14
2025-07-28T00:00:00Z,add_to_cart,234,124,1.89,272.49,0,0.0
2025-07-28T00:00:00Z,begin_checkout,164,111,1.48,0.0,0,0.0
2025-07-28T00:00:00Z,view_item,553,257,2.15,0.0,0,0.0
2025-07-29T00:00:00Z,page_view,2637,1054,2.5,0.0,0,0.0
2025-07-29T00:00:00Z,scroll,1351,691,1.96,0.0,0,0.0
2025-07-29T00:00:00Z,click,904,347,2.61,0.0,0,0.0
2025-07-29T00:00:00Z,sign_up,306,141,2.17,0.0,42,0.0
2025-07-29T00:00:00Z,purchase,169,62,2.73,157.71,24,940.7
2025-07-29T00:00:00Z,add_to_cart,238,82,2.9,129.07,0,0.0
