date,event_name,session_source,session_medium,session_channel_group,conversions,total_users,sessions,event_count,total_revenue
2025-06-17T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,7,21,0.0
2025-06-17T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,4,15,0.0
2025-06-17T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,3,0.0
2025-06-17T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-06-17T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-06-18T00:00:00Z,sign_up,google,organic,Organic Search,14,11,15,63,0.0
2025-06-18T00:00:00Z,sign_up,(direct),(none),Direct,12,11,11,28,0.0
2025-06-18T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,5,11,0.0
2025-06-18T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,7,0.0
2025-06-18T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-06-18T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-06-18T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,5,172.92
2025-06-18T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,3,59.59
2025-06-18T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,59.69
2025-06-18T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-06-18T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-18T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-06-18T00:00:00Z,begin_checkout,google,organic,Organic Search,11,10,11,33,0.0
2025-06-18T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,6,12,0.0
2025-06-18T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,9,0.0
2025-06-18T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,8,0.0
2025-06-18T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-06-18T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-06-19T00:00:00Z,sign_up,google,organic,Organic Search,13,12,16,57,0.0
2025-06-19T00:00:00Z,sign_up,(direct),(none),Direct,12,10,12,48,0.0
2025-06-19T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,5,21,0.0
2025-06-19T00:00:00Z,sign_up,facebook,social,Organic Social,5,4,4,16,0.0
2025-06-19T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-06-19T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-06-19T00:00:00Z,purchase,google,organic,Organic Search,4,3,3,9,154.55
2025-06-19T00:00:00Z,purchase,(direct),(none),Direct,3,2,2,9,128.55
2025-06-19T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,4,40.29
2025-06-19T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-06-19T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-06-19T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-06-19T00:00:00Z,begin_checkout,google,organic,Organic Search,13,10,11,47,0.0
2025-06-19T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,7,26,0.0
2025-06-19T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,3,8,0.0
2025-06-19T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,3,0.0
2025-06-19T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-06-19T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-20T00:00:00Z,sign_up,google,organic,Organic Search,12,10,13,32,0.0
2025-06-20T00:00:00Z,sign_up,(direct),(none),Direct,8,6,7,27,0.0
2025-06-20T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,9,0.0
2025-06-20T00:00:00Z,sign_up,facebook,social,Organic Social,5,4,5,10,0.0
2025-06-20T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,4,0.0
2025-06-20T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-06-20T00:00:00Z,purchase,google,organic,Organic Search,4,3,3,9,157.32
2025-06-20T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,4,112.16
2025-06-20T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,38.94
2025-06-20T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,2,49.4
2025-06-20T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-06-20T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-06-20T00:00:00Z,begin_checkout,google,organic,Organic Search,13,11,13,58,0.0
2025-06-20T00:00:00Z,begin_checkout,(direct),(none),Direct,12,10,10,42,0.0
2025-06-20T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,4,17,0.0
2025-06-20T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,5,0.0
2025-06-20T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,3,2,2,4,0.0
2025-06-20T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-06-21T00:00:00Z,sign_up,google,organic,Organic Search,12,10,10,23,0.0
2025-06-21T00:00:00Z,sign_up,(direct),(none),Direct,8,6,8,36,0.0
2025-06-21T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,12,0.0
2025-06-21T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,9,0.0
2025-06-21T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-06-21T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-06-21T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,4,112.12
2025-06-21T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,32.38
2025-06-21T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,2,0.0
2025-06-21T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-06-21T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-21T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-06-21T00:00:00Z,begin_checkout,google,organic,Organic Search,6,5,7,17,0.0
2025-06-21T00:00:00Z,begin_checkout,(direct),(none),Direct,3,2,2,7,0.0
2025-06-21T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,7,0.0
2025-06-21T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,2,0.0
2025-06-21T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-21T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-22T00:00:00Z,sign_up,google,organic,Organic Search,8,6,6,24,0.0
2025-06-22T00:00:00Z,sign_up,(direct),(none),Direct,7,5,5,18,0.0
2025-06-22T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,4,13,0.0
2025-06-22T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,3,0.0
2025-06-22T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-06-22T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-06-22T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,4,77.82
2025-06-22T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,56.97
2025-06-22T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,2,0.0
2025-06-22T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-06-22T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-22T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-06-22T00:00:00Z,begin_checkout,google,organic,Organic Search,12,10,10,27,0.0
2025-06-22T00:00:00Z,begin_checkout,(direct),(none),Direct,7,5,6,29,0.0
2025-06-22T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,3,10,0.0
2025-06-22T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-06-22T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-06-22T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-23T00:00:00Z,sign_up,google,organic,Organic Search,15,13,14,43,0.0
2025-06-23T00:00:00Z,sign_up,(direct),(none),Direct,7,6,8,39,0.0
2025-06-23T00:00:00Z,sign_up,google,cpc,Paid Search,7,5,5,21,0.0
2025-06-23T00:00:00Z,sign_up,facebook,social,Organic Social,5,4,4,15,0.0
2025-06-23T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,8,0.0
2025-06-23T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,3,0.0
2025-06-23T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,5,142.44
2025-06-23T00:00:00Z,purchase,(direct),(none),Direct,3,2,2,7,145.42
2025-06-23T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,4,52.39
2025-06-23T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,3,43.67
2025-06-23T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-06-23T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-06-23T00:00:00Z,begin_checkout,google,organic,Organic Search,8,7,8,20,0.0
2025-06-23T00:00:00Z,begin_checkout,(direct),(none),Direct,6,4,4,11,0.0
2025-06-23T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,8,0.0
2025-06-23T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-06-23T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,3,0.0
2025-06-23T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-06-24T00:00:00Z,sign_up,google,organic,Organic Search,16,13,13,39,0.0
2025-06-24T00:00:00Z,sign_up,(direct),(none),Direct,14,11,14,33,0.0
2025-06-24T00:00:00Z,sign_up,google,cpc,Paid Search,8,6,6,12,0.0
2025-06-24T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,3,8,0.0
2025-06-24T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,6,0.0
2025-06-24T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-06-24T00:00:00Z,purchase,google,organic,Organic Search,4,3,4,18,146.28
2025-06-24T00:00:00Z,purchase,(direct),(none),Direct,3,2,2,7,94.93
2025-06-24T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,2,51.31
2025-06-24T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,4,34.53
2025-06-24T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-06-24T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-06-24T00:00:00Z,begin_checkout,google,organic,Organic Search,18,17,24,49,0.0
2025-06-24T00:00:00Z,begin_checkout,(direct),(none),Direct,8,7,9,38,0.0
2025-06-24T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,4,13,0.0
2025-06-24T00:00:00Z,begin_checkout,facebook,social,Organic Social,4,3,3,12,0.0
2025-06-24T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-06-24T00:00:00Z,begin_checkout,mailchimp,email,Email,1,1,1,3,0.0
2025-06-25T00:00:00Z,sign_up,google,organic,Organic Search,18,16,16,75,0.0
2025-06-25T00:00:00Z,sign_up,(direct),(none),Direct,6,5,5,14,0.0
2025-06-25T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,5,11,0.0
2025-06-25T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,2,0.0
2025-06-25T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-06-25T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-06-25T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,3,90.98
2025-06-25T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,2,69.88
2025-06-25T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,3,0.0
2025-06-25T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-06-25T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-06-25T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-06-25T00:00:00Z,begin_checkout,google,organic,Organic Search,10,8,9,35,0.0
2025-06-25T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,5,20,0.0
2025-06-25T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,3,9,0.0
2025-06-25T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-06-25T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-06-25T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-06-26T00:00:00Z,sign_up,google,organic,Organic Search,11,10,10,23,0.0
2025-06-26T00:00:00Z,sign_up,(direct),(none),Direct,7,6,8,27,0.0
2025-06-26T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,14,0.0
2025-06-26T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,7,0.0
2025-06-26T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,6,0.0
2025-06-26T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-06-26T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,2,89.26
2025-06-26T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,3,64.61
2025-06-26T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,4,58.96
2025-06-26T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-06-26T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-26T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-06-26T00:00:00Z,begin_checkout,google,organic,Organic Search,9,8,8,24,0.0
2025-06-26T00:00:00Z,begin_checkout,(direct),(none),Direct,6,5,6,15,0.0
2025-06-26T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,4,0.0
2025-06-26T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-06-26T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-06-26T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-27T00:00:00Z,sign_up,google,organic,Organic Search,11,10,12,41,0.0
2025-06-27T00:00:00Z,sign_up,(direct),(none),Direct,9,7,8,36,0.0
2025-06-27T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,6,0.0
2025-06-27T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,6,0.0
2025-06-27T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-06-27T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,2,0.0
2025-06-27T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,7,132.43
2025-06-27T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,3,98.57
2025-06-27T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,53.82
2025-06-27T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,3,32.24
2025-06-27T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-06-27T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-06-27T00:00:00Z,begin_checkout,google,organic,Organic Search,11,9,11,39,0.0
2025-06-27T00:00:00Z,begin_checkout,(direct),(none),Direct,4,3,4,16,0.0
2025-06-27T00:00:00Z,begin_checkout,google,cpc,Paid Search,2,1,1,2,0.0
2025-06-27T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,3,0.0
2025-06-27T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-06-27T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-06-28T00:00:00Z,sign_up,google,organic,Organic Search,14,13,15,50,0.0
2025-06-28T00:00:00Z,sign_up,(direct),(none),Direct,8,6,8,23,0.0
2025-06-28T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,9,0.0
2025-06-28T00:00:00Z,sign_up,facebook,social,Organic Social,4,3,4,15,0.0
2025-06-28T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-06-28T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-06-28T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,2,78.62
2025-06-28T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,3,79.39
2025-06-28T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,4,46.37
2025-06-28T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-06-28T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-28T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-06-28T00:00:00Z,begin_checkout,google,organic,Organic Search,8,7,9,37,0.0
2025-06-28T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,7,22,0.0
2025-06-28T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,4,0.0
2025-06-28T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-06-28T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-06-28T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-29T00:00:00Z,sign_up,google,organic,Organic Search,10,8,11,51,0.0
2025-06-29T00:00:00Z,sign_up,(direct),(none),Direct,4,3,3,11,0.0
2025-06-29T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,7,0.0
2025-06-29T00:00:00Z,sign_up,facebook,social,Organic Social,2,1,1,4,0.0
2025-06-29T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-06-29T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,4,0.0
2025-06-29T00:00:00Z,purchase,google,organic,Organic Search,1,1,1,2,44.05
2025-06-29T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,4,48.12
2025-06-29T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,4,0.0
2025-06-29T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,3,0.0
2025-06-29T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-06-29T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-06-29T00:00:00Z,begin_checkout,google,organic,Organic Search,8,7,9,30,0.0
2025-06-29T00:00:00Z,begin_checkout,(direct),(none),Direct,4,3,3,9,0.0
2025-06-29T00:00:00Z,begin_checkout,google,cpc,Paid Search,4,3,4,9,0.0
2025-06-29T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-06-29T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-06-29T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-06-30T00:00:00Z,sign_up,google,organic,Organic Search,10,9,9,19,0.0
2025-06-30T00:00:00Z,sign_up,(direct),(none),Direct,10,8,11,52,0.0
2025-06-30T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,10,0.0
2025-06-30T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,6,0.0
2025-06-30T00:00:00Z,sign_up,partner-blog.com,referral,Referral,3,2,2,7,0.0
2025-06-30T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-06-30T00:00:00Z,purchase,google,organic,Organic Search,3,2,2,8,118.59
2025-06-30T00:00:00Z,purchase,(direct),(none),Direct,2,1,1,2,100.84
2025-06-30T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,53.19
2025-06-30T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,2,58.12
2025-06-30T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-06-30T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-06-30T00:00:00Z,begin_checkout,google,organic,Organic Search,15,14,15,62,0.0
2025-06-30T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,7,21,0.0
2025-06-30T00:00:00Z,begin_checkout,google,cpc,Paid Search,5,4,5,13,0.0
2025-06-30T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,3,0.0
2025-06-30T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-06-30T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,3,0.0
2025-07-01T00:00:00Z,sign_up,google,organic,Organic Search,14,13,13,34,0.0
2025-07-01T00:00:00Z,sign_up,(direct),(none),Direct,6,4,5,23,0.0
2025-07-01T00:00:00Z,sign_up,google,cpc,Paid Search,5,4,4,17,0.0
2025-07-01T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,7,0.0
2025-07-01T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,2,0.0
2025-07-01T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-07-01T00:00:00Z,purchase,google,organic,Organic Search,4,3,3,10,122.21
2025-07-01T00:00:00Z,purchase,(direct),(none),Direct,3,2,2,9,165.12
2025-07-01T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,3,46.76
2025-07-01T00:00:00Z,purchase,facebook,social,Organic Social,1,1,1,4,58.17
2025-07-01T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-07-01T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,4,0.0
2025-07-01T00:00:00Z,begin_checkout,google,organic,Organic Search,14,12,16,58,0.0
2025-07-01T00:00:00Z,begin_checkout,(direct),(none),Direct,8,6,7,20,0.0
2025-07-01T00:00:00Z,begin_checkout,google,cpc,Paid Search,5,4,5,23,0.0
2025-07-01T00:00:00Z,begin_checkout,facebook,social,Organic Social,3,2,2,6,0.0
2025-07-01T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-07-01T00:00:00Z,begin_checkout,mailchimp,email,Email,1,1,1,2,0.0
2025-07-02T00:00:00Z,sign_up,google,organic,Organic Search,9,8,9,44,0.0
2025-07-02T00:00:00Z,sign_up,(direct),(none),Direct,5,4,5,23,0.0
2025-07-02T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,6,0.0
2025-07-02T00:00:00Z,sign_up,facebook,social,Organic Social,1,1,1,2,0.0
2025-07-02T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-07-02T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,3,0.0
2025-07-02T00:00:00Z,purchase,google,organic,Organic Search,1,1,1,3,58.33
2025-07-02T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,2,59.34
2025-07-02T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,3,0.0
2025-07-02T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-07-02T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,3,0.0
2025-07-02T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,2,0.0
2025-07-02T00:00:00Z,begin_checkout,google,organic,Organic Search,6,5,7,34,0.0
2025-07-02T00:00:00Z,begin_checkout,(direct),(none),Direct,5,4,5,16,0.0
2025-07-02T00:00:00Z,begin_checkout,google,cpc,Paid Search,2,1,1,3,0.0
2025-07-02T00:00:00Z,begin_checkout,facebook,social,Organic Social,1,1,1,2,0.0
2025-07-02T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-07-02T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-07-03T00:00:00Z,sign_up,google,organic,Organic Search,11,9,9,26,0.0
2025-07-03T00:00:00Z,sign_up,(direct),(none),Direct,7,5,5,19,0.0
2025-07-03T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,7,0.0
2025-07-03T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,8,0.0
2025-07-03T00:00:00Z,sign_up,partner-blog.com,referral,Referral,1,1,1,2,0.0
2025-07-03T00:00:00Z,sign_up,mailchimp,email,Email,0,1,1,2,0.0
2025-07-03T00:00:00Z,purchase,google,organic,Organic Search,1,1,1,4,32.27
2025-07-03T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,3,47.05
2025-07-03T00:00:00Z,purchase,google,cpc,Paid Search,0,1,1,4,0.0
2025-07-03T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,4,0.0
2025-07-03T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,4,0.0
2025-07-03T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-07-03T00:00:00Z,begin_checkout,google,organic,Organic Search,9,8,8,39,0.0
2025-07-03T00:00:00Z,begin_checkout,(direct),(none),Direct,4,3,3,9,0.0
2025-07-03T00:00:00Z,begin_checkout,google,cpc,Paid Search,3,2,2,7,0.0
2025-07-03T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,4,0.0
2025-07-03T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,1,1,1,4,0.0
2025-07-03T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,2,0.0
2025-07-04T00:00:00Z,sign_up,google,organic,Organic Search,13,11,13,41,0.0
2025-07-04T00:00:00Z,sign_up,(direct),(none),Direct,7,5,7,17,0.0
2025-07-04T00:00:00Z,sign_up,google,cpc,Paid Search,4,3,3,9,0.0
2025-07-04T00:00:00Z,sign_up,facebook,social,Organic Social,3,2,2,7,0.0
2025-07-04T00:00:00Z,sign_up,partner-blog.com,referral,Referral,2,1,1,4,0.0
2025-07-04T00:00:00Z,sign_up,mailchimp,email,Email,1,1,1,4,0.0
2025-07-04T00:00:00Z,purchase,google,organic,Organic Search,2,1,1,2,89.64
2025-07-04T00:00:00Z,purchase,(direct),(none),Direct,1,1,1,3,50.53
2025-07-04T00:00:00Z,purchase,google,cpc,Paid Search,1,1,1,4,43.74
2025-07-04T00:00:00Z,purchase,facebook,social,Organic Social,0,1,1,2,0.0
2025-07-04T00:00:00Z,purchase,partner-blog.com,referral,Referral,0,1,1,2,0.0
2025-07-04T00:00:00Z,purchase,mailchimp,email,Email,0,1,1,3,0.0
2025-07-04T00:00:00Z,begin_checkout,google,organic,Organic Search,9,7,9,26,0.0
2025-07-04T00:00:00Z,begin_checkout,(direct),(none),Direct,7,6,7,22,0.0
2025-07-04T00:00:00Z,begin_checkout,google,cpc,Paid Search,5,4,5,11,0.0
2025-07-04T00:00:00Z,begin_checkout,facebook,social,Organic Social,2,1,1,2,0.0
2025-07-04T00:00:00Z,begin_checkout,partner-blog.com,referral,Referral,2,1,1,3,0.0
2025-07-04T00:00:00Z,begin_checkout,mailchimp,email,Email,0,1,1,4,0.0
2025-07-05T00:00:00Z,sign_up,google,organic,Organic Search,7,6,6,14,0.0
2025-07-05T00:00:00Z,sign_up,(direct),(none),Direct,5,4,5,23,0.0
2025-07-05T00:00:00Z,sign_up,google,cpc,Paid Search,3,2,2,5,0.0
