date,landing_page,sessions,total_users,new_users,bounce_rate,engagement_rate,avg_session_duration,conversions,total_revenue
2025-06-20T00:00:00Z,/signup,126,110,50,53.13,45.49,173.3,4,194.61
2025-06-21T00:00:00Z,/,298,242,107,40.25,59.26,191.3,13,568.43
2025-06-21T00:00:00Z,/features,148,120,46,40.24,58.54,91.2,3,130.63
2025-06-21T00:00:00Z,/pricing,122,94,46,45.4,56.58,116.7,2,73.75
2025-06-21T00:00:00Z,/blog,148,125,63,39.6,60.67,158.5,4,178.81
2025-06-21T00:00:00Z,/blog/analytics-guide,127,98,43,46.22,55.68,146.6,3,169.0
2025-06-21T00:00:00Z,/signup,103,84,31,48.97,51.57,177.2,4,132.39
2025-06-22T00:00:00Z,/,311,265,138,45.88,55.75,173.9,13,490.71
2025-06-22T00:00:00Z,/features,154,134,63,47.75,52.39,163.0,6,338.5
2025-06-22T00:00:00Z,/pricing,119,92,38,35.41,63.8,185.6,2,118.89
2025-06-22T00:00:00Z,/blog,144,124,66,37.54,60.86,133.4,5,227.48
2025-06-22T00:00:00Z,/blog/analytics-guide,116,96,35,54.68,45.96,134.5,3,128.6
2025-06-22T00:00:00Z,/signup,83,66,24,38.04,61.63,104.2,3,100.31
2025-06-23T00:00:00Z,/,406,360,140,38.74,59.84,118.6,15,695.35
2025-06-23T00:00:00Z,/features,187,152,67,45.88,55.09,162.9,4,180.29
2025-06-23T00:00:00Z,/pricing,164,133,62,38.32,63.65,193.5,7,251.33
2025-06-23T00:00:00Z,/blog,201,153,68,53.56,45.15,99.6,6,358.99
2025-06-23T00:00:00Z,/blog/analytics-guide,182,149,52,46.62,54.2,190.3,7,218.9
2025-06-23T00:00:00Z,/signup,134,102,41,36.49,62.76,190.9,3,178.86
2025-06-24T00:00:00Z,/,312,274,124,38.71,60.01,87.9,7,328.82
2025-06-24T00:00:00Z,/features,157,119,56,35.04,66.25,132.2,5,214.12
2025-06-24T00:00:00Z,/pricing,188,146,76,39.19,61.98,126.9,8,315.05
2025-06-24T00:00:00Z,/blog,182,141,74,38.23,61.06,81.0,4,163.29
2025-06-24T00:00:00Z,/blog/analytics-guide,165,146,72,54.33,46.93,90.6,3,120.36
2025-06-24T00:00:00Z,/signup,112,90,37,52.12,46.16,149.5,4,162.98
2025-06-25T00:00:00Z,/,446,375,139,53.2,46.47,89.0,15,715.29
2025-06-25T00:00:00Z,/features,203,175,82,46.23,52.02,82.3,5,209.11
2025-06-25T00:00:00Z,/pricing,183,141,56,41.04,60.27,102.3,5,188.85
2025-06-25T00:00:00Z,/blog,196,153,57,49.07,51.75,101.5,9,297.52
2025-06-25T00:00:00Z,/blog/analytics-guide,191,153,58,36.0,62.38,154.2,7,373.24
2025-06-25T00:00:00Z,/signup,122,108,47,42.23,56.11,159.8,3,153.21
2025-06-26T00:00:00Z,/,342,264,142,48.78,51.69,146.4,16,673.94
2025-06-26T00:00:00Z,/features,157,126,55,47.68,51.99,85.2,3,99.52
2025-06-26T00:00:00Z,/pricing,160,120,62,48.13,51.6,166.3,6,300.21
2025-06-26T00:00:00Z,/blog,164,126,58,37.33,63.46,186.6,4,195.96
2025-06-26T00:00:00Z,/blog/analytics-guide,158,124,49,47.11,53.05,162.6,7,382.3
2025-06-26T00:00:00Z,/signup,113,94,48,36.65,64.65,114.2,5,289.56
2025-06-27T00:00:00Z,/,386,345,171,45.36,54.9,113.0,8,308.55
2025-06-27T00:00:00Z,/features,194,151,75,36.68,62.6,170.8,7,276.72
2025-06-27T00:00:00Z,/pricing,217,168,83,37.5,62.57,127.2,8,428.39
2025-06-27T00:00:00Z,/blog,203,175,75,38.4,62.34,168.8,7,392.06
2025-06-27T00:00:00Z,/blog/analytics-guide,170,144,62,42.08,56.29,163.4,3,129.62
2025-06-27T00:00:00Z,/signup,139,120,54,43.76,56.84,114.9,4,158.56
2025-06-28T00:00:00Z,/,274,222,101,49.96,51.88,190.4,6,188.93
2025-06-28T00:00:00Z,/features,129,107,51,53.41,47.38,105.8,3,132.22
2025-06-28T00:00:00Z,/pricing,129,114,60,52.06,47.01,162.2,6,314.34
2025-06-28T00:00:00Z,/blog,154,125,46,47.71,54.13,134.5,7,359.61
2025-06-28T00:00:00Z,/blog/analytics-guide,125,111,59,50.98,50.54,197.6,5,167.17
2025-06-28T00:00:00Z,/signup,94,82,44,51.8,50.02,112.5,3,169.97
2025-06-29T00:00:00Z,/,282,218,116,36.17,65.43,173.1,12,659.54
2025-06-29T00:00:00Z,/features,134,119,54,52.18,49.25,183.4,5,275.86
2025-06-29T00:00:00Z,/pricing,130,107,57,51.53,46.68,114.2,2,71.48
2025-06-29T00:00:00Z,/blog,138,108,45,50.71,51.18,141.1,4,121.77
2025-06-29T00:00:00Z,/blog/analytics-guide,139,124,56,51.98,48.79,120.4,3,97.34
2025-06-29T00:00:00Z,/signup,85,68,24,44.06,55.53,150.0,2,113.77
2025-06-30T00:00:00Z,/,347,272,146,49.8,52.17,134.4,7,390.98
2025-06-30T00:00:00Z,/features,218,194,77,51.82,48.13,84.6,4,163.36
2025-06-30T00:00:00Z,/pricing,186,149,75,51.52,48.42,102.1,6,194.22
2025-06-30T00:00:00Z,/blog,165,127,54,47.95,51.98,117.6,7,404.09
2025-06-30T00:00:00Z,/blog/analytics-guide,197,168,83,43.69,54.4,93.9,6,327.74
2025-06-30T00:00:00Z,/signup,109,97,41,52.28,46.12,178.4,4,142.42
2025-07-01T00:00:00Z,/,361,319,111,44.22,56.29,133.7,16,644.79
2025-07-01T00:00:00Z,/features,189,165,64,50.86,48.88,102.8,7,264.59
2025-07-01T00:00:00Z,/pricing,168,137,71,35.11,65.58,198.5,7,236.88
2025-07-01T00:00:00Z,/blog,171,148,55,47.56,50.67,99.9,7,353.65
2025-07-01T00:00:00Z,/blog/analytics-guide,162,141,73,42.98,57.96,82.0,5,231.68
2025-07-01T00:00:00Z,/signup,136,116,49,39.65,61.39,120.8,3,135.64
2025-07-02T00:00:00Z,/,371,292,136,44.69,56.29,104.9,9,355.78
2025-07-02T00:00:00Z,/features,200,152,59,47.5,51.1,137.0,9,445.08
2025-07-02T00:00:00Z,/pricing,208,164,80,49.53,49.6,114.0,7,243.66
2025-07-02T00:00:00Z,/blog,188,154,72,38.49,60.64,132.6,7,354.07
2025-07-02T00:00:00Z,/blog/analytics-guide,210,159,65,43.16,56.41,126.5,7,331.35
2025-07-02T00:00:00Z,/signup,115,101,49,42.52,56.36,131.5,5,280.29
2025-07-03T00:00:00Z,/,361,321,138,51.43,47.43,116.2,13,554.56
2025-07-03T00:00:00Z,/features,185,148,67,38.1,63.71,105.6,4,218.69
2025-07-03T00:00:00Z,/pricing,183,148,61,43.54,56.1,168.7,5,264.42
2025-07-03T00:00:00Z,/blog,171,135,71,48.67,50.25,190.6,4,157.47
2025-07-03T00:00:00Z,/blog/analytics-guide,194,162,69,49.64,51.46,141.1,4,200.67
2025-07-03T00:00:00Z,/signup,143,109,44,46.91,54.79,194.7,6,295.05
2025-07-04T00:00:00Z,/,323,256,132,43.66,58.23,129.6,7,356.77
2025-07-04T00:00:00Z,/features,171,139,60,38.66,60.95,196.8,7,272.73
2025-07-04T00:00:00Z,/pricing,163,142,55,50.08,48.62,198.3,6,273.97
2025-07-04T00:00:00Z,/blog,153,128,47,50.49,51.07,89.3,4,150.58
2025-07-04T00:00:00Z,/blog/analytics-guide,181,147,80,40.93,58.85,180.6,6,351.91
2025-07-04T00:00:00Z,/signup,135,115,55,52.57,45.53,177.5,4,176.22
2025-07-05T00:00:00Z,/,315,240,110,46.71,54.37,99.2,8,258.77
2025-07-05T00:00:00Z,/features,139,122,51,43.22,58.47,102.3,3,135.96
2025-07-05T00:00:00Z,/pricing,155,133,65,54.21,45.85,95.0,3,150.91
2025-07-05T00:00:00Z,/blog,131,115,63,47.57,51.18,101.8,4,202.87
2025-07-05T00:00:00Z,/blog/analytics-guide,128,111,44,49.34,50.26,191.2,5,277.81
2025-07-05T00:00:00Z,/signup,93,72,27,36.05,64.31,179.2,3,114.97
2025-07-06T00:00:00Z,/,272,206,95,52.99,46.73,177.4,9,359.06
2025-07-06T00:00:00Z,/features,148,123,43,54.31,47.67,179.5,3,136.43
2025-07-06T00:00:00Z,/pricing,137,108,39,52.4,46.95,190.4,6,195.01
2025-07-06T00:00:00Z,/blog,133,100,45,46.7,52.66,92.7,4,130.94
2025-07-06T00:00:00Z,/blog/analytics-guide,134,116,60,54.68,45.46,104.0,4,126.67
2025-07-06T00:00:00Z,/signup,100,76,30,52.91,48.55,134.3,3,99.01
2025-07-07T00:00:00Z,/,407,324,143,43.91,54.73,140.8,12,702.51
2025-07-07T00:00:00Z,/features,204,182,88,36.56,64.46,147.6,6,276.53
2025-07-07T00:00:00Z,/pricing,163,123,65,39.02,60.84,183.4,7,388.74
2025-07-07T00:00:00Z,/blog,192,172,85,39.74,62.09,134.2,4,121.12
2025-07-07T00:00:00Z,/blog/analytics-guide,169,147,71,38.86,60.95,159.1,7,331.91
2025-07-07T00:00:00Z,/signup,114,101,41,48.89,50.5,88.2,3,114.67
2025-07-08T00:00:00Z,/,339,277,135,52.07,49.65,150.0,15,859.17
2025-07-08T00:00:00Z,/features,174,143,54,47.71,51.63,140.1,5,280.98
2025-07-08T00:00:00Z,/pricing,172,153,81,52.8,48.5,129.2,4,222.26
2025-07-08T00:00:00Z,/blog,199,158,75,35.46,66.4,184.4,9,413.49
2025-07-08T00:00:00Z,/blog/analytics-guide,202,173,62,43.69,56.5,179.8,7,402.81
2025-07-08T00:00:00Z,/signup,109,93,38,51.73,49.3,121.7,2,67.21
2025-07-09T00:00:00Z,/,427,373,160,48.0,51.51,183.2,11,575.28
2025-07-09T00:00:00Z,/features,176,132,65,47.4,54.33,99.7,5,210.28
2025-07-09T00:00:00Z,/pricing,166,140,62,47.32,52.68,130.0,3,146.43
2025-07-09T00:00:00Z,/blog,207,177,62,52.15,48.66,163.8,5,210.5
2025-07-09T00:00:00Z,/blog/analytics-guide,207,171,60,43.71,57.32,184.7,8,439.99
2025-07-09T00:00:00Z,/signup,140,106,38,37.15,64.41,100.4,4,197.08
2025-07-10T00:00:00Z,/,410,348,190,49.02,49.44,113.6,19,1024.62
2025-07-10T00:00:00Z,/features,177,149,68,50.71,49.63,125.4,5,214.17
2025-07-10T00:00:00Z,/pricing,165,134,62,52.83,49.05,102.0,7,309.36
2025-07-10T00:00:00Z,/blog,208,177,76,54.5,44.61,165.8,5,257.09
2025-07-10T00:00:00Z,/blog/analytics-guide,200,164,65,40.9,58.91,147.0,5,157.17
2025-07-10T00:00:00Z,/signup,111,94,42,42.24,59.36,99.1,4,200.88
2025-07-11T00:00:00Z,/,369,315,170,35.91,64.34,119.2,12,633.06
2025-07-11T00:00:00Z,/features,204,178,89,35.07,63.54,145.8,8,256.47
2025-07-11T00:00:00Z,/pricing,208,178,84,35.58,63.86,98.6,6,196.19
2025-07-11T00:00:00Z,/blog,209,168,85,49.41,50.45,191.3,6,339.8
2025-07-11T00:00:00Z,/blog/analytics-guide,197,149,53,53.35,45.2,142.6,6,232.24
2025-07-11T00:00:00Z,/signup,123,109,38,53.97,46.5,164.9,3,146.16
2025-07-12T00:00:00Z,/,240,187,85,36.51,64.71,94.7,7,380.08
2025-07-12T00:00:00Z,/features,152,126,58,49.08,52.64,121.2,4,153.25
2025-07-12T00:00:00Z,/pricing,132,114,55,36.56,64.78,114.2,5,263.69
2025-07-12T00:00:00Z,/blog,129,97,41,52.56,47.3,80.8,5,260.3
2025-07-12T00:00:00Z,/blog/analytics-guide,155,129,66,45.94,53.91,95.6,6,238.8
2025-07-12T00:00:00Z,/signup,94,75,35,54.28,44.48,109.6,2,100.5
2025-07-13T00:00:00Z,/,310,234,91,37.37,63.88,187.1,11,639.94
2025-07-13T00:00:00Z,/features,153,133,55,35.04,63.05,187.9,6,241.48
2025-07-13T00:00:00Z,/pricing,117,101,46,44.39,55.19,184.6,2,66.11
2025-07-13T00:00:00Z,/blog,152,122,45,35.19,65.11,190.7,7,385.96
2025-07-13T00:00:00Z,/blog/analytics-guide,129,101,42,44.95,53.68,149.5,3,112.66
2025-07-13T00:00:00Z,/signup,89,70,33,45.82,52.57,182.9,3,145.31
2025-07-14T00:00:00Z,/,412,319,134,46.88,51.46,198.5,8,409.52
2025-07-14T00:00:00Z,/features,171,144,53,39.84,60.08,116.2,5,186.84
2025-07-14T00:00:00Z,/pricing,178,159,75,37.64,62.31,108.3,3,142.8
2025-07-14T00:00:00Z,/blog,213,171,67,50.45,48.3,96.5,8,385.73
2025-07-14T00:00:00Z,/blog/analytics-guide,210,172,86,45.99,52.37,193.8,4,137.55
2025-07-14T00:00:00Z,/signup,106,94,39,42.86,58.92,87.5,3,96.29
2025-07-15T00:00:00Z,/,387,302,161,50.77,47.7,195.6,16,941.06
2025-07-15T00:00:00Z,/features,198,159,71,48.35,50.92,191.4,5,208.58
2025-07-15T00:00:00Z,/pricing,165,134,65,54.13,47.27,191.4,3,99.69
2025-07-15T00:00:00Z,/blog,178,158,67,44.97,53.25,167.4,5,187.7
2025-07-15T00:00:00Z,/blog/analytics-guide,179,139,66,46.5,52.45,177.6,5,164.88
2025-07-15T00:00:00Z,/signup,137,107,41,46.64,52.98,106.9,4,228.32
2025-07-16T00:00:00Z,/,388,326,168,35.68,63.57,128.3,18,966.94
2025-07-16T00:00:00Z,/features,203,171,70,49.84,48.87,144.8,9,510.62
2025-07-16T00:00:00Z,/pricing,170,136,69,42.51,58.65,167.8,6,267.18
2025-07-16T00:00:00Z,/blog,192,168,64,44.17,54.57,108.7,7,214.66
2025-07-16T00:00:00Z,/blog/analytics-guide,184,138,75,46.72,52.19,129.3,8,268.12
2025-07-16T00:00:00Z,/signup,114,99,40,48.29,52.7,105.1,5,164.52
2025-07-17T00:00:00Z,/,417,374,141,44.71,56.45,121.8,18,1029.26
2025-07-17T00:00:00Z,/features,177,156,73,45.11,53.15,104.0,3,173.22
2025-07-17T00:00:00Z,/pricing,217,170,62,46.53,54.84,92.7,8,327.13
2025-07-17T00:00:00Z,/blog,201,152,73,49.43,50.09,175.5,5,181.31
2025-07-17T00:00:00Z,/blog/analytics-guide,175,144,51,44.99,55.43,139.1,4,233.39
2025-07-17T00:00:00Z,/signup,127,107,50,49.91,50.76,125.4,5,221.14
2025-07-18T00:00:00Z,/,424,360,129,51.82,46.8,104.5,15,595.26
2025-07-18T00:00:00Z,/features,164,129,46,51.79,46.73,91.3,7,365.9
2025-07-18T00:00:00Z,/pricing,180,135,54,52.1,48.64,140.4,4,174.39
2025-07-18T00:00:00Z,/blog,182,137,71,38.39,59.67,168.2,6,285.46
2025-07-18T00:00:00Z,/blog/analytics-guide,191,143,72,40.37,58.9,160.7,6,182.95
2025-07-18T00:00:00Z,/signup,128,99,53,43.65,57.84,154.6,4,139.81
2025-07-19T00:00:00Z,/,258,204,75,43.05,56.29,176.9,9,285.84
2025-07-19T00:00:00Z,/features,144,119,43,48.69,52.53,131.3,6,293.26
2025-07-19T00:00:00Z,/pricing,147,126,45,37.9,60.53,96.4,5,283.16
2025-07-19T00:00:00Z,/blog,125,108,54,39.73,60.12,117.4,5,192.77
2025-07-19T00:00:00Z,/blog/analytics-guide,136,116,45,47.93,52.35,140.7,5,175.04
2025-07-19T00:00:00Z,/signup,101,84,33,48.22,52.72,164.8,3,98.23
2025-07-20T00:00:00Z,/,252,224,118,50.29,48.71,98.7,5,272.67
2025-07-20T00:00:00Z,/features,127,106,40,49.38,50.53,180.8,4,197.86
2025-07-20T00:00:00Z,/pricing,130,113,54,36.93,64.03,125.5,4,239.5
2025-07-20T00:00:00Z,/blog,126,111,46,52.71,46.6,194.7,4,157.74
2025-07-20T00:00:00Z,/blog/analytics-guide,135,105,51,53.59,44.51,107.2,6,313.62
2025-07-20T00:00:00Z,/signup,96,77,32,50.42,50.83,118.7,2,104.4
2025-07-21T00:00:00Z,/,357,270,101,52.77,47.84,125.2,12,423.61
2025-07-21T00:00:00Z,/features,193,161,73,35.55,62.71,188.6,9,460.39
2025-07-21T00:00:00Z,/pricing,193,158,84,44.48,55.73,105.8,6,268.34
2025-07-21T00:00:00Z,/blog,181,162,82,50.94,49.59,137.9,7,228.54
2025-07-21T00:00:00Z,/blog/analytics-guide,220,194,73,46.72,51.65,138.7,8,427.72
2025-07-21T00:00:00Z,/signup,122,98,37,50.37,48.28,144.8,3,93.38
2025-07-22T00:00:00Z,/,371,278,149,44.82,53.36,190.1,14,525.28
2025-07-22T00:00:00Z,/features,182,147,79,48.85,52.23,145.9,6,286.35
2025-07-22T00:00:00Z,/pricing,223,178,82,36.89,61.34,128.2,9,539.57
2025-07-22T00:00:00Z,/blog,200,176,78,35.83,62.94,198.7,7,326.26
2025-07-22T00:00:00Z,/blog/analytics-guide,182,146,67,48.58,49.55,175.9,4,176.28
2025-07-22T00:00:00Z,/signup,129,104,37,39.98,60.62,91.1,2,61.57
2025-07-23T00:00:00Z,/,433,330,173,48.01,51.07,135.4,15,722.38
2025-07-23T00:00:00Z,/features,192,166,65,42.7,58.45,185.5,5,263.53
2025-07-23T00:00:00Z,/pricing,230,190,100,51.44,49.93,145.5,5,227.77
2025-07-23T00:00:00Z,/blog,193,172,63,46.23,54.08,131.1,5,282.88
2025-07-23T00:00:00Z,/blog/analytics-guide,221,166,81,49.7,51.59,143.0,5,220.5
2025-07-23T00:00:00Z,/signup,138,120,57,38.29,63.26,143.9,3,91.86
2025-07-24T00:00:00Z,/,455,348,183,41.29,57.6,129.4,12,631.83
2025-07-24T00:00:00Z,/features,191,151,60,51.68,49.39,97.8,5,288.61
2025-07-24T00:00:00Z,/pricing,215,178,81,53.25,47.49,177.1,5,167.16
2025-07-24T00:00:00Z,/blog,188,151,75,53.78,46.53,97.0,7,371.08
2025-07-24T00:00:00Z,/blog/analytics-guide,210,173,62,50.93,49.47,180.9,6,257.7
2025-07-24T00:00:00Z,/signup,128,103,48,53.32,47.67,156.4,3,122.87
2025-07-25T00:00:00Z,/,463,388,143,53.01,48.02,132.8,20,742.44
2025-07-25T00:00:00Z,/features,199,176,68,45.34,53.16,132.2,8,409.97
2025-07-25T00:00:00Z,/pricing,219,168,86,53.37,48.3,113.4,10,414.29
2025-07-25T00:00:00Z,/blog,200,164,88,53.75,46.99,146.4,4,172.33
2025-07-25T00:00:00Z,/blog/analytics-guide,175,141,52,48.7,50.61,102.3,6,206.52
2025-07-25T00:00:00Z,/signup,125,104,51,39.93,58.66,182.5,5,296.96
2025-07-26T00:00:00Z,/,256,229,108,42.81,58.75,170.8,12,632.83
2025-07-26T00:00:00Z,/features,119,100,47,54.3,47.22,115.8,3,151.28
2025-07-26T00:00:00Z,/pricing,121,97,52,53.79,47.74,182.6,4,201.66
2025-07-26T00:00:00Z,/blog,144,120,48,54.33,43.7,87.3,5,211.15
2025-07-26T00:00:00Z,/blog/analytics-guide,154,132,57,49.65,50.71,166.2,7,414.53
2025-07-26T00:00:00Z,/signup,91,76,27,42.88,58.33,125.4,2,109.97
2025-07-27T00:00:00Z,/,300,232,85,37.6,64.25,91.9,11,624.63
2025-07-27T00:00:00Z,/features,150,117,47,35.21,66.32,112.5,4,221.27
2025-07-27T00:00:00Z,/pricing,149,128,66,52.0,48.94,195.2,4,165.4
2025-07-27T00:00:00Z,/blog,145,128,65,52.21,48.9,122.4,3,109.04
2025-07-27T00:00:00Z,/blog/analytics-guide,121,97,34,46.64,54.51,190.0,3,142.14
2025-07-27T00:00:00Z,/signup,91,81,34,44.48,55.92,138.0,3,154.66
2025-07-28T00:00:00Z,/,431,344,121,40.04,58.24,112.9,11,618.37
2025-07-28T00:00:00Z,/features,198,174,72,40.57,58.02,140.1,7,336.58
2025-07-28T00:00:00Z,/pricing,210,163,68,50.06,48.79,197.0,8,382.36
2025-07-28T00:00:00Z,/blog,188,149,52,40.49,57.86,118.2,9,489.21
2025-07-28T00:00:00Z,/blog/analytics-guide,177,141,51,47.82,51.26,131.3,5,298.94
2025-07-28T00:00:00Z,/signup,144,108,49,36.87,62.16,191.4,5,179.68
2025-07-29T00:00:00Z,/,382,329,132,51.48,49.01,154.3,17,849.29
2025-07-29T00:00:00Z,/features,165,133,55,36.4,64.99,152.3,5,223.96
2025-07-29T00:00:00Z,/pricing,190,157,77,50.02,48.09,93.1,8,247.27
2025-07-29T00:00:00Z,/blog,203,172,90,39.87,61.88,164.0,7,285.61
2025-07-29T00:00:00Z,/blog/analytics-guide,163,138,58,44.03,55.7,129.8,5,260.34
2025-07-29T00:00:00Z,/signup,137,119,65,53.8,45.27,155.0,4,172.52
2025-07-30T00:00:00Z,/,400,357,134,40.37,61.32,186.1,10,457.28
2025-07-30T00:00:00Z,/features,172,151,67,35.5,65.68,123.2,7,379.78
2025-07-30T00:00:00Z,/pricing,187,153,78,46.45,54.17,140.3,6,230.37
2025-07-30T00:00:00Z,/blog,174,147,53,45.52,53.45,168.5,7,246.8
2025-07-30T00:00:00Z,/blog/analytics-guide,174,134,56,40.94,57.22,178.2,4,217.25
2025-07-30T00:00:00Z,/signup,143,122,53,39.93,61.41,162.0,3,159.07
2025-07-31T00:00:00Z,/,374,336,147,35.22,64.67,80.0,14,699.64
2025-07-31T00:00:00Z,/features,204,178,86,40.46,57.94,137.1,5,241.97
2025-07-31T00:00:00Z,/pricing,172,150,63,43.21,54.96,118.1,6,198.03
2025-07-31T00:00:00Z,/blog,227,198,97,35.47,65.72,169.3,10,583.67
2025-07-31T00:00:00Z,/blog/analytics-guide,202,171,61,41.98,57.65,101.0,5,254.84
2025-07-31T00:00:00Z,/signup,146,127,54,54.38,43.84,106.3,5,246.06
2025-08-01T00:00:00Z,/,308,249,113,36.7,64.28,131.6,12,369.87
2025-08-01T00:00:00Z,/features,147,111,58,47.45,54.31,198.0,5,191.52
2025-08-01T00:00:00Z,/pricing,163,124,53,50.07,50.3,121.5,6,342.36
2025-08-01T00:00:00Z,/blog,154,124,53,38.97,61.8,146.3,3,119.86
2025-08-01T00:00:00Z,/blog/analytics-guide,148,115,60,43.97,56.47,135.4,7,365.26
2025-08-01T00:00:00Z,/signup,115,99,49,40.25,59.34,163.8,3,172.19
2025-08-02T00:00:00Z,/,255,191,71,50.76,48.91,108.6,6,234.87
2025-08-02T00:00:00Z,/features,127,102,40,47.13,54.74,165.1,4,124.02
2025-08-02T00:00:00Z,/pricing,108,83,36,36.14,62.85,143.0,5,293.68
2025-08-02T00:00:00Z,/blog,98,74,39,42.28,57.41,114.9,4,163.57
2025-08-02T00:00:00Z,/blog/analytics-guide,117,90,31,54.84,46.53,82.1,4,125.33
2025-08-02T00:00:00Z,/signup,71,59,23,45.03,53.7,91.1,2,96.47
2025-08-03T00:00:00Z,/,216,185,68,54.09,46.66,129.9,9,441.55
2025-08-03T00:00:00Z,/features,122,98,36,51.71,47.78,175.6,3,96.81
2025-08-03T00:00:00Z,/pricing,129,103,51,38.28,63.23,135.2,4,191.27
2025-08-03T00:00:00Z,/blog,119,100,46,43.16,55.87,177.2,4,209.81
2025-08-03T00:00:00Z,/blog/analytics-guide,114,90,42,50.52,50.02,103.7,3,125.52
2025-08-03T00:00:00Z,/signup,84,75,33,44.42,57.02,172.7,3,90.63
2025-08-04T00:00:00Z,/,361,294,145,51.33,47.87,121.3,17,822.73
2025-08-04T00:00:00Z,/features,180,161,87,38.37,61.2,132.3,8,426.38
2025-08-04T00:00:00Z,/pricing,162,137,73,35.19,63.91,85.5,6,308.56
2025-08-04T00:00:00Z,/blog,159,141,60,49.48,49.61,194.1,4,219.39
2025-08-04T00:00:00Z,/blog/analytics-guide,172,148,57,43.62,57.34,175.8,6,229.54
2025-08-04T00:00:00Z,/signup,120,90,35,51.21,50.45,88.3,2,83.79
2025-08-05T00:00:00Z,/,319,263,141,40.7,58.12,87.7,8,424.84
2025-08-05T00:00:00Z,/features,149,113,56,47.52,52.98,88.4,5,158.49
2025-08-05T00:00:00Z,/pricing,157,125,53,52.52,49.19,194.0,7,261.67
2025-08-05T00:00:00Z,/blog,170,140,56,43.51,55.16,166.1,6,319.22
2025-08-05T00:00:00Z,/blog/analytics-guide,149,117,52,45.73,54.36,95.4,4,209.33
2025-08-05T00:00:00Z,/signup,96,81,31,38.96,62.32,101.1,3,166.58
2025-08-06T00:00:00Z,/,369,293,142,36.27,62.29,113.6,13,565.07
2025-08-06T00:00:00Z,/features,154,123,52,43.8,56.7,137.3,3,115.84
2025-08-06T00:00:00Z,/pricing,175,133,55,45.29,53.8,125.5,8,318.05
2025-08-06T00:00:00Z,/blog,176,148,65,53.06,46.62,147.5,6,322.92
2025-08-06T00:00:00Z,/blog/analytics-guide,167,140,55,41.96,57.38,138.6,7,275.97
2025-08-06T00:00:00Z,/signup,114,98,38,38.92,61.44,130.1,3,130.15
2025-08-07T00:00:00Z,/,334,252,124,42.43,58.41,174.6,11,624.3
2025-08-07T00:00:00Z,/features,169,134,71,39.56,59.45,125.4,4,156.16
2025-08-07T00:00:00Z,/pricing,170,145,78,48.2,53.62,151.6,4,128.05
2025-08-07T00:00:00Z,/blog,152,123,43,39.58,61.76,159.2,4,179.62
2025-08-07T00:00:00Z,/blog/analytics-guide,170,127,61,45.83,54.02,163.5,4,169.65
2025-08-07T00:00:00Z,/signup,118,101,50,48.41,51.66,172.7,3,141.14
2025-08-08T00:00:00Z,/,293,249,136,53.55,47.42,143.9,7,393.69
2025-08-08T00:00:00Z,/features,139,104,45,35.42,66.38,100.3,3,93.36
2025-08-08T00:00:00Z,/pricing,159,127,64,45.03,54.0,134.4,4,239.32
2025-08-08T00:00:00Z,/blog,148,120,62,52.59,48.49,139.9,5,214.43
2025-08-08T00:00:00Z,/blog/analytics-guide,156,121,42,44.07,57.5,122.5,6,303.69
2025-08-08T00:00:00Z,/signup,111,84,34,46.82,51.38,89.6,3,146.84
2025-08-09T00:00:00Z,/,221,180,89,36.77,61.61,193.7,4,132.61
2025-08-09T00:00:00Z,/features,108,83,38,42.09,55.98,88.8,4,171.59
2025-08-09T00:00:00Z,/pricing,107,87,46,39.67,61.34,131.5,2,119.21
2025-08-09T00:00:00Z,/blog,116,89,47,38.9,61.63,158.5,3,131.73
2025-08-09T00:00:00Z,/blog/analytics-guide,97,74,30,42.44,58.28,187.7,2,69.28
2025-08-09T00:00:00Z,/signup,70,61,21,50.04,48.65,104.7,2,110.33
2025-08-10T00:00:00Z,/,231,187,84,42.45,56.6,113.6,8,343.8
2025-08-10T00:00:00Z,/features,107,81,30,53.17,47.93,93.6,4,216.61
2025-08-10T00:00:00Z,/pricing,117,101,45,37.95,60.82,119.7,5,255.88
2025-08-10T00:00:00Z,/blog,115,97,40,42.93,58.5,186.6,5,226.79
2025-08-10T00:00:00Z,/blog/analytics-guide,104,85,30,54.92,44.21,80.5,2,98.34
2025-08-10T00:00:00Z,/signup,66,55,29,41.38,57.84,87.9,2,66.56
2025-08-11T00:00:00Z,/,364,305,151,39.16,59.55,84.4,11,627.88
2025-08-11T00:00:00Z,/features,155,131,60,52.13,46.1,191.9,7,383.2
2025-08-11T00:00:00Z,/pricing,181,138,72,54.16,46.31,147.0,7,377.13
2025-08-11T00:00:00Z,/blog,146,117,59,51.01,49.75,129.4,5,244.54
2025-08-11T00:00:00Z,/blog/analytics-guide,157,137,62,50.47,50.01,122.6,5,207.95
2025-08-11T00:00:00Z,/signup,104,81,43,50.34,49.65,196.7,2,119.25
2025-08-12T00:00:00Z,/,286,225,113,42.68,57.46,196.1,11,655.37
2025-08-12T00:00:00Z,/features,156,136,55,52.27,49.47,92.8,4,211.73
2025-08-12T00:00:00Z,/pricing,171,129,56,48.1,50.05,117.5,3,111.52
2025-08-12T00:00:00Z,/blog,175,134,61,42.66,59.21,178.0,4,169.59
2025-08-12T00:00:00Z,/blog/analytics-guide,187,148,61,49.92,49.62,136.5,8,406.85
